报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.06,0.04,0.02,0.08,0.06,0.04,0.02,0.06,0.09,0.07,0.03,0.12,0.13,0.09,0.04,0.15,0.12,0.09,0.04,0.1,0.07,0.05,0.02,0.03,0.03,0.03,0.01,0.05,0.05,0.04,0.02,0.08,0.08,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.47,2.41,2.41,2.35,2.32,2.31,2.28,2.22,2.21,2.21,2.18,2.14,2.15,2.14,2.16,2.14,2.15,2.18,2.15,2.14,2.13,2.11,2.13,2.11,2.13,2.02,3.27,3.17,3.09,3.39,3.31,1.9,1.57,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.15,0.12,0.04,0.1,0.11,0.1,-0,0.2,0.09,0.06,0.01,0.03,0.47,0.44,0.33,0.1,0.06,0.04,0.01,0.14,0.07,0.07,0.05,0.21,0,--,0,0.46,0,0,0,0.76,0.51,0,
主营业务收入(万元),11328,7641,3695,15027,10713,7173,3845,16936,12644,8610,4221,17040,12947,8736,4307,16307,12198,8504,4201,14988,10898,7322,3533,13700,10140,6776,3149,13368,10179,6970,3488,14758,10761,7200,3660,16237,12378,9160,4953,20537,14680,10275,5340,19524,16995,15661,
主营业务利润(万元),4187,2807,1301,5182,4125,2945,1571,5736,5998,4163,2086,7232,5673,3901,2137,6985,5422,3940,1964,6173,4507,3054,1507,4884,3567,2416,1162,5064,4150,2976,1439,6579,4781,3387,--,8524,6764,5244,3151,13400,9825,6870,3665,12756,11116,10167,
营业利润(万元),1316,941,324,1588,1225,1045,613,1055,2563,1849,1056,3420,3763,2622,1239,4340,3541,2622,1295,2971,2112,1526,706,739,948,880,322,1364,1528,1213,564,2909,2467,1881,638,4707,4189,3742,2265,9144,7027,4766,2771,8933,7716,7108,
投资收益(万元),1417,960,419,1749,1312,917,399,1199,957,616,275,1620,2078,1304,603,2382,1626,955,460,1572,1071,742,283,-83,228,227,79,750,592,349,145,476,598,360,0,0,0,--,0,0,0,0,0,0,0,0,
营业外收支净额(万元),384,278,167,825,451,293,95,832,507,368,50,269,194,154,52,-8,-29,-2,-2,38,50,19,-1,533,-8,-11,1,24,--,-0,--,-2,--,--,--,3,0,--,0,-37,0,0,0,-1,-38,0,
利润总额(万元),1700,1218,491,2414,1675,1337,708,1887,3071,2217,1106,3688,3956,2777,1291,4331,3512,2620,1293,3008,2162,1545,705,1272,940,870,323,1388,1523,1213,565,2907,2468,1881,639,4710,4189,3744,2265,9107,6990,4729,2769,8932,7677,7104,
净利润(万元),1517,1069,433,2045,1374,1097,523,1577,2237,1600,787,2885,3259,2217,1042,3691,2917,2104,1028,2450,1814,1291,579,730,762,709,262,1209,1267,997,460,2057,1851,1379,428,3106,2807,2509,1518,6026,4683,3069,1855,5958,5126,4746,
净利润(扣除非经常性损益后)(万元),1229,861,308,1434,1036,878,451,986,1856,1324,750,2681,--,2101,--,3697,--,2106,--,2421,--,1277,--,326,--,720,0,1191,0,997,0,2058,0,1379,--,3104,0,2507,0,6051,0,3106,0,0,0,0,
经营活动产生的现金流量净额(万元),3435,1603,-529,1913,1437,1138,-535,2971,1927,804,-367,5004,3568,3011,1064,2343,2748,2538,-74,4932,2098,1421,160,756,11459,10864,8112,2454,1527,957,229,3439,1700,1802,1164,5206,4033,3954,1172,7018,4845,3987,1595,8748,0,0,
现金及现金等价物净增加额(万元),1011,768,-747,-784,-232,-1128,-884,-1121,-2722,658,-341,1205,-2197,-1346,-725,2180,1769,1145,-189,-917,-1427,-1048,-24,-586,940,1950,6970,2257,1397,1186,503,-16443,-17163,-16639,-351,-2571,-5638,-3321,22,12342,17889,22369,23492,2056,0,0,
总资产(万元),107515,106959,105311,105504,104854,105000,105385,105168,104806,108372,106146,104959,100204,97609,96317,95974,96192,92814,92584,90843,89015,88263,87234,78678,80728,78560,70800,63785,62908,62286,61644,61098,59339,59412,57257,57582,55282,52711,55403,55111,57623,57506,55962,31972,26517,22803,
流动资产(万元),8394,8919,7662,7614,8459,7728,8503,8219,7293,11056,9905,8948,6858,7321,8040,8328,8716,6976,7118,6614,6453,6921,7971,7479,7307,8708,12613,5288,4929,4374,5039,4168,2860,3215,19194,19783,19524,21460,25345,24912,29710,33225,34187,10394,8200,0,
总负债(万元),40354,39865,38897,39548,39617,39603,40576,41027,39757,43686,42372,42386,36923,35837,34900,35979,37048,34057,34740,34455,33197,32447,32219,24589,26772,24657,16607,9853,9518,8183,8078,8352,6852,7396,4755,5508,2963,3065,5210,6437,10115,5466,5136,10052,8404,6324,
流动负债(万元),7233,6662,5612,6181,6166,6070,6948,7328,5981,9838,27552,25714,20177,17239,16250,16877,14946,15555,17238,17953,17695,18145,17917,10287,12447,10323,8737,9853,8734,7400,7295,8352,6068,6613,3972,4725,2963,3065,5210,6437,10115,5466,3136,8052,8404,0,
股东权益不含少数股东权益(万元),65037,64588,63946,63519,62857,63063,62498,61966,62462,61825,61067,60028,60814,59360,59180,57881,57107,56786,55984,54682,54253,54309,53597,52724,52756,52703,52993,52732,52790,53503,52966,52506,52248,51776,52262,51834,52318,49646,50192,48674,47508,52040,50827,21920,18113,16479,
净资产收益率加权(%),2.36,1.67,0.68,3.26,2.2,1.75,0.84,2.59,3.68,2.65,1.3,4.89,5.5,3.76,1.78,6.55,5.22,3.65,1.86,4.43,3.31,2.41,1.09,1.34,--,1.34,0,2.29,0,1.88,0,3.96,0,2.64,--,6.18,0,5.02,0,13.32,0,8.57,0,28.25,26.92,28.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
