报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),-0.08,-0.08,-0.03,-0.05,0.02,0.04,0.03,0.12,0.15,0.12,0.05,0.19,0.15,0.11,0.05,0.15,0.13,0.09,0.09,0.29,0.25,0.18,0.08,0.12,0.13,0.06,0.01,0.56,0.48,0.45,0.15,0.65,0.59,0.44,0.52,0.39,0.31,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.33,2.22,2.16,2.11,2.09,2.06,4.02,3.93,3.9,3.83,3.73,3.65,3.65,3.6,5.31,5.3,5.24,5.21,4.91,4.76,4.69,2.65,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.04,0.04,-0.02,-0.05,0.15,0.01,0.03,0.09,0.1,0.17,-0.21,-0.39,-0.41,-0.3,-0.29,-0.89,-1.02,-1.3,-1.6,-1.46,0.03,0.64,0.07,--,-1.47,-0.1,
主营业务收入(万元),12002,7653,4091,18331,15666,10979,5758,29915,25054,18852,8757,36901,29705,20477,9937,33688,28531,18717,9553,29227,23733,15411,7569,28417,24090,14051,6582,34408,29145,20838,7943,29198,23927,17579,23864,15480,19219,15142,
主营业务利润(万元),4108,2464,1256,6657,5816,4230,2211,11495,9555,6784,3159,12650,9142,5919,3065,10633,8296,5796,2744,8746,7003,4826,2344,6430,5345,3031,1064,9985,8327,6626,2501,8463,6643,5249,7189,4397,3981,3352,
营业利润(万元),-1550,-1671,-701,-1146,265,907,825,2576,3461,2670,1212,4469,3573,2613,1451,3720,3597,2611,1085,3694,3306,2431,1166,1643,1497,945,165,5526,5043,4690,1650,5094,4432,3684,3935,2652,2360,2615,
投资收益(万元),74,74,--,952,942,942,849,92,92,92,--,62,62,62,--,62,62,62,--,62,62,62,--,59,53,53,--,--,--,--,--,--,--,--,--,--,-1,--,
营业外收支净额(万元),0,6,4,220,187,39,15,524,254,242,0,-134,6,-46,-37,147,146,63,49,100,124,61,2,114,100,-11,-6,-80,--,--,--,210,--,54,154,132,53,81,
利润总额(万元),-1550,-1665,-696,-926,452,947,840,3099,3715,2911,1212,4334,3578,2567,1415,3867,3743,2674,1134,3794,3430,2492,1167,1757,1597,934,159,5446,5051,4597,1567,5304,4612,3738,4089,2784,2413,2696,
净利润(万元),-1672,-1691,-680,-1084,346,786,708,2371,3063,2498,1070,3817,2986,2159,910,3004,2589,1856,862,2876,2496,1794,803,1178,1114,644,63,3736,3205,2988,995,3543,2968,2202,2622,1927,1542,1718,
净利润(扣除非经常性损益后)(万元),-1690,-1707,-690,-2196,-589,-4,-53,1885,2809,2267,1053,3899,--,2262,--,2842,--,1795,--,2787,0,1739,--,1074,0,652,0,3804,0,3071,0,3386,0,2171,2544,--,1504,1667,
经营活动产生的现金流量净额(万元),3117,1609,551,1065,-286,-502,-1041,427,-221,-561,-2555,2916,813,832,-446,-953,2928,256,350,949,1029,1662,-2134,-3915,-4166,-3048,-1938,-5967,-6858,-8702,-10717,-9773,234,3196,350,-3273,-7350,-519,
现金及现金等价物净增加额(万元),2218,349,-427,-1673,-955,252,-662,-2829,-941,-3553,-4802,2150,-1107,797,26,-275,-440,2743,4324,-2831,-2179,332,-1199,2440,1867,-4,-98,-6245,-6020,-6007,-3441,5174,13631,-1837,4511,2358,-819,1177,
总资产(万元),102603,101304,104212,104082,106379,110394,107934,105122,110435,103381,102986,101289,95859,94799,92681,90558,86261,91402,91744,82829,83684,83665,83493,77347,76240,69987,67915,65705,64818,67525,67971,60105,60315,34180,37558,--,25312,14428,
流动资产(万元),87103,85510,88133,87939,89846,93322,90654,87364,91237,84704,84899,83502,79395,79651,78181,75897,72795,79455,79720,70796,74791,74798,74599,68382,67712,61912,59752,57506,56536,60465,61271,53557,53544,28205,31665,--,21229,11711,
总负债(万元),56406,55142,57041,56220,55698,59407,57049,54969,58276,51536,49728,49267,43771,45954,45124,43956,40023,45967,47411,39393,40601,41345,42240,36958,35823,30090,28667,26548,26074,29070,31825,25118,26018,18314,24140,--,15078,6217,
流动负债(万元),55923,54672,56566,55739,54854,57963,55599,54032,47339,40598,38790,38329,43766,45949,45119,43951,40017,45961,47405,39386,40594,41338,42232,36950,35815,30081,28658,26539,26074,29070,31825,25118,26018,18314,23140,--,15078,6217,
股东权益不含少数股东权益(万元),46198,46163,47171,47862,50681,50986,50885,50153,51018,50708,49085,47818,47892,44607,43358,42448,42082,41349,40354,39492,39170,38468,37478,36674,36646,36176,35596,35532,35122,34905,32912,31917,31426,13250,11048,--,8522,7043,
净资产收益率加权(%),-3.55,-3.6,-1.43,-2.22,0.69,1.55,1.4,4.84,6.19,5.07,2.21,8.43,6.72,4.96,2.12,7.33,6.35,4.59,2.16,7.55,6.58,4.77,2.17,3.26,0,1.8,0,11.06,0,8.56,0,20.63,0,18.12,26.67,--,19.73,27.49,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
