报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.74,0.62,0.23,0.8,0.65,0.45,0.24,0.7,0.59,0.44,0.08,0.59,0.4,0.08,0.06,0.25,0.2,0.1,0.04,0.11,0.16,0.07,0.03,0.08,0.1,0.05,0.02,0.14,0.06,0.05,0.02,0.11,0.11,0.08,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.76,3.44,3.4,3.34,2.63,2.52,2.48,2.44,2.48,2.39,2.35,2.33,2.35,2.32,2.3,2.27,3.03,3.02,2.99,2.97,2.98,3,2.94,2.9,2.87,2.87,2.84,2.8,2.85,3.01,2.98,2.95,2.91,2.86,2.98,2.94,2.87,2.83,5.49,5.38,5.48,3.51,3.5,3.42,3.3,3.26,3.33,3.14,2.48,2.37,2.46,2.33,2.37,4.57,4.09,3.61,3.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.69,0.42,0.51,1.02,0.69,0.53,0.25,0.38,0.85,0.56,0.31,1.12,0.68,0.65,0.4,1.68,0.28,0.35,0.24,0.9,0.79,0.5,0.25,0.17,0,0,0,0.37,0,0,0,0.44,0,0,0,1.04,0,0,0,0.94,0,0.53,--,1.25,0.44,1.14,0.27,-0.12,0.64,-0.14,-0.07,--,--,--,--,--,--,
主营业务收入(万元),229366,156771,78697,339540,252582,161268,75553,290114,210216,138673,52486,246439,172709,97258,44454,196425,141736,97559,46151,197085,139519,90648,50007,172735,101604,68876,32385,143615,70544,47246,20809,112692,85873,53474,23122,97979,68534,46123,21849,60729,44594,27027,11032,56943,39552,26947,11471,53287,36909,24936,11289,37480,25508,15390,6963,26458,11569,25809,11688,21863,10556,11632,8589,14225,8003,20234,20113,19573,34551,
主营业务利润(万元),53599,38112,17595,76752,56986,36472,16985,68600,49254,32924,12724,63178,43687,22847,10938,49351,34007,21723,9321,42896,32451,19573,9823,35303,24509,12530,6432,27585,15029,10739,5239,21157,15282,10789,22984,15569,12054,8214,4183,12066,9046,6175,2949,15259,10873,7529,2960,18582,12883,9281,4001,14202,9754,5725,2564,9953,4795,9775,4462,8494,3470,3109,2059,1715,759,1437,1593,1647,3425,
营业利润(万元),30972,25263,8471,28654,23835,16392,8398,25788,20746,15310,2949,18078,12049,3732,2411,10305,8625,4850,1602,9122,10682,4238,2837,13089,9310,3157,1569,7097,1890,1620,1152,6044,4755,3265,1371,2256,3497,3115,1867,1859,2492,2035,1128,7162,5234,3778,1729,10872,7951,5931,2731,9430,6398,3538,1621,7244,3797,7029,3894,5690,2136,1896,1235,1804,0,1632,0,0,0,
投资收益(万元),12614,11298,1223,5444,3785,2855,1685,5631,4484,3838,455,781,-325,607,-100,447,-125,38,159,-58,47,-322,-155,690,97,95,8,1394,470,325,124,1966,1877,614,352,1688,179,-135,-2,-492,533,226,94,516,817,346,137,-10,88,24,-67,-251,-159,-199,-100,-399,-199,-57,-163,-294,-139,663,306,635,260,621,0,0,0,
营业外收支净额(万元),120,283,43,654,605,508,306,-727,530,387,63,2694,2365,444,41,616,-114,242,8,305,213,228,-40,512,545,517,316,2621,--,1059,--,-178,--,--,-6,-168,0,0,0,-157,0,0,0,-92,0,0,0,-187,0,0,0,-171,-79,-53,0,-179,0,219,0,-90,0,0,0,0,-9,--,0,0,0,
利润总额(万元),31092,25546,8513,29308,24440,16899,8703,25061,21277,15697,3012,20771,14414,4176,2452,10921,8512,5092,1610,9427,10895,4466,2797,13601,9855,3674,1885,9718,3426,2679,1152,5866,5403,3742,1366,4222,3911,3227,1872,1315,3118,2354,1223,7611,5957,4020,1834,10674,7920,5888,2628,9009,6160,3286,1503,6667,3543,7191,3665,5306,1940,3156,1698,3082,1067,3458,2978,3174,3562,
净利润(万元),25802,21320,7421,24591,20198,14006,7457,21710,18220,13669,2409,18278,12241,2492,1738,7587,6137,2959,1206,3318,4798,2035,820,2620,3241,1398,734,4415,2020,1620,452,3425,3533,2592,898,3629,2899,2416,1330,952,2539,1873,914,5845,4563,3126,1369,7737,5706,4300,1716,6121,4429,2434,1004,5978,3018,5231,2341,3290,1186,2769,1489,2713,934,2665,2675,2844,2386,
