报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.02,0.01,-0.01,0.02,0.01,0.01,-0.01,0.02,0.01,0,-0.01,0.02,0.01,0,-0.02,-0.03,0.02,0.02,-0.03,0.12,0.1,0.05,0.02,0.07,0.02,-0.02,-0.03,0.12,0.14,0.09,0.03,0.22,0.14,0.11,0.02,0.22,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.26,1.26,1.24,1.25,1.3,2.31,2.31,2.34,1.74,1.69,2.37,2.35,2.3,2.26,2.33,2.35,2.36,1.66,1.6,1.57,0,0,0,1.85,1.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.06,0.03,0.05,0.01,0.02,-0.06,-0.01,0.21,0.15,0,0.13,0.18,0.01,-0.01,0.04,-0.28,-0.13,-0.21,-0.1,0.22,0,0.15,-0.04,0.36,0.4,
主营业务收入(万元),36254,22550,8613,74781,58326,40992,16984,71531,51834,28210,12001,79232,60244,41894,20397,90000,69567,41400,14620,68649,45679,27504,12057,56279,39964,24292,10307,54682,40561,24960,9288,48429,34992,21351,8191,37207,32847,
主营业务利润(万元),8655,5235,1613,12041,7909,4001,2426,15600,9430,5589,1665,18896,14168,9576,3677,20179,17410,10835,2664,17859,12587,7590,2868,15795,10406,6088,2272,15745,12768,8187,2974,15346,10744,7082,2638,12041,9999,
营业利润(万元),-32,-44,-1646,-297,208,249,-1529,-1787,-853,-761,-1485,-762,-666,-454,-1446,-3238,1321,637,-1861,1507,1198,56,-615,2515,1410,176,-797,2562,3000,1942,515,4285,2638,2094,437,3349,3322,
投资收益(万元),--,--,--,8693,8693,8693,--,1249,1280,1280,--,183,150,150,--,--,--,--,--,--,--,0,--,19,17,17,--,11,1,1,1,14,14,12,0,5,-182,
营业外收支净额(万元),571,535,488,1352,694,425,184,2684,1537,506,353,1797,1326,599,184,1441,207,2,223,2508,2056,1632,1014,-732,-815,-664,103,311,--,--,-0,109,--,--,8,27,28,
利润总额(万元),539,491,-1158,1055,902,674,-1345,897,685,-255,-1132,1035,659,145,-1261,-1797,1528,639,-1638,4014,3254,1689,399,1783,595,-488,-694,2873,2838,1777,515,4394,2659,2110,429,3376,3349,
净利润(万元),980,741,-890,1537,955,712,-929,1191,733,310,-880,1221,644,227,-988,-1608,1559,761,-1100,3607,2890,1510,323,1466,417,-439,-580,2277,2368,1507,418,3662,2248,1817,382,2831,2772,
净利润(扣除非经常性损益后)(万元),-82,-286,-919,-9624,-7914,-8131,-1024,-1481,59,-98,-1136,782,--,-275,--,-1736,--,778,--,3442,--,1428,--,2184,--,128,0,2071,0,1651,418,3544,0,1806,382,2809,2748,
经营活动产生的现金流量净额(万元),-688,910,-1832,4387,10457,-1285,-1969,15971,8397,1151,-2765,16239,3758,1749,3285,526,1089,-2142,-536,7445,4448,91,2732,3933,267,-320,805,-6023,-2779,-3286,-1556,3472,3173,2329,-654,5805,5040,
现金及现金等价物净增加额(万元),24904,-397,-11026,11440,-5602,-1927,1671,457,10941,8151,6082,-10545,-3856,-3181,12015,-19046,-18946,-9194,-6428,22859,-10047,-12205,-11151,-5029,4227,14174,13538,15634,20824,556,-4418,-5939,-5044,-1791,-2995,11887,-219,
总资产(万元),219230,191570,192793,199116,225086,240728,275321,260846,261616,266175,249384,244227,260109,247836,257397,239778,233258,213358,193038,199150,166992,149244,143726,151379,158226,165192,161536,142013,140837,105864,94723,86249,0,0,0,77360,40846,
流动资产(万元),150542,122424,122990,128805,154423,172046,131459,115118,121710,132796,120306,115258,136808,127584,142414,127768,140065,122212,102366,107113,76543,61911,61792,71187,89411,111565,108556,90951,93827,56758,50696,43848,--,--,--,53261,25283,
总负债(万元),122370,94961,91595,96888,122885,138749,174338,174900,175940,182315,166750,160724,177239,165432,176278,157663,148776,129688,109781,114795,114034,98158,92754,100731,108629,116458,111442,91338,90067,79160,69107,61050,--,--,--,47468,26599,
流动负债(万元),114841,87369,82804,88096,96608,112569,145050,151059,156903,162491,145089,135671,150805,133313,139844,120434,102133,90925,66806,71598,71150,55219,43841,42782,50515,58276,59264,62090,59967,51560,46407,38250,--,--,--,31268,26199,
股东权益不含少数股东权益(万元),84912,84673,83220,84110,83080,82941,81886,82815,83173,82057,80867,81747,81203,80787,79571,80559,83518,82720,82646,83745,52352,50971,50859,50536,49487,48631,49995,50575,50676,26615,25527,25108,0,0,0,29603,14045,
净资产收益率加权(%),1.16,0.88,-1.06,1.85,1.15,0.86,-1.13,1.46,0.88,0.38,-1.08,1.5,0.8,0.28,-1.23,-1.96,1.86,0.91,-1.32,6.96,5.56,2.94,0.64,2.92,--,-0.88,0,6.32,0,5.83,0,15.38,0,0,0,13.82,21.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
