报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),-2.04,-0.97,-0.15,-4.82,0.11,0.11,0.05,0.56,0.46,0.33,0.07,0.55,0.39,0.25,0.05,1.51,1.43,1.15,2.01,1.33,1.95,2.63,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,13.7,13.71,13.51,13.46,13.31,10.32,9.38,--,7.57,5.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-2.23,-0.33,0.49,-1.12,0.08,1.56,0.02,1.27,0.88,0.56,
主营业务收入(万元),140062,102740,62109,300764,302564,210754,77481,326838,235516,127397,56835,262227,165912,109373,56523,260098,195316,142081,308151,150238,167748,198109,
主营业务利润(万元),-3520,2596,5025,-7544,25247,19757,7677,28258,21850,15320,5157,19977,13286,9752,3685,32293,25890,19286,31437,18787,30249,45098,
营业利润(万元),-77041,-35720,-5819,-167636,2813,4560,1664,14146,10939,7304,1467,7483,5825,3400,1074,22114,19534,14787,24924,15827,23203,33452,
投资收益(万元),--,--,--,--,193,455,405,3719,3069,2412,1118,2071,1680,721,398,661,--,--,--,--,--,357,
营业外收支净额(万元),-3424,-2284,188,-14066,1923,672,97,2975,2565,1893,135,2726,1060,1083,10,1022,819,771,1610,274,2438,186,
利润总额(万元),-80465,-38004,-5631,-181701,4737,5232,1761,17121,13504,9197,1602,10208,6886,4483,1084,23136,20353,15558,26534,16101,25642,33637,
净利润(万元),-76360,-36605,-5586,-180790,4168,4192,1112,12355,10215,7283,1058,8067,5671,3718,734,18460,16267,12602,22100,14674,21501,28957,
净利润(扣除非经常性损益后)(万元),-72898,-34305,-5724,-167914,748,1677,80,6230,5877,3941,110,4986,--,2566,--,17711,--,12023,20728,14467,19420,28537,
经营活动产生的现金流量净额(万元),-29992,-30690,-1604,-138264,-28003,-89472,-45653,-69134,-65340,-87260,-16067,-63134,-32829,-4806,7201,-16526,908,17174,258,13921,9725,6121,
现金及现金等价物净增加额(万元),-39532,-38764,-28137,11033,-7503,-21928,-5188,14009,-14561,-11071,-4156,-12458,18009,2329,5585,17916,31033,26428,-7637,18937,10873,-9680,
总资产(万元),776129,842580,920327,940077,962572,925022,856590,746954,768997,801662,717628,648603,609850,547021,573593,476395,488235,459119,406045,--,424048,350115,
流动资产(万元),486151,551912,623390,641953,735327,694749,621857,530360,568133,599897,545552,496639,479571,423996,454062,365728,396893,376164,341462,--,387349,316415,
总负债(万元),830981,857600,904647,918663,746237,708638,641223,532647,556761,592484,512445,444432,408301,345248,374807,278318,292383,345380,302681,--,340647,285389,
流动负债(万元),640937,671035,668125,659313,492984,471767,430223,380434,434388,465951,417725,363758,328270,342262,357424,270415,288313,341324,273338,--,339310,283345,
股东权益不含少数股东权益(万元),-54773,-14924,15676,21308,215891,215956,214959,213910,211800,208866,204875,203750,201326,201557,198573,197824,195632,113506,103201,--,83297,64655,
净资产收益率加权(%),--,0,-30.17,-159.97,1.94,1.94,0.52,5.91,4.89,3.51,0.52,4.01,2.83,1.86,0.37,13.47,13.55,--,23.79,--,29.07,57.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
