报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.46,0.27,0.13,0.62,0.51,0.32,0.17,0.51,0.38,0.2,0.06,0.47,0.39,0.28,0.17,0.54,0.35,0.26,0.35,1.23,0.69,0.39,0.24,0.68,0.37,0.16,0.02,0.43,0.3,0.2,0.11,0.51,0.39,0.25,0.08,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.9,5.8,5.73,5.56,5.34,5.25,10.55,10.21,6.73,6.43,6.28,6.04,5.73,5.51,5.58,5.56,5.42,5.33,5.23,5.12,5,4.86,4.91,4.83,2.78,2.57,2.55,2.05,1.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.67,0.4,0.05,0.75,0.07,-0.06,-0.13,-0.57,-0.19,-0.05,-0.08,1.44,1.17,1.03,0.61,0.84,0.37,-0.18,-0.09,0.18,-0.56,-0.55,-0.66,0.46,0,0.14,1.02,0.95,0.34,
主营业务收入(万元),162390,105560,53680,221486,164953,104444,49061,182265,130329,78439,35513,134501,100537,66795,32057,128836,93406,60826,31113,89408,56060,32506,15490,49990,31414,18407,7411,55959,42300,27294,11543,48146,36342,24524,10776,36842,25698,16285,30388,25120,17082,
主营业务利润(万元),35857,23045,11307,49389,38190,24341,11733,40547,28277,16372,6769,28609,22768,15405,7146,29414,20473,13989,7929,22074,13251,7438,3873,12782,7677,4535,1743,11802,8756,5673,2591,10099,7174,4383,--,7346,5163,3279,7296,6754,4337,
营业利润(万元),10226,6074,2957,13347,11476,7263,3790,10627,7674,3950,1153,7642,7636,5576,3293,9383,6752,4945,3311,8550,5284,2787,1722,5086,2678,1157,125,3000,2623,1845,858,3506,2650,1539,653,3780,2832,1900,3785,3511,2261,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
营业外收支净额(万元),169,101,42,424,509,174,136,238,204,128,91,1260,-56,-41,-34,544,-18,-6,90,43,161,260,146,186,89,98,53,355,--,--,--,600,--,--,--,-13,0,0,0,0,0,
利润总额(万元),10395,6175,2998,13770,11985,7437,3926,10865,7878,4079,1243,8902,7579,5535,3259,9927,6734,4939,3401,8593,5445,3046,1868,5272,2767,1255,178,3355,2668,1806,851,4105,3051,1952,642,4055,3110,1899,4498,3779,2249,
净利润(万元),8902,5234,2492,11795,9765,6050,3234,9009,6406,3255,931,7772,6314,4600,2745,8834,5704,4186,2890,8530,4646,2586,1588,4587,2512,1041,156,2894,2021,1355,723,3433,2624,1691,535,3438,2687,1608,3726,3064,1839,
净利润(扣除非经常性损益后)(万元),8758,5149,2456,11435,9333,5902,3118,8807,6232,3146,854,6701,--,4635,--,8206,--,4191,--,7372,--,2365,--,4546,--,1016,0,2657,0,1384,--,3470,0,1701,--,3451,2168,1259,2807,2157,1248,
经营活动产生的现金流量净额(万元),-510,-524,-8238,16892,4961,1954,-2259,5966,-3504,-757,-5422,12898,11037,6497,784,12318,1105,-936,-1046,-4657,-1257,-319,-511,9671,7825,6907,4118,5607,2468,-1175,-579,1196,-3760,-3698,-4443,3098,-121,693,5109,4734,1685,
现金及现金等价物净增加额(万元),-6838,-7129,1724,-9436,-14580,-5902,-1123,13185,9271,-4104,-2328,-6406,-13595,-9960,-9283,-10626,-13749,-2257,-8363,23459,-3327,-2224,-1801,-159,-2814,384,-91,-1473,-1401,3041,-3581,-14790,-16614,-14038,-13367,19662,-338,745,876,335,861,
总资产(万元),271293,258221,266771,255256,245398,238235,245886,239509,224759,194092,187136,175832,170347,161446,151929,154343,143859,144269,135753,131888,87205,74643,72397,68625,68404,67552,64110,67530,72255,76328,61524,60644,57649,54805,51496,59198,37853,36848,30691,27074,23457,
流动资产(万元),132013,124644,137854,132242,128410,125629,128703,133232,119832,94286,89997,79497,76314,74723,73099,81309,81479,83192,80575,79770,43300,34028,32169,29814,30147,29314,25877,28615,34457,39116,28645,29154,28576,31266,30035,40836,20722,20449,15247,11900,9860,
总负债(万元),129042,119638,129343,120317,112617,109169,116218,113075,101107,95581,87644,77270,73520,66334,58009,63168,56221,58113,49205,48133,42091,31590,30342,28158,30011,30630,26733,30310,35908,40647,26474,26318,24131,22221,18574,26825,23938,24012,17962,16842,15198,
