报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.87,0.62,0.12,0.14,0.05,0.03,0.03,0.01,-0.03,-0.02,-0.04,0.11,0.14,0.13,0.07,0.51,0.4,0.28,0.15,0.51,0.42,0.31,0.19,0.7,0.51,0.56,0.38,0.01,
每股净资产(元),1.97,1.7,1.19,1.55,1.44,1.41,2.54,2.51,2.48,2.49,5.07,5.12,5.14,5.13,8.21,8.1,7.98,7.86,11.67,11.52,11.37,11.26,11.33,2.58,2.39,1.94,1.38,1.21,
每股经营活动产生的现金流量净额(元),0.22,1.78,1.21,1.95,1.57,0.26,-0.14,0.71,0.38,0.05,-0.01,0.06,-0.02,-0.02,0.02,0.74,0.73,0.58,0.52,0.5,0.28,0.16,0.16,0.72,0.58,0.5,0.56,0.52,
主营业务收入(万元),229461,156996,38342,61201,33156,20015,10916,24847,14169,7716,3287,22270,17123,12822,6782,28031,19828,13177,5768,18496,13357,9245,4589,16513,11688,11824,6735,412,
主营业务利润(万元),199820,135973,29946,43962,22352,13788,7688,15247,8069,4378,1791,15012,11546,8904,4796,20934,14539,9589,3737,13913,10182,7082,3593,13280,9482,8501,4848,322,
营业利润(万元),172998,121877,23548,19389,7516,3777,2235,-339,-2995,-2266,-1490,3533,4236,4223,2166,10970,8256,5520,1661,7032,5873,3940,1941,7733,5457,5188,3462,110,
投资收益(万元),874,171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,75,75,331,483,11,
营业外收支净额(万元),725,838,-27,337,148,148,-42,836,364,276,--,804,986,575,675,1171,1212,1133,718,371,376,378,395,499,433,368,--,0,
利润总额(万元),173723,122715,23521,19725,7664,3924,2194,498,-2632,-1990,-1490,4336,5223,4798,2841,12141,9468,6653,2379,7403,6248,4318,2336,8231,5890,5556,3488,110,
净利润(万元),147541,104189,19876,16572,6265,3286,1788,500,-2295,-1673,-1485,3758,4625,4260,2415,10653,8320,5884,2071,6674,5452,3766,2031,7187,5156,5558,3487,110,
净利润(扣除非经常性损益后)(万元),--,103305,--,16287,--,3172,--,-262,--,-1949,--,3074,--,3773,--,9661,--,4840,--,7150,0,3435,--,6696,4717,4859,2978,99,
经营活动产生的现金流量净额(万元),37362,302064,205316,236292,189804,30929,-9591,47608,25662,3050,-169,2016,-679,-568,404,15605,15274,12173,7255,6987,3953,2221,2186,7559,6108,4991,5560,155,
现金及现金等价物净增加额(万元),-36233,256403,187547,228781,207487,41850,-9823,21952,1481,-13821,-266,4547,2187,2816,6332,-5906,-2062,-4105,-6789,127113,129407,131219,132083,6948,5458,4472,15253,121,
总资产(万元),597493,1969471,854997,618277,430159,298171,266634,243278,204335,179340,181099,180137,180304,180091,182841,182371,177997,175030,172004,168185,164450,165172,164219,32110,30371,23698,17889,486,
流动资产(万元),498020,1906003,827933,595041,410192,277970,246187,222875,184204,159495,161470,160165,160115,160089,162730,161967,173158,170549,167393,163664,161658,162649,162114,30076,28400,22296,17112,419,
总负债(万元),263177,1679994,653419,430307,256283,127318,95934,74361,37919,12342,10589,8182,7562,7788,10348,12336,10365,9912,8628,6878,5286,7379,5360,4837,5173,4291,4055,121,
流动负债(万元),262676,1679543,652960,429848,255703,126762,95378,73805,37643,12066,10409,8002,7562,7788,10348,12336,10365,9912,8628,6878,5286,7379,5360,4837,5173,4291,4055,121,
股东权益不含少数股东权益(万元),334317,289477,201579,187971,173875,170853,170699,168911,166427,167005,170508,171949,172741,172301,172492,170030,167624,165115,163374,161303,159161,157599,158664,27078,25047,19391,13833,362,
净资产收益率加权(%),56.95,43.92,10.04,9.38,3.65,1.93,1.05,0.29,-1.36,-0.98,--,2.2,2.7,2.49,1.41,6.44,5.05,3.59,1.28,5.27,0,4.04,--,32.14,24.59,33.45,33.4,35.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
