报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.02,0.02,0.02,0.07,0.1,0.09,0.04,0.21,0.29,0.3,0.21,1.28,1.02,0.81,0.44,1.96,1.55,1.07,0.41,1.84,1.43,1.28,0.4,1.31,0.87,0.59,0.27,1.54,1.22,0.8,0.26,0.71,0.61,0.42,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,11.08,--,--,--,11.28,--,10.78,10.72,10.57,10.05,9.8,9.31,8.85,8.31,7.92,7.77,7.02,6.57,6.24,5.93,5.99,5.72,5.1,4.68,4.21,3.95,3.82,3.62,3.57,3.35,3.18,3.07,2.86,5.2,4.99,4.79,5.03,4.68,4.4,4.12,4.27,4.09,4.04,3.92,3.79,3.66,3.91,3.83,3.71,3.58,3.7,1.86,1.61,1.5,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.3,--,--,--,0.18,--,1.5,1.41,1.07,2.03,1.57,1.26,0.48,1.59,1.47,1.16,0.29,2.56,1.18,0.95,0.63,2.19,2.15,1.97,0.58,0.97,0.65,0.38,0.15,1.48,0,--,0,1.86,0,0,0,2.1,0,0,0,0.66,0,0,0,1.01,0,0.49,--,1.06,--,0.61,0.29,0,--,
主营业务收入(万元),376342,251752,120856,635165,489158,339508,159409,846101,659270,452067,214109,972298,733511,515058,240730,1008063,779141,522622,226824,885875,666126,469064,241728,733030,497506,322235,157028,689511,573333,377705,180223,520434,393041,258852,124673,431723,320563,214754,102020,371568,283953,187103,87676,247490,194461,121500,57325,172249,135920,91400,48996,158304,118924,79824,41459,146566,107898,73917,127323,102623,103657,
主营业务利润(万元),56630,39758,17692,100701,76229,390247,23932,948738,96715,77774,44700,1180401,175854,134289,68350,1272032,225894,149321,66145,254455,208202,167047,77932,204820,120729,75748,41313,226420,170222,117183,42485,129461,106283,73576,--,116797,98732,70191,33338,99802,86603,65561,34136,72734,76550,46890,20621,45552,36836,26886,16996,46202,40224,26580,14215,43382,31939,23479,36890,33432,35066,
营业利润(万元),904,723,1491,3927,6002,6266,5120,19009,27878,31136,20433,123969,98254,78516,45753,185008,148287,103828,44346,171154,143482,123356,42762,125713,86039,56478,24214,140895,117096,75899,24943,70775,60686,42007,19249,62335,47309,37873,18657,54013,46087,37419,18348,44117,37448,22097,9948,21991,19459,14003,7287,21975,17661,13691,6982,19678,13129,9529,13752,11054,15254,
投资收益(万元),8,8,--,8,--,--,--,8,--,--,--,36,--,--,140,253,89,--,--,121,113,-156,-258,-270,-561,-417,112,1805,801,296,86,507,276,469,0,365,374,384,-9,-36,-27,-18,-9,-36,-27,-18,-9,8,17,17,0,-17,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),38,29,20,-1247,440,-255,-63,1149,321,-697,-336,1329,895,600,763,3681,1444,985,432,2998,1344,973,71,746,395,301,358,-537,--,--,--,--,--,--,--,-2278,0,--,0,-873,0,0,0,-877,0,0,0,-136,-74,-9,-5,-138,-77,-46,0,-121,0,0,0,0,-267,
利润总额(万元),942,752,1511,2680,6442,6011,5057,20158,28200,30439,20097,125298,99148,79116,46517,188689,149732,104812,44778,174152,144826,124329,42833,126459,86433,56779,24572,140358,117341,76127,24903,70317,60591,41961,19317,61061,47415,38044,18349,53818,46343,37381,18177,43758,37843,22208,9918,22540,19911,14077,7283,22257,17827,13714,6967,19865,13258,9517,13559,10753,14987,
净利润(万元),1645,1212,1201,4844,7127,6168,3229,15265,20781,21780,15145,92219,73654,58553,31746,141785,111705,77647,29881,133248,103277,92217,29155,94978,63004,42746,19272,111223,88285,57493,18895,51244,43977,30552,14137,44712,33784,26581,12722,40489,33089,26274,12856,36358,27585,16391,7316,17373,15316,10489,5293,16943,13198,9839,5085,16545,9546,6671,10314,7118,9837,
