报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.21,0.05,0.01,-0.13,-0.09,-0.06,-0.03,0.06,0.09,0.11,0.05,0.25,0.28,0.2,0.08,0.34,0.28,0.19,0.12,0.59,0.5,0.31,0.15,0.65,0.46,0.07,0.4,0.42,
每股净资产(元),--,--,--,--,--,--,--,--,--,0,--,5.02,5.06,4.99,4.96,4.88,4.82,4.73,7.53,7.42,7.31,7.11,3.16,3.01,--,--,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0,--,--,-0.63,-0.38,-0.2,0,-1.1,-0.68,-0.7,-1.58,-1.86,-1.47,-1.3,0.98,--,-0.14,0.62,-0.36,
主营业务收入(万元),154769,97777,44467,186450,146732,97511,41001,147268,113581,78897,33741,133192,100112,67596,28605,113507,93648,64311,27287,110302,87695,58305,23915,71884,55186,13437,64372,55213,
主营业务利润(万元),23389,12644,5453,22908,17917,12223,5183,21518,17593,12938,6350,24928,20124,12949,5580,19744,18391,12127,4983,21101,16859,11592,5501,17394,13908,3038,13108,12507,
营业利润(万元),4770,992,273,-3805,-2403,-1744,-857,-782,1291,1787,845,5234,6331,4702,1614,4234,6266,4393,1226,7085,6068,3488,1381,7101,6047,841,3284,4296,
投资收益(万元),-724,477,202,924,804,531,--,846,518,318,1,415,217,94,--,178,1,1,--,1,1,--,0,1,1,--,0,-10,
营业外收支净额(万元),3466,781,-6,838,396,276,115,2687,1297,916,281,1319,892,512,285,4988,1118,741,667,1932,1087,626,503,1218,168,121,1256,--,
利润总额(万元),8236,1773,267,-2967,-2006,-1468,-742,1904,2589,2704,1126,6553,7223,5214,1898,9222,7385,5134,1893,9017,7154,4114,1884,8319,6215,962,4540,4887,
净利润(万元),6762,1647,245,-3037,-1947,-1324,-702,1467,2173,2453,1100,5639,6510,4610,1726,7836,6386,4271,1657,7581,6247,3525,1627,6914,4953,776,4241,4301,
净利润(扣除非经常性损益后)(万元),4054,1053,219,-3424,-2186,-1531,-778,-443,1372,1908,854,4752,--,4282,--,3890,--,3821,--,7071,--,3195,1319,6129,--,706,3586,3560,
经营活动产生的现金流量净额(万元),-16328,-16378,-4608,17824,7031,4110,7708,7650,4786,-588,-2430,-2549,-14527,-8584,-4474,68,-25252,-15656,-9995,-22664,-26667,-21027,-13946,10517,192,-1457,6687,-3815,
现金及现金等价物净增加额(万元),8176,31152,91043,-1442,-7437,-9567,-2514,6057,144,-2634,1844,-11049,-14201,-13777,-9327,-18606,-24319,-13797,-15256,24128,14535,43325,-9260,7816,-2218,-321,5625,-2757,
总资产(万元),302243,317888,326708,226080,235553,238448,240122,227125,221983,226492,221828,212915,211000,197682,189148,187587,186069,185515,169221,159539,134243,144610,80862,70667,--,--,57343,51467,
流动资产(万元),172554,199774,206731,104171,114047,114966,116853,106680,103885,108143,105053,95261,104985,96679,94953,92670,109391,116336,97707,102675,96957,112440,52189,42047,--,--,32701,29470,
总负债(万元),112378,105146,115337,112607,121359,123612,124528,111331,105704,109905,105495,97523,94858,82988,75036,75193,75137,76885,61326,53294,29708,42795,46982,38415,--,--,30798,30372,
流动负债(万元),108494,85246,93799,91081,99844,102108,102990,89820,84200,88412,84024,77729,74475,82978,75036,75193,75126,76874,61315,53283,29692,38779,36466,31899,--,--,27790,26361,
股东权益不含少数股东权益(万元),189414,212312,210907,112815,113563,114186,114808,115510,115969,116249,116041,114936,115719,114076,113480,111754,110304,108189,107720,106063,104465,101744,33821,32196,--,--,26354,20570,
净资产收益率加权(%),3.43,1.01,0.17,-2.66,-1.7,-1.15,-0.6,1.28,1.87,2.1,0.95,4.98,5.66,4.04,1.53,7.2,5.88,3.95,1.55,10.07,9.67,7.84,--,23.19,--,--,18.69,25.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
