报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.13,0,-0.02,0.17,0.14,0,0.02,0.18,0.22,0.05,0.01,0.2,0.07,-0.07,-0.06,0.5,0.46,0.35,0.3,0.48,0.17,0.03,0.01,0.43,0.43,0.33,0.01,0.19,0.18,0.06,0.01,0.15,0.1,0.04,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.27,--,2.14,1.99,--,2.09,2.05,1.94,1.89,1.59,1.28,1.14,1.12,1.11,1.11,1.01,0.69,0.68,0.68,0.56,0.52,0.5,0.46,0.4,0.37,0.36,0.29,0.21,0.2,0.2,1.96,1.88,1.96,1.94,1.92,1.86,1.94,1.92,1.88,3.28,3.25,3.21,3.37,3.3,2.79,0,2.22,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,0.07,-0.07,-0.08,0.32,0.21,0.03,-0,0.45,0.2,0.07,0.01,0.48,0.28,0.17,0.06,0.45,0.31,0.16,0.08,0.24,0.11,0.06,--,0.34,0,--,0,0.27,0,0,0,0.45,0,0,0,0.34,0,0,0,0.55,0,0.09,0,0.53,0.54,0,
主营业务收入(万元),60367,36487,18465,76313,53840,31867,15786,65273,48316,30421,14292,62054,45566,28806,13801,55414,41343,25794,14495,51075,36529,21347,10570,39995,28356,16924,8519,39445,30195,18435,8919,33300,23573,13864,6645,26478,19332,12107,5762,25566,18875,11905,6158,22861,16585,10423,5003,18563,13060,7614,3782,16392,11914,7589,12761,6665,13839,12604,
主营业务利润(万元),12010,4347,946,17157,12998,5613,3289,18234,16265,7721,2869,13843,8597,2267,562,14280,14693,8354,3707,22399,14957,7258,2917,20383,14705,8127,3877,22029,16873,9488,3927,18097,12488,7110,--,14732,10591,5893,2432,15996,11719,6879,3093,13370,9859,5817,2685,11603,7927,4459,2239,8526,5968,3020,6842,3152,6765,5278,
营业利润(万元),5085,-249,-517,6673,5924,344,975,6349,8507,2246,521,5510,2065,-2567,-1983,19253,20630,17240,14872,20071,6662,1308,268,7065,5690,1703,600,8362,7561,2658,642,5685,4064,1551,309,2902,3367,783,172,-7844,3990,1444,927,3914,3231,1404,674,3808,3178,1318,688,2629,1950,420,2596,803,2782,2156,
投资收益(万元),-463,-465,--,-784,-616,-940,--,370,-200,-200,--,-250,342,152,--,15078,15007,14813,14464,10332,541,541,--,55,60,60,--,-1073,539,539,--,1870,84,84,84,2719,-19,-22,0,180,-13,-13,22,291,-2,-2,0,278,1,0,0,4,2,-1,174,258,3,413,
营业外收支净额(万元),332,209,21,834,-14,-29,-55,1412,987,-89,29,2042,554,24,4,1202,-745,-85,-152,-229,-328,-14,10,12020,10628,10699,-20,-53,--,-66,--,-129,--,-8,--,-82,0,--,0,-40544,0,0,0,-55,0,0,0,-106,0,-23,0,-5,6,-1,0,0,0,0,
利润总额(万元),5417,-40,-496,7507,5910,315,921,7761,9494,2157,550,7552,2619,-2543,-1979,20455,19885,17154,14721,19842,6334,1294,278,19085,16318,12401,580,8310,7510,2592,625,5556,4056,1543,306,5539,3284,752,172,-48208,3985,1429,946,4150,3214,1387,671,3980,3169,1320,689,2629,1958,418,2836,1060,3154,3574,
净利润(万元),4835,23,-659,6180,5005,178,740,6688,7939,1692,434,7181,2705,-2587,-2059,18368,16899,12876,10814,17460,6034,1120,257,15644,15503,12106,396,6947,6477,2193,442,5298,3647,1415,131,4849,2792,486,143,-48975,3584,1180,853,3308,2947,1111,502,3405,2569,979,563,2265,1665,356,2400,942,2560,2919,
