报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.15,0.21,0.08,0.93,0.36,0.26,0.18,0.56,0.47,0.36,0.11,0.33,0.36,0.32,0.22,1.01,0.83,0.74,0.55,1.9,1.51,0.5,1.19,0.89,0.99,
每股净资产(元),2.01,4.86,9.55,9.4,7.98,5.88,10.4,10.22,10.13,10.02,9.82,9.71,9.75,9.7,10.21,9.98,9.8,9.66,4.92,4.37,3.97,0,2.67,2.56,1.68,
每股经营活动产生的现金流量净额(元),-0.31,-0.31,-0.33,0.31,-0.22,-0.27,-0.02,1.13,0.84,0.92,0.22,-0.01,0.19,0.56,-0.54,-1.92,-1.15,-0.76,-1.56,2.35,1.92,0.14,1.76,0,-0.07,
主营业务收入(万元),102810,59319,30373,114876,57589,35007,16586,60561,43589,29097,11848,44454,33867,23436,12136,52208,40888,31537,17074,57878,41575,12431,34098,17734,11835,
主营业务利润(万元),31386,19367,9348,34347,17528,11298,5385,17600,12330,8382,3438,11756,8716,6612,3505,14793,11545,9106,4989,19178,14155,4345,11225,5447,3554,
营业利润(万元),11554,6162,2589,12681,4532,3132,1202,3701,3151,2378,740,1925,2324,2109,1475,5728,4590,3716,2788,9591,7731,2578,5807,2734,1812,
投资收益(万元),85,85,85,425,106,--,--,--,--,0,--,--,0,--,0,-78,-78,--,0,-51,--,0,-8,1,--,
营业外收支净额(万元),911,396,11,122,-36,-40,25,2,-9,19,-11,124,80,3,-2,21,36,12,6,-158,-162,-41,-17,-76,-3,
利润总额(万元),12465,6557,2600,12802,4496,3091,1227,3703,3142,2397,729,2050,2404,2112,1474,5748,4626,3728,2794,9433,7569,2537,5790,2658,1809,
净利润(万元),10098,5375,2032,10328,3768,2630,1039,3212,2694,2073,619,1856,2070,1819,1264,5033,3962,3157,2366,8121,6443,2146,4992,2307,1706,
净利润(扣除非经常性损益后)(万元),--,5132,--,9924,--,2666,--,3210,--,2059,--,1750,--,1816,--,5018,--,3148,2361,8255,6580,2176,5010,2372,1708,
经营活动产生的现金流量净额(万元),-19915,-8156,-4337,4032,-2682,-2790,-114,6456,4790,5221,1258,-79,1067,3178,-3105,-10933,-6532,-4331,-6662,10021,8211,602,7525,5,-192,
现金及现金等价物净增加额(万元),5757,686,-9475,5483,-7632,-3910,612,-4900,-1865,-2607,974,-3241,-1358,476,-2588,21088,24433,32840,-3920,-743,-367,-325,1830,15,263,
总资产(万元),330586,293019,270526,288010,280053,106065,104392,97943,101517,95147,94086,92010,94676,91309,93125,89223,89103,89416,53156,46048,40067,0,28078,14076,10295,
流动资产(万元),241751,203425,184189,204221,178780,73125,71343,65403,69397,62944,62865,60298,63311,61512,65071,62552,64560,71531,35756,29361,25688,--,17248,7461,4701,
总负债(万元),196765,166905,146388,165826,183798,45891,45166,39776,43741,37945,37970,36472,38912,35789,34771,32312,33263,34381,32144,27401,22628,--,16698,7338,5860,
流动负债(万元),186639,162070,141464,161124,176929,41954,41424,36675,39824,34241,35675,34853,36938,33590,32587,30485,30136,31434,28895,24881,20101,--,14257,6588,5860,
股东权益不含少数股东权益(万元),131286,126563,124535,122502,96442,60304,59283,58244,57726,57105,55966,55374,55561,55310,58174,56911,55840,55035,21012,18647,16965,0,11380,6666,4359,
净资产收益率加权(%),7.96,4.16,1.65,12.96,6.02,4.44,1.77,5.65,4.76,3.67,1.11,3.31,3.63,3.15,2.2,13.32,12.5,15.61,--,54.09,44.14,0,56.28,41.85,64.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
