报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),0.2,0.2,0.07,0.54,0.36,0.26,0.09,0.62,0.42,-0.03,-0.02,0.03,0.02,0.02,-0.02,-0.06,-0.03,-0.02,0,0.06,0.01,0.01,0.02,0.02,0.03,0.02,0,-0.14,-0.08,-0.06,-0.02,0.05,0.03,0.02,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,1.81,1.8,1.79,1.76,1.78,1.81,1.82,1.84,1.83,1.78,1.78,1.79,1.77,1.78,1.77,1.75,1.75,1.82,1.84,1.88,1.9,1.99,1.98,1.97,1.96,1.95,2.72,2.64,2.53,2.31,2.33,2.33,2.37,2.47,2.48,2.46,2.45,2.48,2.31,2.27,2.25,2.34,2.34,2.3,2.29,2.28,1.67,1.58,2.66,2.53,2.51,2.5,2.15,1.94,2.32,2.31,2.3,2.26,2.28,2.24,2.49,2.23,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.01,0.07,-0.02,-0.1,-0.18,-0.13,-0.11,-0.08,-0.23,-0.19,-0.14,-0.11,0,-0.01,-0.03,-0.22,-0.29,-0.25,-0.19,-0.23,-0.24,-0.18,-0.14,-0.33,0,0,0,-0.15,0,0,0,0.08,0,0,0,-0.13,0,0,0,0.23,0,-0.17,--,-0.06,0.2,0.2,0.24,0.07,--,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),117612,79535,36981,203573,145528,98216,38443,208029,145003,15021,6149,30205,21419,15429,7806,34810,27281,19608,9854,34785,24690,17848,8691,29078,22122,14833,6411,29392,23482,16671,7437,23455,17193,11250,5313,18545,14054,9728,4392,13813,10421,7539,3036,15005,11912,9647,4938,14679,11901,8284,4334,12852,9797,6827,2898,13433,9437,15532,9364,16020,6642,11510,5706,11305,6159,11750,5882,11016,5224,9653,4643,12360,4868,7033,
主营业务利润(万元),41626,28827,11684,72868,50791,36221,15557,76187,51811,1993,814,4616,3078,2270,1110,5675,4284,3270,1549,6902,4601,3701,1980,6500,4457,2781,959,3095,2968,1910,834,2815,2276,1546,--,2769,1700,1114,434,1272,1247,966,372,2311,2339,1978,1043,3108,3132,2337,1182,2716,2612,1941,708,4010,3534,5481,3474,5119,1851,2992,1463,243,27,37,98,248,185,874,706,2648,-2591,1374,
营业利润(万元),25378,17323,6036,46672,32114,23164,8187,45317,30089,-687,-377,-490,-440,131,-323,-1533,-469,-272,64,960,15,25,265,69,498,310,-27,-5537,-1754,-1417,-460,1620,493,380,32,-1843,-339,-499,-575,-2483,-1119,-542,-393,-2353,-124,252,135,-471,356,576,328,-1409,664,668,131,556,1859,1884,1447,1664,194,66,118,267,0,25,0,341,0,996,743,2696,0,1402,
投资收益(万元),424,424,167,905,474,133,--,--,--,--,--,788,788,788,--,-304,-304,-304,--,3707,-408,-67,-59,-362,141,262,-35,25,-90,-42,-83,2641,958,696,4,-169,55,5,13,81,63,-25,-126,565,466,212,74,898,876,494,212,2311,432,279,125,1338,-44,833,555,73,7,2406,2397,1012,8,67,31,20,0,3,3,0,0,0,
营业外收支净额(万元),748,547,458,1062,451,295,91,809,742,2,5,1010,744,128,0,262,8,20,1,211,131,71,50,321,3,4,2,2504,--,--,--,474,--,--,--,7166,0,0,2765,4908,0,0,-2,183,42,0,0,-176,0,0,-81,-100,-153,-34,0,-98,-98,-23,0,-0,0,--,0,0,-7,0,-3,-6,4,0,0,0,--,0,
利润总额(万元),26126,17870,6494,47734,32565,23459,8277,46126,30831,-685,-371,520,304,259,-323,-1271,-462,-252,64,1170,147,96,315,390,501,314,-25,-3033,-1706,-1368,-465,2095,527,398,49,5153,4046,3852,2203,2564,-888,-571,-521,-1601,385,510,262,752,1104,953,459,1014,943,913,196,1796,1720,2920,1696,1736,166,2413,2487,1679,46,137,103,355,207,974,748,2485,945,1230,
净利润(万元),21166,14389,5327,39670,26746,19190,6719,38090,25012,-579,-321,570,441,339,-295,-1107,-476,-288,76,1147,157,121,331,369,530,329,-77,-2771,-1519,-1204,-455,987,472,380,40,3132,2734,2586,1482,2129,-888,-572,-515,-1577,400,414,201,750,1029,804,379,770,740,700,181,1537,1390,2560,1354,1660,118,2413,2487,1579,40,126,88,303,176,826,635,2112,803,1230,
