报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.74,0.63,0.08,1.33,0.75,0.61,0.03,1.21,1.08,0.82,
每股净资产(元),--,--,5.55,6.08,--,5.34,--,4.86,3.65,2.56,
每股经营活动产生的现金流量净额(元),--,--,--,1.07,--,0.83,--,0.49,0.43,0.29,
主营业务收入(万元),126760,74307,20875,159291,93279,73775,14260,141481,137970,107128,
主营业务利润(万元),94353,55030,12737,98164,57658,45291,8245,92721,79502,59060,
营业利润(万元),32888,26902,2775,51306,29008,25321,486,49414,44617,34489,
投资收益(万元),--,--,--,1400,1400,1400,--,77,38,--,
营业外收支净额(万元),1300,404,141,3696,3047,402,368,684,544,61,
利润总额(万元),34189,27306,2916,55002,32055,25722,854,50098,45161,34550,
净利润(万元),29448,23935,2760,47730,27051,22041,981,43690,38965,29606,
净利润(扣除非经常性损益后)(万元),28348,23594,--,43607,23475,20708,--,43115,38506,29543,
经营活动产生的现金流量净额(万元),-35547,-16354,-11489,38632,31665,29727,-5669,17468,15425,10471,
现金及现金等价物净增加额(万元),72844,127669,-21868,-9957,-13689,-12694,-10553,51288,6964,-6764,
总资产(万元),523775,525024,347656,360408,--,308446,--,325104,212748,143979,
流动资产(万元),358389,361008,184662,196671,--,161898,--,183520,100232,82655,
总负债(万元),154856,161445,147840,143147,--,116216,--,150405,80830,51670,
流动负债(万元),148193,154650,140763,135981,--,103441,--,135714,63084,30083,
股东权益不含少数股东权益(万元),371165,365615,201662,218850,--,193004,--,174964,131273,92309,
净资产收益率加权(%),9.41,8.6,1.25,24.01,14.35,11.85,0.56,28.53,34.85,38.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
