报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.04,0.03,0,0.16,0.04,0.02,0,-0.1,-0.38,-0.25,-0.12,0.04,-1.18,-0.31,-0.12,-1.25,-0.39,-0.09,-0.03,-0.39,-0.26,-0.11,0.02,0.07,0.04,-0.01,-0.01,-1.32,-0.39,-0.15,0.01,0.09,0.05,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,1.59,--,--,--,--,-1.43,--,-2.54,-1.67,-1.48,-1.36,-0.52,-0.23,-0.17,-0.14,-0.05,0.1,0.24,0.21,0.17,0.14,0.14,0.15,1.08,1.32,1.47,1.47,1.4,1.37,1.37,1.36,2.32,2.32,2.24,2.32,2.75,2.77,2.77,2.76,2.76,2.75,2.71,2.69,2.64,2.61,2.55,2.51,2.97,1.94,1.79,1.55,1.62,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.11,--,-0.02,-0.16,0.05,0.15,0.44,0.11,0.04,-0.94,-0.66,-0.44,-0.74,-0.06,-0.03,-0.07,-0.08,0,0.13,-0.06,-0.04,0.33,0.8,0.64,0.29,0.2,0,0,0,0.46,0,0,0,-0.29,0,0,0,-0.26,0,0,0,0.54,0,--,0.66,-0.14,0,
主营业务收入(万元),35382,23378,10545,82386,39690,27714,9854,124590,36608,21446,8607,43678,38589,25663,11373,144418,119351,84036,42973,147031,108798,70668,31868,122041,85653,45970,19570,112414,98586,75514,36029,150319,125680,83517,23401,91027,66197,38218,15290,61656,49179,30639,12139,53167,39081,24672,9173,63585,46141,29836,14514,59930,45152,30156,40901,42733,34288,
主营业务利润(万元),9478,6532,2912,20111,10392,6484,2416,19556,646,-302,-854,-2643,-4395,373,1019,-7763,-42,2571,613,-2222,-616,1761,250,12172,8473,4320,2505,-10844,336,2650,2492,8339,10395,5943,--,-3228,4133,1693,269,2040,5803,3985,1754,7007,5906,4032,1454,14064,10964,7406,3527,15083,10999,7110,8988,7116,8134,
营业利润(万元),-1549,-2101,-1436,6018,676,-316,-244,-6659,-9778,-6500,-2960,-35406,-29964,-7733,-2984,-31226,-11695,-4420,-2782,-18484,-12630,-6453,-3158,-1992,-1047,-1635,-312,-33763,-10096,-3977,104,-8599,565,-177,197,-16088,5,-111,-1872,-9189,284,198,17,2440,2287,1894,643,5996,4377,3085,1250,7154,5289,2880,4409,3753,3803,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-191,-191,-191,--,-745,-572,-342,0,-721,0,--,--,-215,10,3,0,0,--,--,0,-345,179,163,37,1,0,0,0,-44,1,1,1,4,1,0,0,0,0,--,0,0,0,
营业外收支净额(万元),3523,3168,1556,1639,1147,1336,302,3873,-29,7,7,36395,-216,-227,-8,-707,1776,2030,1999,8584,5882,3616,3779,3711,2128,1493,4,31,--,195,--,--,--,562,--,-31,0,0,0,8,0,0,0,-52,0,0,0,-174,0,0,0,0,-31,-9,0,0,0,
利润总额(万元),1975,1066,120,7657,1823,1021,58,-2786,-9807,-6493,-2953,989,-30180,-7961,-2992,-31932,-9919,-2390,-783,-9900,-6748,-2837,620,1719,1081,-142,-308,-33733,-9889,-3783,155,2227,1195,385,190,-16464,179,50,-1835,-9180,293,211,23,2344,2225,1832,613,5825,4240,2984,1211,7080,5258,2871,4408,3980,3803,
净利润(万元),1692,982,120,6302,1545,949,20,-4151,-9807,-6493,-2953,989,-30180,-7961,-2992,-31932,-9919,-2390,-783,-9900,-6748,-2837,620,1719,1081,-142,-308,-33733,-9889,-3783,155,2227,1195,385,190,-16464,13,50,-1835,-9180,192,138,15,1498,1320,1220,410,3796,2755,1984,811,4641,3399,1812,2959,2542,2535,
