报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-11-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.06,-0.02,0,0.01,0,0,-0,0.03,0.02,0.01,0.01,0.04,0.01,0.01,0,0.08,0.1,0.06,0.02,0.03,0.08,0.06,0.01,-0.25,-0.05,-0.12,-0.02,0.14,0.2,0.17,0.08,0.36,0.24,0.13,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.39,--,1.99,1.99,2.01,2.01,2.02,2.01,1.98,1.96,2.01,1.99,1.94,1.93,2.13,2.07,2.22,2.23,2.29,2.26,2.27,2.19,2.07,2.39,2.31,2.31,2.26,2.2,2.22,2.23,4.67,4.52,4.14,3.94,3.77,3.58,3.18,3.33,3.13,3.04,2.94,2.87,2.95,2.89,2.82,2.78,2.86,2.81,1.74,1.84,1.56,1,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.12,-0.18,--,--,--,0.03,--,0.36,-0.01,-0.09,0.45,0.67,0.45,0.02,0.35,0.38,0.51,0.2,0.44,0.15,0.59,-0.15,0.13,-0.18,0.05,-0.33,0.57,0.64,0.32,0.36,0.1,0,0,0,-0.02,0,0,0,2.61,0,0,0,2.46,0,0,0,1.09,0,0.41,--,-0.3,--,0.13,0.14,0,--,--,--,
主营业务收入(万元),1747918,1149661,656949,2979189,2166386,1467165,622399,3777042,2826481,1921630,902267,3693361,2758282,1870254,855487,4281492,3310271,2193720,817459,4054638,2938553,1889592,898952,3401623,2480711,1729555,849986,4412373,3149884,1976047,774628,2677296,1796434,916166,483076,1826546,1279202,824504,345386,1897097,1449908,1019320,415942,1624616,1147256,778277,369348,1071983,707704,414094,189969,640478,442080,284650,119762,558135,415352,290754,589847,537660,592254,589998,652687,
主营业务利润(万元),-56155,46013,56488,307393,157976,112584,42263,280093,185907,129662,53120,265489,176498,118516,47379,276504,229131,149086,50401,182139,181461,128693,48079,-44230,63741,-24701,-32830,369014,296395,246234,97150,308132,176641,85417,--,128210,100766,68016,18513,134181,126151,92594,32819,130755,92677,58707,27934,127695,82123,53533,20294,76641,49480,30924,12714,60851,46990,33108,62697,55726,55203,53950,61469,
营业利润(万元),-249289,-84036,7384,51929,12656,9412,2606,38232,28141,25496,11993,38012,16983,15497,5992,67349,86256,49573,13581,27563,71268,52558,7290,-221118,-49258,-98414,-11301,110743,171054,154871,68702,198814,117288,51570,21931,73231,54326,35015,9661,113795,111843,81658,29159,97812,74354,48399,17403,85334,49905,31164,12499,44852,29894,18564,8387,41545,35479,25626,45397,38879,37101,36433,39001,
投资收益(万元),3681,1979,946,4775,3907,2610,1010,4944,3233,1898,740,1112,-1702,-1354,221,2218,2037,1107,174,2721,1653,1543,512,624,502,326,-2,47,45,26,-11,45,24,28,-1,21,-6,-4,0,3,-4,-68,-39,333,296,246,-2,420,163,297,220,-129,-6,168,-91,-292,0,--,--,0,--,--,--,
营业外收支净额(万元),85878,22714,658,-9705,11,-590,-769,3933,-2413,-2097,-124,-4143,-5624,-5443,-4646,-2700,-603,158,54,-1576,-1550,-1612,-17,4675,6110,-1192,-27,-4755,0,-4245,--,-4630,0,-1418,--,-77,0,0,0,-1049,0,0,0,-504,0,0,0,-819,0,0,0,-715,9,9,0,-1156,0,-29,-1339,0,-16,-14,-129,
利润总额(万元),-163410,-61322,8041,42225,12667,8821,1837,42165,25728,23399,11869,33869,11360,10054,1346,64649,85653,49731,13635,25987,69718,50946,7272,-216443,-43148,-99606,-11328,105988,167195,150626,68615,194184,115640,50153,22001,73213,54240,34931,9661,112751,111773,81596,29119,97641,74161,48099,17401,84935,49906,31466,12719,44008,29897,18742,8298,40097,35208,25597,44059,38861,37085,36419,38873,
净利润(万元),-132485,-45454,989,20033,5624,3658,-1043,25069,16752,11506,9674,25614,8028,7011,1077,49629,63825,36698,10041,19410,50441,37448,5031,-163122,-32888,-74752,-11339,92034,125396,110518,51461,174645,104005,45373,19801,65380,48139,30761,8693,100642,100764,72499,26203,87809,66561,43154,11659,56555,32171,20399,8594,30543,21011,13536,5559,25666,23802,17342,28889,25510,25171,24162,25923,
