报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.31,0.2,0.07,0.46,0.37,0.22,0.08,0.38,0.41,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.3,--,--,--,0.45,0.1,0.48,
主营业务收入(万元),49929,30439,13873,66621,49296,30038,13685,63880,60647,47116,
主营业务利润(万元),17385,10208,4150,21282,16492,9956,4099,16512,16708,11334,
营业利润(万元),9104,5254,1829,11736,9224,5399,2034,9392,10272,4347,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),92,53,-13,459,427,348,79,237,70,49,
利润总额(万元),9195,5306,1817,12194,9651,5747,2113,9629,10342,4396,
净利润(万元),7136,4089,1416,9446,7483,4502,1593,7692,8400,3256,
净利润(扣除非经常性损益后)(万元),7028,4037,1432,8999,--,4162,1517,7459,8344,4609,
经营活动产生的现金流量净额(万元),7311,6559,4896,6130,4191,3540,2330,9156,2002,9917,
现金及现金等价物净增加额(万元),48181,52489,-2068,-687,-1492,-1047,-624,-4149,-422,13519,
总资产(万元),194359,191476,124687,127231,--,--,--,88858,64024,48651,
流动资产(万元),76078,77925,21847,28005,--,--,--,33535,34272,32856,
总负债(万元),87271,87434,64017,66407,--,--,--,36320,18132,10954,
流动负债(万元),77737,76098,53949,54732,--,--,--,33437,16917,9860,
股东权益不含少数股东权益(万元),107088,104042,60670,60824,--,--,--,52538,45892,37697,
净资产收益率加权(%),9.14,6.59,2.3,16.69,--,8.28,2.99,15.74,20.12,11.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
