报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.39,0.19,0.01,0.32,0.26,0.1,-0.01,0.3,0.28,0.37,
每股净资产(元),--,--,--,2.87,2.82,2.65,--,2.65,2.4,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,0.62,0.53,0.23,--,0.51,0.59,0.35,
主营业务收入(万元),29066,17254,6973,32884,24394,14218,5507,31546,30379,27982,
主营业务利润(万元),14044,7739,2531,12428,9593,4958,1423,11284,10591,11222,
营业利润(万元),9173,4323,408,6298,5159,2035,-95,5798,5371,7322,
投资收益(万元),69,43,20,-46,42,22,16,-39,-46,--,
营业外收支净额(万元),225,133,23,103,82,5,-11,112,74,139,
利润总额(万元),9398,4456,431,6400,5241,2040,-106,5909,5445,7461,
净利润(万元),7795,3646,317,5189,4263,1601,-160,4841,4475,6081,
净利润(扣除非经常性损益后)(万元),7606,3534,298,5099,4191,1596,--,4741,4220,5770,
经营活动产生的现金流量净额(万元),11866,5350,351,10017,8516,3749,234,8193,9496,5697,
现金及现金等价物净增加额(万元),27721,27314,28825,-8140,-652,-2445,-2134,7939,2596,-1458,
总资产(万元),94701,91713,91017,61232,66405,64088,--,64171,79376,57391,
流动资产(万元),38755,37837,40018,10936,18457,16408,--,17776,12334,9075,
总负债(万元),17239,18389,19346,14624,20724,21059,--,21131,40507,22187,
流动负债(万元),13317,13148,13399,8587,13215,10895,--,9649,17872,13140,
股东权益不含少数股东权益(万元),77473,73335,71683,46621,45694,43043,--,43056,38887,35221,
净资产收益率加权(%),16.74,8.13,0.92,11.64,9.63,3.7,--,11.81,12.12,18.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
