报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.2,0.12,0.06,0.13,0.09,0.06,0.06,0.27,0.25,0.17,0.06,0.48,0.46,0.32,0.2,0.84,0.63,0.47,0.2,0.81,0.41,0.13,0.54,0.39,0.17,
每股净资产(元),3.19,3.11,3.1,3.04,3,2.97,5.88,5.82,5.79,5.71,5.71,5.65,5.64,5.5,8.14,7.94,7.71,7.54,2.92,2.72,2.31,--,2.01,1.69,1.71,
每股经营活动产生的现金流量净额(元),0.15,0.01,-0.13,0.12,0,0.07,0.01,-0.09,0.27,0.23,-0.12,0.33,0.28,0.21,-0.34,-0.34,-0.54,-0.48,-0.82,0.52,0.33,-0.45,0.45,0.52,-0.53,
主营业务收入(万元),109487,73138,31490,130485,93349,55961,23431,100197,71979,48488,22843,104716,79876,51471,23374,98731,72615,48142,19727,78385,34061,11501,48089,40553,34533,
主营业务利润(万元),18970,12595,5935,17919,12653,7747,3331,17821,13195,8899,4088,21864,17140,10814,4847,19090,14293,9478,3922,15451,7378,2463,10009,6044,3843,
营业利润(万元),9830,6046,3002,6632,4722,2869,1219,6276,5200,3272,1189,11211,10571,7231,2753,11181,8267,5677,2267,9357,4622,1415,6297,2484,1213,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,
营业外收支净额(万元),559,252,118,519,425,407,334,626,732,682,310,325,489,463,407,548,246,186,69,228,173,111,-13,69,7,
利润总额(万元),10388,6297,3120,7150,5147,3276,1553,6902,5932,3954,1500,11536,11061,7694,3160,11729,8513,5863,2336,9585,4795,1526,6284,2552,1220,
净利润(万元),8154,4977,2422,5325,3800,2301,1297,5546,4998,3372,1299,9766,9359,6509,2669,10145,7237,4987,2028,8123,4053,1265,5426,2259,990,
净利润(扣除非经常性损益后)(万元),--,4777,--,4922,--,1990,--,5004,--,2828,--,9498,--,6121,--,9686,--,4828,1967,7924,3905,1170,5390,1764,1047,
经营活动产生的现金流量净额(万元),6227,391,-5308,4794,31,2821,263,-1731,5512,4644,-2486,6756,5619,4319,-4610,-4639,-7260,-6534,-8274,5204,3307,-4454,4506,4485,-2367,
现金及现金等价物净增加额(万元),9168,-3538,-5973,-209,543,6683,-3664,-13346,-1816,1263,-6050,-27334,-24333,-12794,-10138,52192,52011,53925,1202,-1182,2385,-2936,2179,2148,-164,
总资产(万元),154232,152553,145155,138986,141820,144787,139872,137734,131472,128349,123335,119875,121529,123729,125992,124798,118080,113842,57475,44608,41515,--,34298,26225,18765,
流动资产(万元),95003,92662,83742,77166,81795,85630,79820,79203,82812,84341,83723,83198,91283,94371,99284,100304,95250,91243,35589,23236,23030,--,18913,18430,12865,
总负债(万元),24503,26016,19170,15436,19790,24251,20327,19478,13747,12240,7264,5094,7137,8988,12822,14300,13883,12015,28248,17410,18387,--,14223,11576,11089,
流动负债(万元),23978,25458,18547,14750,19070,23483,19510,18354,12591,11066,6151,3963,6365,8198,12014,13066,12741,10855,27070,15713,16653,--,11562,10751,10831,
股东权益不含少数股东权益(万元),129317,126140,125610,123188,121663,120164,119160,117863,117315,115689,115640,114342,114276,111426,109848,107178,104076,101827,29226,27198,23128,--,20075,14649,7676,
净资产收益率加权(%),6.45,3.97,1.95,4.42,3.17,1.93,1.09,4.78,4.3,2.91,1.13,8.81,8.45,5.91,2.46,13.9,11.7,12.03,--,34.73,18.76,--,31.25,25.66,15.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
