报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.05,-0.03,-0.02,-0.13,-0.03,-0.02,-0.03,0.1,0.17,0,-0.04,0.04,0.05,0.03,0,0.03,0,-0,-0,0.06,-0.03,0,-0.05,0.14,0.3,0.17,-0.05,-0.33,-0.17,-0.1,-0.05,0.06,-0.11,-0.11,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.26,1.24,1.21,1.21,1.19,1.18,-0.23,-0.23,-0.34,-0.31,-0.37,-0.32,-0.16,-0.29,-0.51,-0.46,-0.3,-0.23,-0.18,-0.13,-0.29,-0.29,-0.23,-0.06,0.35,0.51,0.58,0.61,0.49,0.59,0.63,0.53,1.35,1.48,1.54,1.62,1.53,1.56,1.54,1.39,1.29,1.24,1.05,1.02,0.39,0.49,0.54,1.82,2.02,2.5,2.47,2.25,2.22,4.11,3.9,3.57,3.49,3.72,3.64,3.55,4.53,3.18,2.12,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.46,-0.31,-0.32,-0.07,-0.32,-0.31,-0.01,0.15,0.18,0.18,-0.01,-0.1,-0.11,-0.06,-0.02,0.21,-0.06,0,0.05,0.47,0.2,0.06,0.02,0.13,0,--,0,0.94,--,0,--,0.2,0,0,0,-0.07,0,0,0,0.17,0,0.21,0,0.22,--,0.01,-0.15,0.18,0.2,0.49,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),8942,5842,2776,19810,10875,5807,2897,21435,10441,6620,2903,31266,21512,10682,4310,16534,11733,7367,3307,14329,10226,6457,2960,13331,9976,6358,3370,15899,12194,7842,4336,18531,12471,6770,3334,19374,11047,7171,2890,35059,6466,4230,2057,13568,9051,6888,2048,33449,17310,14875,5311,22732,15056,12233,5531,33972,1638,1098,5215,3291,15636,12426,31037,13823,17376,8364,12005,3092,5748,3277,10684,5590,17296,8762,13972,7658,--,
主营业务利润(万元),6530,4381,2085,9495,7131,4276,2094,13249,7305,4543,1873,13066,9766,6220,2780,12051,8567,5494,2361,10415,7374,4672,2059,9680,7330,4771,2524,11663,8842,5551,-1410,12489,8999,4939,--,10411,8333,5420,2170,12974,5175,3475,1715,7723,5496,3976,1712,15415,9274,7283,3697,13435,7795,5721,2220,9780,570,355,356,903,4958,5009,11011,4720,843,951,50,-1441,-2783,174,-741,1766,2297,0,2107,583,--,
营业利润(万元),660,-775,-533,-2874,-1072,-862,-1195,1578,-1431,-693,-1130,1149,1341,624,49,962,3,3,-296,-1023,186,796,-941,-6371,-3021,-2477,-1070,-6259,-2952,-1684,-1104,-95,-3270,-2342,-1124,-6633,-2454,-2041,-293,1412,-3049,-1771,-957,-7927,-2918,-1347,-922,5299,1979,2040,993,3134,3296,2391,681,2444,-2114,-1012,-10714,-3059,-2940,394,2172,263,2294,0,345,0,-2058,0,1079,1536,3417,0,2107,986,--,
投资收益(万元),2079,410,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,--,-242,114,114,114,4878,68,68,0,-221,-109,87,-196,-1267,-595,-393,-196,-707,-660,-464,-147,-783,-517,-393,0,-36,-15,-15,0,1336,89,-5,-7088,-9,2918,61,2257,91,1706,334,1577,1864,2438,1110,1631,786,530,0,356,0,--,
营业外收支净额(万元),-1982,-82,-28,-288,372,365,401,660,5276,623,10,-44,-9,49,18,97,165,-10,315,3432,41,17,7,8589,8250,5355,11,-216,-230,--,--,--,--,--,--,-3695,0,--,0,486,2535,0,2574,-7901,0,0,0,-1674,-512,-131,0,-1050,-460,-384,0,-1667,0,6,-44,0,-30,0,--,0,0,5,0,119,0,63,0,0,-132,--,--,--,--,
利润总额(万元),-1322,-857,-561,-3162,-700,-497,-794,2238,3845,-70,-1120,1105,1332,673,68,1059,169,-7,19,2409,227,813,-934,2217,5229,2878,-1060,-6475,-3182,-1932,-1092,1109,-2361,-2346,-1122,-10550,-2648,-1955,-493,631,-1109,409,1421,-16534,-3986,-2080,-1175,2842,950,1516,843,2049,2821,1992,512,2114,-2080,-1011,-17845,-3039,149,626,4626,356,3642,1864,3258,648,837,1154,3069,2426,3816,1839,2428,1001,--,
净利润(万元),-1169,-744,-487,-3019,-671,-392,-615,2327,3924,95,-912,873,1084,639,49,570,16,-76,-5,1186,-533,86,-964,2613,5531,3176,-987,-6123,-3207,-1881,-954,1155,-1987,-2012,-971,-9152,-2458,-1535,-503,830,-949,492,1435,-14159,-3943,-2077,-1141,1497,498,1021,627,2195,2419,1674,460,1534,-1801,-818,-17215,-2889,158,380,3571,305,3235,1536,3027,632,563,986,2673,2062,3147,1495,1844,761,--,
