报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.33,0.96,0.56,2.01,0.38,1.02,0.54,1.53,1.03,0.68,
每股净资产(元),2.54,10.39,--,3.57,--,--,--,3.16,3.23,2.2,
每股经营活动产生的现金流量净额(元),0.24,0.5,--,2.09,--,0.83,--,2.41,1.51,0.88,
主营业务收入(万元),12827,8467,4273,17806,13335,9075,4448,14425,9050,7024,
主营业务利润(万元),9016,6140,3129,12390,9163,6124,3036,9538,5833,4001,
营业利润(万元),4813,3279,1838,6608,5052,3292,1709,4907,3238,2298,
投资收益(万元),56,1,--,--,--,--,--,--,--,79,
营业外收支净额(万元),45,0,0,167,158,158,157,334,299,16,
利润总额(万元),4858,3279,1838,6775,5210,3449,1866,5240,3537,2314,
净利润(万元),4501,3052,1677,6018,4594,3057,1634,4586,3091,2027,
净利润(扣除非经常性损益后)(万元),--,3051,1677,5872,--,2919,1497,4296,2829,1944,
经营活动产生的现金流量净额(万元),3784,1982,1127,6275,4290,2501,1708,7228,4536,2635,
现金及现金等价物净增加额(万元),4735,28020,845,357,-506,336,-53,2084,3310,2499,
总资产(万元),46737,47364,16657,15478,--,--,--,14161,12479,8067,
流动资产(万元),38930,40974,13250,12002,--,--,--,11576,9863,7345,
总负债(万元),5349,4856,4790,4905,--,--,--,4674,2778,1457,
流动负债(万元),5156,4663,4597,4712,--,--,--,4481,2442,1407,
股东权益不含少数股东权益(万元),40598,41549,10737,10705,--,--,--,9487,9701,6610,
净资产收益率加权(%),15.06,19.39,--,60.05,--,30.68,--,47.8,37.9,36.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
