报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.08,-0,-0.09,0.14,0.09,0.05,-0.05,0.26,0.18,0.04,-0.05,0.23,0.1,0.05,-0.06,0.24,0.13,0.07,-0.04,0.27,0.16,0.08,-0.01,0.25,0.14,0.09,0.04,0.12,0.14,0.11,0.01,0.29,0.08,0.03,-0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.81,0,2.74,2.73,2.63,2.69,2.57,2.51,2.46,2.5,2.39,2.31,2.22,2.23,2.13,2.08,2.66,2.62,2.7,2.65,4.7,4.69,4.47,3.88,3.77,3.76,3.72,3.65,3.55,3.62,3.58,3.51,3.53,3.56,3.4,3.35,3.39,3.42,0,0,1.86,1.73,1.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.15,0,-0.37,-0.31,-0.39,-1.59,-1.36,-0.94,-0.53,-0.26,-0.22,-0.27,-0.21,-0.12,-0.18,-0.24,-0.04,-0.26,-0.31,-0.49,-0.6,-0.19,-0.03,0.37,0.07,0.93,0,--,0,0.05,0,0,0,-0.16,0,0,0,0.07,0,0,-0.84,0,-0.13,
主营业务收入(万元),185006,110569,21715,566500,293358,151108,4379,444096,179815,78421,8005,258749,135509,63777,5180,217656,132535,63778,6179,201807,115069,58789,8453,161090,92453,55535,8724,97528,58835,32949,5130,104331,49764,28792,8118,57157,32688,18320,3625,47326,25247,12060,3160,39930,21532,9353,1375,41842,32367,1808,37353,18101,9737,
主营业务利润(万元),10101,9303,-2466,53344,27417,17995,403,34481,27538,11712,1298,27819,18576,9539,278,35968,20336,10708,1590,31876,19869,10549,1837,30638,17221,11167,3931,16681,10159,6023,1189,20342,9310,5619,--,11100,7262,3730,536,9669,5479,3036,849,7129,3890,2281,351,6306,4828,615,7084,4232,2357,
营业利润(万元),-6702,-751,-5946,19736,13913,9391,-3449,-139,13776,3175,-3937,4608,7879,3475,-4025,17993,9162,4586,-2850,17255,12822,6332,-708,18572,10177,6305,1612,5267,3524,1819,-831,5695,1218,441,-1730,2308,1632,409,-1366,2582,1491,411,-660,2380,1495,552,-595,3277,2712,-147,3428,2657,3391,
投资收益(万元),52,52,--,1296,1672,502,0,308,31,31,1,1784,1503,1502,0,2970,2694,2557,26,238,237,148,130,189,176,176,4,2893,--,0,--,-370,49,19,22,-1,4,4,1,87,-3,-2,0,69,-2,-1,1,215,310,-0,252,995,-40,
营业外收支净额(万元),819,529,-24,155,97,133,74,20269,361,163,29,13799,203,123,-26,329,290,295,-30,609,90,58,53,-612,35,71,22,1200,--,--,--,--,--,--,--,237,0,--,0,-84,0,0,0,294,0,0,0,-51,0,0,0,0,0,
利润总额(万元),-5883,-222,-5970,19891,14010,9523,-3374,20131,14137,3338,-3908,18407,8082,3598,-4051,18322,9452,4882,-2880,17864,12911,6390,-655,17959,10212,6376,1634,6467,4850,3170,534,6077,1765,497,-1698,2876,1716,498,-1376,2631,1602,510,-661,2743,1508,578,-579,3442,3005,-153,3714,3645,3394,
净利润(万元),-5730,-169,-5749,9661,5794,3583,-3279,17703,11828,2551,-3616,15572,6702,3042,-3782,16050,8518,4428,-2682,18029,11111,5481,-515,15535,8737,5458,1487,4326,3926,2507,112,5156,1592,539,-1305,2617,1585,498,-1245,2456,1578,512,-539,2327,1281,491,-472,2753,2439,-113,3034,3577,2324,
净利润(扣除非经常性损益后)(万元),-6476,-665,-5759,7954,4282,3050,-3339,439,11484,2371,--,2681,--,1760,--,13697,--,2024,--,17586,--,5406,--,15435,--,5404,0,2362,0,1155,0,4519,0,483,--,2334,0,423,0,2552,0,398,0,2068,0,465,0,2804,2456,0,2999,2537,2282,
经营活动产生的现金流量净额(万元),-52155,-31267,-37900,24079,111277,68164,40732,2289,6255,54864,10469,-12089,-24842,-20657,-26518,-107195,-92201,-63651,-35574,-17646,-15049,-17924,-14195,-7872,-12354,-16053,-1543,-9528,-11483,-18047,-12149,-3879,-561,5946,1066,14960,6463,726,-2196,861,-2132,-2855,-547,-2562,-8835,-5799,-6053,1066,3228,0,-8433,0,0,
