报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.13,0.13,0.15,0.53,0.42,0.23,0.1,0.36,0.27,0.18,0.15,0.48,0.4,0.27,0.11,0.6,0.46,0.34,0.22,1.01,0.74,0.54,0.78,0.57,0.69,0.46,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,10.59,10.46,10.55,10.44,10.29,10.16,13.18,4.41,4.14,3.94,3.4,0,3.94,2.91,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.41,-0.56,-0.18,-0.37,-0.49,-0.38,-0.41,0.16,0.2,0.12,-0.29,0.43,1.75,0.37,
主营业务收入(万元),168638,119853,58005,224207,164651,108890,52101,204962,146102,96124,44605,173311,128069,83116,37668,129931,95883,64617,30366,113635,84710,59180,81101,54282,77431,78036,
主营业务利润(万元),36328,25713,12627,45536,34978,22262,10256,35366,24724,15696,7196,27432,20326,13464,5656,24471,18467,13532,6614,26226,18427,12477,18144,12181,14290,12417,
营业利润(万元),15426,15741,7173,24718,18024,10195,4636,16225,12275,7985,3421,11011,8609,5763,2436,13324,9727,6880,2566,14515,10818,7832,11536,8419,8929,7500,
投资收益(万元),1729,4294,1041,5062,4307,1550,777,2535,1801,972,169,--,--,0,--,11,--,--,--,--,0,0,0,0,0,0,
营业外收支净额(万元),425,238,153,430,1503,530,73,293,423,283,60,839,968,673,201,1534,1496,1464,1325,302,121,220,30,76,1023,102,
利润总额(万元),15851,15978,7326,25148,19527,10726,4709,16518,12698,8268,3481,11850,9577,6436,2637,14858,11223,8344,3891,14817,10939,8053,11566,8495,9952,7602,
净利润(万元),13457,13923,6320,22184,17378,9392,4118,14772,11264,7282,3054,9981,8221,5540,2257,12358,9271,6793,3170,12118,8869,6427,9323,6835,8230,4938,
净利润(扣除非经常性损益后)(万元),16628,11631,5279,16851,12268,7611,3465,11906,9098,6027,2772,8893,--,4809,--,10600,--,5574,--,11709,8660,6170,9309,6724,7212,4165,
经营活动产生的现金流量净额(万元),16213,4131,435,8828,4128,3770,-277,4847,8168,6138,6381,-5215,-8492,-11694,-3745,-7769,-10272,-7885,-6555,1883,2393,1389,-3466,5112,14003,2966,
现金及现金等价物净增加额(万元),4368,3000,34133,1925,969,1464,17406,-72215,-72147,-59131,-64492,-22772,-25773,-27320,-13098,107078,109878,119127,125934,2807,4787,5060,-2476,4071,4534,592,
总资产(万元),296894,298442,281865,273633,265790,260090,261435,248260,238881,233232,233128,229767,226720,223873,224337,232524,220712,222499,223408,82939,78261,77737,63943,0,47011,46469,
流动资产(万元),186284,199393,187338,183360,178956,175568,189374,174863,170154,173433,173223,169798,168061,165170,166107,175452,180001,184351,185533,46081,50855,53846,41853,--,29395,28666,
总负债(万元),36888,37950,28939,27091,24088,26445,24657,15498,9402,7587,7467,7390,6105,5887,4432,15345,6619,7720,9232,26808,25601,27597,20638,--,13424,21298,
流动负债(万元),32469,33370,24306,24809,22852,24715,24395,15216,9100,7259,7112,7009,5124,4723,3075,13814,5084,6149,7475,17616,18463,22298,18476,--,12904,21298,
股东权益不含少数股东权益(万元),260006,260491,252926,246542,241702,233673,236744,232664,229296,225401,225383,222063,220200,217519,219436,217179,214093,211281,210868,52966,49718,47275,40848,0,31525,23295,
净资产收益率加权(%),5.31,5.49,2.53,9.29,7.31,3.96,1.75,6.51,4.99,3.24,1.37,4.55,3.75,2.53,1.03,6.21,4.78,3.67,2.01,25.83,0,14.59,25.76,0,30.03,30.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
