报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.08,-0.14,-0.06,-0.39,-0.11,-0.06,-0.03,--,-0.19,-0.17,-0.11,-0.79,-0.44,-0.29,-0.18,0.02,0.01,0.06,0.03,0.07,0.06,0.03,-0.03,-2.42,-1.18,-0.34,-0.1,0.14,0.05,0.05,0.04,0.05,-0.34,-0.16,-0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,-0.03,0,0.44,0.58,0.76,0.94,0.93,0.98,0.95,0.92,0.9,0.87,0.81,0.84,2.15,2.93,3.18,3.28,3.2,3.19,3.17,3.13,2.7,2.89,2.98,3.04,4.38,4.58,4.78,4.96,5.4,5.53,5.79,5.67,5.56,5.41,5.58,5.44,5.24,5.11,5.01,4.91,4.99,4.95,4.92,4.89,5.22,4.84,4.65,4.14,4.01,1.61,1.17,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.03,0,-0.38,-0.43,-0.26,-0.14,-0.19,0.02,0.08,0.27,-0.06,0.06,-0.05,-0.83,-0.71,-0.27,-0.09,0.3,-0.01,0.03,-0.17,0.07,-0.63,-3.72,-0.19,0.82,0,--,0,-0.29,0,0,0,0.63,0,0,0,0.96,0,0,0,0.87,0,0.38,--,1.42,1.13,1.07,0.81,0.03,0.12,--,--,--,
主营业务收入(万元),128798,85787,46620,191273,140232,93987,48253,175579,124248,77313,34367,136358,98574,65779,32523,115645,92490,63239,32141,126065,93137,62690,28517,67697,47438,28796,14008,187684,150768,102644,50631,172714,121488,84361,46854,195986,131156,70754,35857,230116,190700,145530,82441,290356,212050,123768,59311,213987,154424,102322,50022,177661,123940,83603,38236,138960,88946,210659,100019,96568,37014,73085,62231,79954,
主营业务利润(万元),8835,5046,2682,20061,15232,10518,4850,15347,8320,3056,-257,-681,1560,725,-998,18150,15827,11927,6283,29801,19758,12218,3863,-9178,-6751,-2549,-596,31406,24693,18049,8762,20166,8586,8790,--,15201,11616,7544,4212,35988,36450,34947,21997,84744,62052,38452,18683,69995,49739,32654,15411,43752,27866,17370,7204,40109,36277,91539,42479,39355,14895,26429,21123,32059,
营业利润(万元),6421,-9121,-4003,-25681,-6067,-3190,-1749,-15084,-14558,-12416,-8078,-31777,-18292,-12155,-7587,-11254,-8245,2845,1807,4800,2082,950,-1626,-108661,-53501,-16616,-5711,5639,708,860,799,-23571,-18065,-8605,-3150,-53213,-25814,-16900,-7789,-18176,6369,13798,9554,43252,32807,20084,10077,39903,25664,16129,7411,17325,7786,4987,1348,19962,24891,64573,33051,27805,9953,13940,9869,16094,
投资收益(万元),18823,334,3,--,--,--,--,224,240,252,252,-38,-17,-17,--,-27,-19,--,--,-8,--,--,0,1290,-1424,-563,-399,-97,-72,-62,-176,87,-101,-90,83,-325,488,460,295,-503,-335,-267,-121,-148,-58,-61,598,962,-232,-291,-42,362,233,301,312,-57,85,535,316,0,0,0,0,0,
营业外收支净额(万元),211,151,43,767,-184,147,53,18080,4893,4833,3652,-1141,78,33,5,14167,9897,440,-158,-613,718,555,308,1195,1602,1497,1441,731,--,--,--,--,--,--,--,-31130,0,--,1,115,0,0,0,-47,0,0,0,-1950,-335,-357,-2,-83,9,9,0,-253,0,-195,0,-65,0,0,0,0,
利润总额(万元),6632,-8971,-3960,-24914,-6251,-3044,-1696,2996,-9664,-7583,-4426,-32918,-18214,-12122,-7582,2914,1652,3285,1649,4186,2800,1505,-1318,-107466,-51900,-15119,-4270,6370,2087,1962,1544,1317,-15504,-7269,-3190,-84408,-25256,-16408,-7493,-18276,6167,13637,9518,43257,32905,20139,10676,39316,25255,15640,7402,17788,8028,5298,1660,19736,24940,64913,33337,31550,9888,16113,12051,18110,
净利润(万元),5818,-9549,-4328,-26995,-7524,-3881,-2063,995,-10578,-8254,-4738,-34586,-19187,-12948,-8028,969,571,2576,1271,3261,2608,1361,-1391,-106652,-51928,-15149,-4313,6302,2315,2137,1728,2123,-14991,-6863,-2907,-84176,-25400,-16518,-7545,-18245,1417,7086,5383,23347,18690,12071,6301,23036,14357,8848,4073,9711,4568,2751,1103,14697,20219,52807,22327,22081,7061,13017,10243,15394,
净利润(扣除非经常性损益后)(万元),-12898,-9706,-4382,-27956,-7254,-3991,-2108,--,-15471,-13086,--,-33445,--,-12981,--,-22345,--,1410,--,3121,--,823,0,-108114,--,-16646,0,1027,0,1111,--,-26076,0,-8208,--,-81517,0,-17010,0,-18550,0,7194,0,23069,0,11749,0,23328,0,9087,0,9768,4562,2745,--,9426,14421,38280,22144,21396,--,--,--,--,
经营活动产生的现金流量净额(万元),-7410,-12469,-11729,12699,8698,16052,8716,-1328,-11451,-3808,-1169,-20276,-16601,-19041,-11465,-6062,-8529,1023,3577,11977,-2555,2649,-2366,-36544,-31404,-11935,-4145,13214,-359,1460,-7298,2913,-27664,-16350,-8406,35860,38398,35770,-13795,-12797,-9545,-8701,-1431,27805,37979,29096,-4190,42106,48918,35680,15987,38434,0,16931,--,62410,49570,47136,35846,1175,5277,--,--,--,
