报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.37,0.25,0.08,0.1,0.1,0.09,0.07,0.11,0.15,0.12,0.07,0.13,0.14,0.11,0.07,0.12,0.13,0.11,0.1,0.22,0.2,0.15,0.1,0.21,0.2,0.14,0.09,0.19,0.17,0.12,0.1,0.24,0.21,0.15,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.56,--,1.5,1.48,1.44,1.37,1.6,1.58,2.4,2.25,2.24,2.19,2.14,2.04,2.01,1.95,1.9,1.81,1.81,1.77,2.27,2.17,2.18,2.11,2.05,2.01,2.07,2.05,2.07,1.96,2.01,2,1.97,1.91,1.89,1.91,1.86,1.82,1.78,1.76,1.71,1.67,1.71,1.68,1.65,1.6,1.52,1.67,1.6,1.54,1.81,1.72,1.66,2.25,2.01,1.76,1.86,1.77,1.75,1.86,1.76,1.6,1.15,1,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.17,--,0.51,0.38,0.11,0.14,0.31,0.17,0.11,1.42,0.1,0.28,0.15,0.31,0.66,0.26,0.1,0.56,0.43,0.25,0.12,0.73,0.47,0.28,0.15,0.72,0,0,0,0.82,0,--,0,-0.45,0,0,0,0.15,0,0,0,0.06,0,-0.08,--,0.13,0.04,0.18,0.11,0.39,--,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),88014,56509,31834,140172,94686,58568,24357,132695,92628,59513,28853,120510,82518,55921,24725,97694,69264,46552,20478,85322,58580,39842,18699,71380,49675,31096,16170,61576,44336,29510,13605,50873,36385,24157,9996,45222,31608,21585,9618,45028,32742,22063,9961,40845,28529,18632,8768,33830,26840,16965,8741,33055,26704,17107,9252,30502,14988,29366,14100,28571,13789,27938,13219,23555,12065,21243,10364,17138,8081,15539,6861,19873,7015,12535,11213,8510,
主营业务利润(万元),35234,21108,12424,52009,35087,23192,10190,47415,32638,19755,10117,40171,25734,18182,8335,30160,20914,14002,6483,27326,18527,12500,6185,23456,16407,10230,5225,20445,14491,9984,4605,17446,12419,8172,--,13983,9334,6628,2764,13584,9815,6759,3134,11937,7984,5580,2739,10768,8047,5165,2876,10947,9590,6151,3207,10020,5152,8767,4320,9314,4815,9468,4453,1234,694,1263,839,1611,769,2031,1129,2626,961,1380,1233,875,
营业利润(万元),24043,13072,2490,4025,3489,3053,2393,3995,4741,3792,2249,4515,4290,3626,1859,4553,4302,3623,2156,5097,4457,3427,2237,5030,4305,2832,1800,4493,3800,2769,1660,3780,3184,2336,1487,661,973,654,1031,1211,1621,1485,939,1396,1256,1506,836,2334,2036,1572,776,2423,1802,1210,592,1829,688,1638,594,1354,968,1858,1202,1291,0,1136,0,1552,0,0,1138,2662,954,1384,1239,866,
投资收益(万元),132,11,-360,-95,-1036,-72,-190,-147,-859,-658,-285,-679,-700,-653,-359,-505,-328,-455,22,131,78,57,-41,-9,-23,-57,-86,-90,-73,-23,-26,889,443,33,-21,567,686,773,-59,384,-88,-59,-29,153,-166,-101,-46,-66,-71,-10,0,33,201,219,217,529,214,702,280,771,567,1125,498,387,186,98,105,36,-2,352,336,40,0,0,0,4,
营业外收支净额(万元),587,509,-2,371,143,48,75,257,209,21,28,95,90,55,276,202,52,-5,1,105,-27,-69,-68,100,118,210,20,-54,--,-134,--,--,--,--,--,-37,0,0,4,8,0,14,0,10,0,0,0,-10,-9,-29,-0,-66,27,24,0,-71,-10,-78,0,-3,0,0,0,0,-2,0,-15,0,-1,-0,0,0,0,--,--,--,
利润总额(万元),24630,13581,2488,4396,3632,3101,2468,4252,4950,3813,2276,4610,4380,3681,2135,4754,4354,3618,2157,5202,4430,3358,2169,5130,4423,3043,1819,4438,3658,2635,1654,4208,3416,2338,1476,1255,1655,1430,976,1629,1576,1467,960,1559,1144,1397,781,2259,1955,1533,776,2390,2030,1453,809,2287,891,2262,818,2122,1534,3000,1701,3788,866,648,868,1580,772,2323,1410,2535,934,1378,1241,866,
净利润(万元),20595,11119,2228,2886,2781,2612,2031,3275,4230,3370,2024,3636,3929,3295,1989,3575,3879,3239,1984,4176,3836,2863,1939,4070,3794,2626,1699,3719,3223,2247,1533,3582,3190,2228,1372,1029,1556,1307,902,1515,1482,1325,902,1435,1020,1321,680,2055,1695,1296,666,1936,1680,1203,657,1945,778,2025,754,1762,1364,2508,1449,3226,750,549,732,1344,657,1957,1199,2123,794,1171,1055,736,
净利润(扣除非经常性损益后)(万元),20027,10641,2229,2145,2648,2560,1985,2053,4092,3353,--,3556,--,3248,--,3226,--,3246,--,4072,--,2933,--,3985,0,2447,0,3759,--,2379,--,2390,0,2227,--,203,0,528,0,-319,0,1286,0,317,0,1328,0,1862,0,1255,0,1794,1469,1179,--,1508,588,2092,806,1755,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
经营活动产生的现金流量净额(万元),-13555,5690,12896,13778,16038,13801,5541,-4122,12536,7067,4971,6813,14674,11116,3232,4035,8897,5043,2129,27502,1899,5409,2903,6047,12763,5000,2016,10829,8408,4867,1757,10860,6978,4211,2207,10758,2973,4046,1927,12185,9434,4246,3687,-6675,2490,255,-2872,2173,1069,173,-2334,940,0,-1220,--,1885,519,2641,1616,5750,--,1578,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4270,107886,-3108,3421,-2782,-2237,143,-8645,-642,12234,-3359,2829,-4488,-1505,-1532,1052,-5068,-3642,186,-14386,-14240,-14535,-112,2832,17954,7292,-1216,12834,14020,6558,3502,630,1926,3454,1437,932,-4915,-337,-1776,-251,6998,2068,2610,362,958,-2327,-4996,-3711,-6541,-4549,-583,2210,0,2988,--,1442,-880,991,-659,4084,--,-2061,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),330835,359497,206303,204958,220476,230175,213335,198169,198951,183845,159123,151246,151278,161171,161159,157195,135779,135290,136443,131583,132336,129798,124419,121791,131437,115476,107695,103235,108524,100888,90108,88005,81777,85188,84991,83726,81930,83532,85389,82318,91857,80988,84542,73351,69054,63487,52045,47345,47227,48824,47387,45034,40290,40172,36206,35719,38986,40835,41687,35788,41281,40702,37761,33180,29977,27151,27391,27081,24721,25979,24032,24203,18255,17703,--,--,
流动资产(万元),191578,221302,122122,123584,141265,151256,134651,119292,122195,117752,93891,87845,101492,111120,110667,106014,86698,86210,86729,71034,79498,80739,75909,74903,89690,73132,63939,58950,66032,57688,45829,40659,35492,38303,38148,35513,35724,37069,38394,34504,43735,38244,42263,37442,39799,34515,24903,25088,23009,25428,--,--,0,--,24911,--,0,0,0,0,30707,30188,27165,23762,20663,18148,18287,18141,15429,17377,15981,15753,10515,10375,--,--,
总负债(万元),128314,166867,164275,165201,175136,185072,168438,155374,155478,137611,113915,108051,107776,118300,119565,117558,89379,89500,89950,86605,87690,86103,81579,80831,91063,76199,69423,66751,72012,65122,54790,54185,47746,52113,52909,52215,49543,51418,52877,52525,61277,50517,54470,44155,40593,34764,24272,20233,20551,22533,21826,20115,14680,15049,11569,11746,16234,15859,17832,12694,14118,13413,13070,10816,10088,12440,13256,13678,11441,11863,10664,12010,10738,11113,--,--,
流动负债(万元),81994,116217,143558,144200,156595,158038,139204,126140,118961,101924,94406,88135,78761,88892,103715,98300,62889,63000,68450,71605,68390,66303,61646,59598,69979,59107,63848,56193,52131,50692,44616,44007,42680,47046,52842,52148,39476,41351,42810,42459,51211,40451,44403,34089,35526,29698,19206,15166,15551,17533,--,--,0,--,11569,--,0,0,0,0,14564,14000,13523,11269,9999,12378,13152,13587,10780,11203,8714,9662,8115,7842,--,--,
股东权益不含少数股东权益(万元),201993,192395,41935,39707,45270,45101,44927,42895,43589,46412,45375,43351,43644,43009,41704,39715,46430,45790,46470,43618,43248,42275,41331,39446,38897,37771,36754,34951,34957,34197,33728,32221,32398,31437,30439,29879,30731,30445,30827,29167,29917,29774,29365,28476,28099,28350,27722,27055,26534,26151,25422,24782,25477,25000,24517,23860,22643,24852,23733,22979,26949,25584,24691,22364,19889,14712,14135,13403,13280,14115,13368,12147,7517,6590,--,--,
净资产收益率加权(%),15.79,11.93,5.46,7.52,6.31,5.94,4.63,7.57,10.16,7.51,4.56,8.76,9.43,7.97,4.89,9.36,8.62,7.25,4.41,10.05,9.28,7.01,4.8,10.94,0,7.22,0,11.03,--,6.77,--,11.8,0,7.35,--,3.47,0,4.39,0,5.18,0,4.55,0,5.16,0,0,0,7.76,0,0,0,7.82,0,0,--,8.26,3.4,8.49,0,7.67,--,10.46,--,--,--,0,0,0,0,0,--,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
