报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.18,0.11,0.01,0.67,0.19,0.11,0.06,0.89,0.22,0.13,0.06,0.85,0.38,0.32,0.08,0.9,0.36,0.21,--,0.63,0.43,0.29,
每股净资产(元),2.59,2.52,2.53,2.52,2.03,1.96,3.49,3.42,2.75,2.66,4.76,4.71,4.11,4.02,8,7.92,7.43,7.28,2.59,2.59,--,--,
每股经营活动产生的现金流量净额(元),-0.41,-0.36,-0.21,0.55,-0.29,-0.21,-0.36,0.27,-0.42,-0.37,-0.52,0.4,-0.53,-0.42,-0.61,0.49,-0.5,-0.32,-0.32,1.01,-0.3,0.51,
主营业务收入(万元),48942,27264,7735,113346,48834,26989,9599,86431,31254,17173,4257,50410,18744,10685,2735,24944,11454,8053,2069,13002,9302,8052,
主营业务利润(万元),26947,15753,4368,58866,24311,12914,4283,45329,17185,9658,2129,24957,10244,5958,1620,13654,5876,3998,982,7089,5142,4297,
营业利润(万元),7061,3284,-737,32991,7543,3226,432,25005,4350,2416,-1016,12542,2985,1917,-118,5233,1257,1393,-200,2379,1558,785,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-88,-55,-45,-18,-26,--,--,
营业外收支净额(万元),4247,3591,1557,7676,3961,3749,1565,5044,3413,2282,1975,3773,1769,1050,810,2497,1784,485,206,2109,1183,987,
利润总额(万元),11308,6874,820,40667,11504,6976,1997,30049,7763,4698,959,16315,4754,2967,692,7731,3041,1878,5,4488,2741,1773,
净利润(万元),9807,6011,801,36960,10368,6315,1907,27199,6789,3969,989,14370,4312,2713,696,6978,2719,1455,5,4021,2505,1599,
净利润(扣除非经常性损益后)(万元),--,5539,--,35555,--,5639,--,26334,--,3255,--,12411,--,2195,--,5345,--,1179,--,3146,1751,1022,
经营活动产生的现金流量净额(万元),-22788,-19655,-11409,30405,-15719,-11809,-11036,8159,-12753,-11399,-8890,6787,-8966,-7133,-5166,4195,-4223,-2751,-2029,6392,-1934,2873,
现金及现金等价物净增加额(万元),-39965,-29808,-17663,17114,-20070,-19413,-13042,2976,-12546,-14387,-10606,-6099,-17678,-14171,-6163,43957,35602,39653,-1974,3715,-535,-705,
总资产(万元),166377,163433,158581,175864,136335,120260,117144,124609,102125,97236,91461,93508,75286,73144,70247,72290,66780,67172,20276,20680,16962,15245,
流动资产(万元),127900,127252,125509,148438,113097,98115,94805,102035,82006,77069,72864,76004,64988,64540,62070,64426,58419,60214,13483,14016,11445,9776,
总负债(万元),23684,24535,19281,37242,24247,12495,10685,20104,18042,16003,10653,13700,5535,4992,2417,5156,3755,5410,3793,4202,4507,7666,
流动负债(万元),23018,23869,18615,36578,23533,11781,9971,19391,17612,15573,10224,13270,5258,4715,2139,4878,2699,4355,3288,3696,3986,7051,
股东权益不含少数股东权益(万元),142464,138634,139005,138312,111758,107765,106459,104505,84084,81233,80807,79808,69750,68152,67830,67134,63025,61762,16483,16478,12455,7579,
净资产收益率加权(%),6.89,4.24,0.58,30.43,9.54,5.87,1.81,29.52,8.16,4.85,1.23,19.34,6.22,3.96,1.03,14.22,6.64,0.05,0.03,27.8,26.46,23.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
