报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.16,0.15,0.06,0.47,0.38,0.27,0.12,0.45,0.34,0.21,0.09,0.36,0.3,0.23,0.11,0.48,0.28,0.49,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.7,3.62,2.71,2.61,2.41,2.23,1.94,1.89,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.14,-0.43,-0.39,-0.42,0.32,0.47,-0.02,0.48,
主营业务收入(万元),83272,59718,26312,149707,116277,78154,34823,148688,107903,71455,31960,127436,100297,67343,30645,155023,81350,132171,78285,93942,
主营业务利润(万元),11408,8661,3486,23126,18025,12160,5276,21772,15431,9762,4260,17474,13632,9315,4197,18056,9487,17235,14988,11161,
营业利润(万元),3490,3542,1316,11095,9217,6322,2715,10607,7920,4936,2124,7195,6167,4692,2089,7888,4624,8019,7826,4777,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-761,-1273,883,
营业外收支净额(万元),491,167,269,-97,114,112,0,-81,26,-8,42,525,535,144,16,678,274,677,53,35,
利润总额(万元),3982,3709,1585,10997,9330,6434,2715,10526,7945,4928,2166,7721,6702,4836,2105,8566,4898,8696,7879,4812,
净利润(万元),3127,2900,1262,9336,7686,5301,2308,9063,6753,4189,1841,6555,5329,3773,1617,7199,4135,7309,6628,4322,
净利润(扣除非经常性损益后)(万元),2908,2774,1059,9419,7589,5206,2308,9131,6732,4195,1805,6109,--,3664,1598,6700,3940,7458,7682,3519,
经营活动产生的现金流量净额(万元),12189,10527,2208,12738,-2474,9155,-3341,-5580,-11463,3065,-1483,12102,2783,-8536,-5891,-6365,4791,7110,-318,7236,
现金及现金等价物净增加额(万元),35,2141,-2238,-6549,-1777,-4997,-2832,-5329,-4048,-5773,390,5031,8283,12514,-6389,3036,2383,4851,-550,-416,
总资产(万元),118877,127611,124991,135834,151526,141004,135380,136708,139378,121111,115923,109696,118071,130246,103544,104726,91051,81492,70190,48743,
流动资产(万元),82704,91316,88625,99284,116455,107140,101578,103053,106832,89466,85597,80980,93307,105437,80085,81311,68879,61444,50716,29754,
总负债(万元),40512,49772,41087,53191,70534,62397,53765,57402,62380,46678,38838,34452,44054,57785,62845,65504,54893,47969,41081,19300,
流动负债(万元),40291,49583,41021,50624,64234,55597,46765,49902,57880,41678,33838,34452,41054,49885,55045,57604,38505,28694,28081,18467,
股东权益不含少数股东权益(万元),77770,77543,83904,82642,80992,78607,81614,79307,76997,74433,77085,75244,74017,72461,40699,39222,36158,33523,29108,28353,
净资产收益率加权(%),3.88,3.5,1.52,11.6,9.55,6.55,2.87,11.79,8.84,5.48,2.42,10.44,9.01,7.22,4.05,19.93,11.87,23.54,23.52,18.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
