报告日期,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.6,0.32,0.68,0.43,0.22,0.79,0.51,0.43,0.33,0.25,
每股净资产(元),--,--,3.98,--,--,3.81,3.03,2.68,1.87,1.64,
每股经营活动产生的现金流量净额(元),--,--,0.73,--,--,0.93,0.78,0.49,0.41,0.33,
主营业务收入(万元),147078,89105,167452,112945,70035,147663,133137,101653,79609,63821,
主营业务利润(万元),128641,77541,145264,97681,60742,127948,115176,88457,69966,56084,
营业利润(万元),29384,15082,32956,19709,9921,35287,21913,17832,12376,10399,
投资收益(万元),760,738,1120,657,559,5184,-3562,-2240,-1100,-582,
营业外收支净额(万元),106,227,806,854,675,1955,3174,2707,1356,-16,
利润总额(万元),29490,15309,33762,20563,10596,37243,25087,20538,13732,10383,
净利润(万元),24909,12803,27348,17040,8630,31571,20275,16503,10851,8245,
净利润(扣除非经常性损益后)(万元),24355,12423,26408,--,7809,22781,17628,14280,--,--,
经营活动产生的现金流量净额(万元),15037,3277,29138,2671,-7781,33331,28184,16886,13679,10842,
现金及现金等价物净增加额(万元),33468,51029,19949,-35201,-13727,26222,14362,13531,1872,-9777,
总资产(万元),275853,260398,194088,--,--,169499,148156,129598,99106,82348,
流动资产(万元),202184,181776,118867,--,--,91675,67159,50848,34330,39230,
总负债(万元),38084,34818,32911,--,--,30569,37539,35958,36621,28373,
流动负债(万元),28746,25328,23084,--,--,20926,26585,26609,28134,21228,
股东权益不含少数股东权益(万元),235705,223599,159171,--,--,137223,109252,92577,61688,53975,
净资产收益率加权(%),13.28,7.83,18.51,--,6.14,25.74,20.21,21.98,18.27,15.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
