报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.34,0.28,0.14,0.96,0.54,0.37,0.15,1.04,1.05,0.89,
每股净资产(元),--,--,--,--,4.78,--,--,4.64,5.51,3.9,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.47,--,--,0.75,0.69,0.41,
主营业务收入(万元),72564,49996,20608,136812,98165,63768,24359,159670,116800,101625,
主营业务利润(万元),27138,20521,8880,49610,34542,23507,10558,57949,61484,55430,
营业利润(万元),9959,7901,3469,23355,14532,10576,3886,26306,29450,23887,
投资收益(万元),1034,234,14,270,449,287,69,322,-426,210,
营业外收支净额(万元),2240,1207,826,4842,3203,2006,783,3981,2022,1562,
利润总额(万元),12199,9108,4296,28197,17736,12582,4669,30288,31472,25449,
净利润(万元),10264,7857,3640,22843,12904,8885,3602,24803,25086,19002,
净利润(扣除非经常性损益后)(万元),9814,7785,3623,18769,--,7368,2938,--,--,--,
经营活动产生的现金流量净额(万元),-9288,-6225,-5505,19227,11113,11132,-6790,18007,10782,6430,
现金及现金等价物净增加额(万元),21187,59313,96704,-3665,-6966,-1609,-5651,1369,4008,4179,
总资产(万元),307211,304256,303815,205159,203513,--,--,207065,175496,142058,
流动资产(万元),250866,252213,253182,154644,155672,--,--,165674,136063,115300,
总负债(万元),65039,68725,69314,75050,83626,--,--,90925,85074,78192,
流动负债(万元),56996,60651,63605,69345,77581,--,--,84732,79918,73201,
股东权益不含少数股东权益(万元),231917,229399,228364,124008,114070,--,--,110713,85909,60824,
净资产收益率加权(%),4.94,4.41,2.07,19.2,11.32,7.72,3.2,25.23,34.19,42.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
