报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.3,0.2,0.13,0.68,0.47,0.28,0.08,--,0.24,0.15,0.07,0.44,0.25,0.15,0.08,0.32,0.22,0.14,0.15,0.51,0.3,0.18,0.15,0.78,0.62,0.45,0.54,1.07,0.21,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.42,3.32,3.45,3.37,3.26,3.19,5.32,5.17,4.97,4.84,7.61,7.46,7.29,2.31,1.86,2.07,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.02,-0.05,-0.17,0.03,-0.2,-0.24,-0.29,0.96,0.28,-0.04,0.04,0.06,0.28,0.49,0.22,0.11,-0.16,
主营业务收入(万元),187180,125883,61567,242967,170024,102327,37543,155301,105374,65813,31776,129116,80514,49205,26781,105678,72701,47803,27833,90307,51776,30909,14639,59083,47699,34517,45119,49688,26906,
主营业务利润(万元),99951,65264,32470,118832,77716,47152,17676,67148,44783,28278,14020,47431,30587,19441,10507,37359,27185,17141,9522,31297,19224,11447,5506,21743,17442,12726,18196,16423,7394,
营业利润(万元),40114,27547,8295,42286,29254,17657,5277,26161,16948,10498,5088,20631,11810,7312,3898,14326,10453,6226,3841,13984,8552,4648,2315,10340,8626,6264,6666,15037,2567,
投资收益(万元),8791,7916,-2080,-1091,-496,-327,-199,25,15,-89,-78,-450,-341,-166,-80,-34,57,-5,-12,--,--,--,--,--,--,0,--,6025,--,
营业外收支净额(万元),1739,1805,737,1934,689,640,220,691,257,-46,94,1105,1013,554,120,966,356,604,647,755,453,668,535,1455,331,273,--,--,352,
利润总额(万元),41853,29351,9032,44221,29943,18297,5497,26852,17204,10452,5182,21737,12823,7865,4018,15292,10809,6830,4488,14740,9005,5316,2850,11795,8957,6537,6930,15112,2920,
净利润(万元),38104,25519,7986,42801,28933,17058,4985,23083,14586,9023,4520,18138,10385,6311,3322,13219,8997,5934,3729,13095,7796,4557,2423,10165,7406,5401,6518,12863,2488,
净利润(扣除非经常性损益后)(万元),28278,16680,8572,40998,28111,16276,4842,--,--,8880,4348,17126,--,5760,--,12299,--,5414,--,12453,--,3989,--,8956,--,5180,6294,12072,1696,
经营活动产生的现金流量净额(万元),-32626,-3999,-9764,52277,33468,21026,-3586,14841,3255,1203,-5166,24620,-621,-2022,-6758,1295,-8164,-9742,-7542,24674,7042,-1100,591,992,4489,5884,2620,1329,-1862,
现金及现金等价物净增加额(万元),-17351,-26632,-17220,12502,-6161,-32556,-7882,14282,30351,56930,1658,-2224,-15817,-15440,-8476,-24432,-28889,-28713,-11373,10582,-4807,-13336,-10551,73702,81758,288,-315,1222,796,
总资产(万元),502268,438533,415137,411007,406515,376214,317846,324272,263964,253478,195666,192487,169309,158635,163332,159963,155813,152337,157916,160861,144716,136355,136772,128037,133727,51179,43493,45241,31023,
流动资产(万元),267619,221491,208524,219816,224637,193688,212763,221477,209268,200746,142691,141922,122324,115018,121244,119001,116256,115803,125590,131571,118695,110278,110675,116515,122541,40063,32331,36966,20422,
总负债(万元),201856,153838,143026,147335,154409,161063,133398,144687,93516,88762,33377,34490,21393,15206,16156,16220,14829,14577,15916,22537,11280,5958,8444,8131,16569,22859,20571,19826,17070,
流动负债(万元),135096,84163,75416,81417,98868,105420,77947,89253,37820,33088,32028,33140,19226,15176,16107,16170,14798,14544,14682,21301,9742,4419,6904,6589,15025,21314,20433,19772,17010,
股东权益不含少数股东权益(万元),290874,275269,262613,253878,241432,204324,174000,169361,160392,154877,152425,147908,140155,136077,141275,137950,133724,130676,136153,132427,127128,123890,121755,119333,116574,27735,22334,24816,13953,
净资产收益率加权(%),13.98,9.55,3.1,20.41,15.04,9.44,2.9,--,--,5.95,3.01,12.75,7.44,4.52,2.38,9.82,6.74,4.42,2.78,10.4,6.33,3.75,2.01,20.69,--,21.57,31.77,68.27,19.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
