报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.4,0.23,0.09,0.53,0.45,0.45,0.16,0.77,0.51,0.3,0.14,0.71,0.63,0.26,0.1,0.64,0.53,0.22,0.08,0.64,0.49,0.28,0.1,0.61,0.43,0.26,0.08,0.31,0.22,0.18,0.1,0.52,0.4,0.23,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.04,--,6.81,6.19,6.26,6.14,5.93,5.65,5.75,5.6,5.45,5.25,5.27,5.17,4.98,4.88,4.88,4.71,4.54,4.56,5.85,5.86,5.75,5.57,5.55,4.9,4.79,4.7,4.73,4.69,4.59,4.55,4.47,4.63,4.6,4.52,4.39,4.37,4.27,4.27,4.29,4.25,4.32,4.26,4.11,4.06,4.12,3.81,2.94,2.71,2.76,2.47,3.67,3.6,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.27,--,0.22,0.08,-0.15,1.47,1.02,0.55,0.05,3.57,2.12,0.94,0.01,1.41,0.86,0.42,0.24,0.56,0.36,0.54,0.3,2.11,1.24,0.39,0.2,0.55,0,0,0,-1.2,0,0,0,0.19,0,0,0,0.16,0,0,0,0.3,0,0.06,0,0.25,0.08,0.13,0.22,0.14,-0.05,0,0.14,--,--,--,--,
主营业务收入(万元),786499,477216,223245,1060723,816157,489604,217755,931604,699648,413913,194198,1027990,795574,376625,166536,842125,593063,300278,130172,608384,420363,243537,110833,619087,367188,242221,85377,458840,296678,199453,92774,453250,263847,147772,51470,286581,207887,113090,47591,230750,155229,87858,31404,174491,112312,64715,24643,109775,73191,42912,27087,169938,109987,71904,28775,130857,61431,102658,44126,84448,41788,58211,23097,39663,34045,27220,30436,
主营业务利润(万元),158189,98750,42689,199319,148745,91366,37731,174382,129079,77075,33439,181238,141563,71111,29429,158117,111470,58122,23345,123515,88640,53427,21219,127696,81059,54545,18257,92612,55040,34907,15154,70494,45489,27641,10287,36545,26958,15860,7431,25050,16028,9393,2837,16597,11597,6773,2935,11785,9089,5859,4057,24631,15945,10660,4249,21627,11380,22187,8997,17412,9556,12969,5274,6004,7719,4095,4087,
营业利润(万元),51546,28892,11359,63195,50764,30938,10299,48917,35803,19979,6941,68884,61991,21986,7323,63807,49029,18852,5774,51188,39188,24625,7061,62806,38121,25909,4438,29723,14573,11525,3978,30000,19888,11100,3390,8091,7552,3713,1671,6616,4423,2835,215,3007,1668,337,-329,-4854,-896,-806,428,8513,5279,3882,1104,6466,3575,10224,4145,8837,6248,6581,3489,6067,4825,4095,4087,
投资收益(万元),2621,-256,-1436,6136,308,156,-213,6910,-12,-18,-13,61,894,848,444,-998,-114,-48,7,6267,5877,5416,1010,5368,5113,2780,237,39,1036,2461,753,5313,4686,2181,1275,3640,408,559,-405,148,-1058,-289,-63,4758,5190,3865,612,7914,1026,1106,612,-243,1119,815,252,4808,3317,3920,2508,4169,2270,2819,1384,661,283,311,33,
营业外收支净额(万元),5475,4363,151,3799,3651,3643,322,14631,10259,7481,5565,3529,2726,2609,213,5324,2139,2257,102,3342,3099,1597,5,910,1052,579,520,1211,--,--,--,0,76,--,63,-82,0,0,0,167,0,0,0,50,0,0,0,181,0,0,0,0,1353,1293,0,718,0,213,0,424,0,0,0,0,0,0,0,
利润总额(万元),57021,33255,11510,66994,54415,34581,10621,63549,46062,27460,12506,72413,64717,24595,7536,69130,51168,21109,5876,54530,42287,26222,7066,63716,39174,26487,4958,30934,15739,12635,4152,30647,19964,11127,3452,11651,8005,4287,1277,6933,3419,2585,188,7816,6944,4254,333,3291,290,391,1070,9723,7751,5990,1434,11991,7198,14357,6817,13431,8844,9849,4923,7118,5078,4506,4205,
净利润(万元),28644,16556,6787,36372,30110,19191,6537,32057,21376,12438,5941,29522,26296,10624,4131,26726,22054,9029,3392,26546,20228,11719,4145,25262,17992,10631,3329,13006,8949,7275,3248,16272,12611,7102,3014,9103,6455,3767,1168,6173,3620,2547,341,7217,6296,4084,553,3250,470,460,997,8319,6713,5163,1067,10302,6245,12025,5615,11087,7222,8416,4316,5817,4125,3793,3573,
