报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.04,0.05,0.03,0.01,0.02,0.05,0.05,0.02,0.11,0.1,0.09,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.22,1.22,1.22,1.21,1.22,1.22,1.2,1.19,1.18,1.18,1.16,1.15,1.16,1.13,1.12,1.11,1.14,1.13,1.24,1.22,1.25,1.13,1.15,1.03,1.02,1.4,1.39,1.37,2.23,2.26,2.24,2.04,2.23,2.21,3.45,3.43,3.43,3.39,3.35,3.32,3.28,3.91,3.87,3.83,3.84,3.16,3.25,3.13,2.94,2.87,1.95,1.75,1.71,2.98,1.89,1.62,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.02,-0.16,-0.17,-0.55,-0.02,-0.12,-0.59,0.14,0.07,-0.19,-0.18,0.91,0.44,0.05,-0.03,0.53,0.09,-0.01,-0.14,-0.24,-0.49,-0.32,-0.11,-0.04,0,0,0,0.7,0,0,0,0.46,0,0,0,0.27,0,0,0,-1.03,0,-1.25,--,-0.62,-0.32,-0.5,-0.51,0.24,--,-0.67,--,--,--,--,--,--,--,
主营业务收入(万元),304874,169837,62874,435866,293276,188666,95690,522771,362187,219419,116347,467190,336292,221679,91714,445358,312197,204311,88862,372085,246587,162087,64681,248302,182926,112843,55706,285137,201743,141736,67006,321460,226428,148273,64257,342081,199669,119784,45479,270202,208138,145968,58857,302203,206465,129751,48902,188844,132171,84648,33204,167400,109327,67677,33196,109015,40659,104460,45839,59781,23915,30346,16714,35747,18445,21185,10394,13105,11330,
主营业务利润(万元),20149,10920,7418,12262,17832,11757,9987,27726,18712,10857,7367,23254,18742,12997,4972,23635,21083,15428,7775,29839,22803,16315,7912,21365,15950,10779,6374,19457,9159,10315,5784,27292,17774,12002,8038,31915,16235,10165,5041,18720,16308,12672,5364,24302,15682,12623,5170,28293,25674,19552,9156,28707,21107,14348,7990,16970,4627,9763,4676,6698,1984,3326,2759,2663,2073,1443,1084,1455,--,
营业利润(万元),5584,3810,1660,2680,3665,4795,2673,6341,3609,2875,1333,3492,987,1099,147,2996,3418,2455,1731,6463,5000,3699,1127,2348,4368,1980,1044,-1448,-8436,-1860,-4347,935,586,2663,2464,14070,1396,884,103,-2648,2915,3311,774,3131,933,3558,1226,9108,12261,11697,5389,14990,12324,8735,4868,8667,1481,2954,2218,3122,786,841,1715,3171,0,1899,1539,1525,--,
投资收益(万元),-714,-373,-221,17886,1024,120,161,210,-43,8,-6,8765,241,-25,-32,3786,88,-215,3,488,323,273,-66,-265,-140,-130,-78,-347,121,227,8,52,590,219,20,509,708,971,1444,-2938,-1751,-1316,3,-1718,1861,43,1,1153,72,-562,73,-15,-60,-64,6,810,526,1257,79,474,125,4201,114,694,693,899,162,47,--,
营业外收支净额(万元),-304,-344,95,548,361,372,92,696,647,388,479,-53,424,455,467,494,77,89,64,-113,-100,-47,113,2816,-216,443,182,4837,4783,--,--,--,--,--,--,-507,0,0,0,-15984,0,0,-5,-124,0,0,0,-96,-82,-38,-40,-292,-23,-23,0,-56,-51,54,0,43,0,--,0,0,-14,0,-8,--,--,
利润总额(万元),5280,3466,1755,3228,4025,5167,2765,7037,4256,3263,1812,3439,1411,1555,614,3490,3495,2545,1795,6350,4899,3652,1240,5165,4152,2423,1226,3389,-3653,2924,452,10080,9029,7944,2489,14139,2091,1890,1320,-21518,1217,1993,783,2014,2693,3531,1225,10831,12468,11314,5529,15012,12398,8793,5007,9967,2085,4822,2288,5405,1262,5115,1828,3923,3038,2858,1636,1628,--,
净利润(万元),102,279,296,1208,567,551,377,1406,536,573,415,1387,284,322,318,1138,1509,1495,534,1575,1576,1339,680,2050,2332,1203,484,1007,2548,2200,834,5142,4792,4290,713,2008,1313,895,619,-22482,148,1094,459,-2150,2951,2042,311,3061,1904,1219,586,2835,1805,1476,682,3306,1697,3160,1951,4773,1137,4304,1502,3250,2616,2485,1364,1393,1404,
净利润(扣除非经常性损益后)(万元),-5598,-5414,269,-22100,-7385,-7369,150,-5110,-3722,-3485,62,-7415,--,34,--,-2954,--,1473,--,1733,--,1451,--,-4378,--,-936,0,-3955,--,-658,--,1494,0,689,--,1081,0,-488,0,-5995,0,1123,0,2707,0,2245,0,2248,0,1268,0,3204,1918,1651,--,2956,1394,3077,1960,2947,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),26105,-3082,-13424,-21945,-19345,-29923,-25581,-17680,-29291,-16148,-7541,13582,1132,-7609,-7741,-25540,-860,-5654,-27563,6675,3026,-8761,-8366,42569,20427,2304,-1189,24655,3979,-311,-6565,-11157,-22925,-14684,-5066,-1659,-7509,-6880,-10718,23570,16068,15953,14617,15527,6215,15428,3754,5655,-1624,-1819,-7200,-21658,0,-21872,--,-10967,-5570,-8140,-8245,3932,--,-10857,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-6204,-758,23898,-57196,-24656,-16187,-19148,26938,-7131,7114,-7331,10122,8599,3160,-4030,-11696,11286,785,-7315,77,17449,23908,15826,19898,7376,3662,-2483,-7069,319,1784,2683,20533,8042,20349,8429,-1715,239,2674,190,3431,-3117,-387,2117,-1443,1038,13100,7816,-2623,3153,889,-10726,4268,0,3924,--,8087,2973,7057,5628,5583,--,-2643,--,--,--,--,--,--,--,
