报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.13,0.1,0.05,0.15,0.13,0.09,0.05,0.21,0.16,0.22,0.13,0.4,0.32,0.2,0.12,0.34,0.27,0.22,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.38,3.26,2.14,2.15,1.91,1.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.07,0.06,0,0.41,0.37,0.42,
主营业务收入(万元),110673,70710,38342,146932,111611,72372,38131,142171,108710,70368,35889,132285,100565,62231,32607,117279,98216,84601,
主营业务利润(万元),30865,20786,11443,40530,31604,20609,10445,43345,34056,22433,11503,41373,31585,19955,10153,37479,31164,25339,
营业利润(万元),13374,9960,5544,16292,14657,10647,6021,21273,17888,11912,7083,20676,16672,10064,5567,17133,13833,10057,
投资收益(万元),565,405,344,1282,603,457,207,506,146,15,34,63,8,3,--,5,36,54,
营业外收支净额(万元),87,86,29,153,200,171,91,1785,619,425,267,710,519,168,112,101,-72,362,
利润总额(万元),13462,10046,5573,16445,14857,10817,6112,23058,18507,12337,7350,21386,17190,10232,5679,17234,13761,10420,
净利润(万元),12202,9103,4696,14113,12155,8919,5044,19645,15610,10437,6245,18250,14493,8629,4989,14500,11811,8642,
净利润(扣除非经常性损益后)(万元),12124,9034,4673,14001,11996,8784,4949,18132,15224,10056,5991,17627,--,8495,4897,14462,11916,8338,
经营活动产生的现金流量净额(万元),-8019,-7795,-9145,12738,-9463,-7350,-8670,4982,-10218,-6738,-7207,14379,3462,2719,46,17613,15803,18049,
现金及现金等价物净增加额(万元),-15563,-18053,-13135,-515,-21303,-17222,-10187,-12315,-28183,-9098,-7607,38747,33134,54227,-6650,-5038,-335,20108,
总资产(万元),245645,242368,239887,237329,231863,228939,229791,226727,225062,220122,205336,199976,203312,206243,141980,137509,127382,125706,
流动资产(万元),154389,151048,145545,145281,143482,141165,141957,138793,138846,145795,141698,140884,151076,154998,90420,85861,87187,88571,
总负债(万元),55086,54952,50302,52303,45424,45618,44121,46115,48563,43397,33010,33815,40990,49880,49430,44525,44311,46394,
流动负债(万元),38738,38529,38214,40374,38038,38182,23857,25800,28528,25966,25365,25928,32106,26813,26514,35354,28586,45186,
股东权益不含少数股东权益(万元),189411,186287,188462,184002,185520,182427,184782,179725,175676,175979,171582,165425,161614,155662,91930,92307,82319,78632,
净资产收益率加权(%),6.42,4.83,2.58,7.9,2.43,4.87,2.77,11.37,9.08,6.12,3.71,13.82,11.87,8.37,6.49,16.86,14.64,12.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
