报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.44,1.59,1.39,0.54,0.33,0.23,0.12,--,0.42,0.33,0.15,0.56,0.35,0.31,0.12,0.44,0.29,0.26,0.11,0.25,0.26,0.18,0.15,0.44,0.29,-0.12,-0.07,-0.83,-0.21,-0.13,-0.04,-0.19,-0.1,-0.09,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,5.04,--,--,--,4.69,--,4.02,3.95,3.74,3.48,3.45,3.58,3.39,3.09,2.88,2.74,2.98,2.87,2.62,0.05,0.57,0.64,1.26,1.34,1.42,1.47,1.54,2.04,2.14,2.13,2.13,2.13,2.12,2.44,2.46,2.45,2.44,2.43,2.43,2.43,2.41,2.4,2.39,2.38,2.36,2.35,2.37,2.59,2.55,2.54,2.58,2.49,2.51,2.45,2.38,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,--,-2.69,-2.58,-0.33,-0.65,-0.52,-0.99,1.95,0.35,-1.73,-1.41,-1.05,-1.58,0.12,0.01,0.04,0,0.08,0.02,0.04,0.43,0.03,0.18,0.1,-0.64,0,--,0,0.54,0,0,0,-0.11,0,0,0,0.23,0,0,0,0.12,0,-0.21,--,0.59,0.8,0.12,0.08,-0.43,--,-0.06,0,--,
主营业务收入(万元),45210,11517,2695,146630,143069,86872,46175,216360,134135,96492,53432,162367,106618,74946,32967,133515,88759,64794,27072,115748,87250,54891,41884,51296,12893,12810,6788,41488,26824,16857,8878,79027,37794,26201,13680,63447,45369,30337,14066,101681,67064,43169,22143,78686,51751,34942,16272,62701,40775,25715,13531,29189,21515,13908,6475,30729,18670,40511,25616,48386,27393,48070,27862,22544,
主营业务利润(万元),-2673,-6011,613,35253,26765,18655,11494,64372,40805,29623,18225,54507,35032,28025,12691,48103,28959,23522,10869,40296,27628,17755,14174,13321,4482,778,285,363,1798,1379,631,14478,3534,2245,1637,9035,5858,4007,1923,17092,11555,7473,3448,13667,8778,5774,2632,11005,7356,5018,2252,5498,3499,2080,961,4950,3410,4963,3392,8362,3519,8699,5826,3940,
营业利润(万元),106061,115011,105380,37574,21322,16358,8192,42405,29640,23282,12189,39090,27515,23891,9545,33526,22824,19884,8335,20277,20328,13224,11164,30363,21004,-3356,-2356,-21765,-6993,-4238,-1457,-2877,-3359,-2330,219,2172,1242,939,545,1146,1300,1078,487,1352,1631,1075,540,1877,1272,1108,370,953,784,568,238,1524,2000,2214,2110,4484,2032,5455,4272,3451,
投资收益(万元),109066,109061,108764,26545,5168,5168,--,3445,3445,3445,--,1723,1723,1723,--,1034,1034,1034,--,1148,1148,1148,0,28710,19746,--,-1752,-9717,-4649,-2911,-924,-8260,-2449,-1707,0,-96,-60,-56,-67,-381,-334,-224,-133,-438,-324,-213,-17,-82,177,-99,-40,309,710,674,-104,-252,-50,43,-1,-0,0,-2,-2,-0,
营业外收支净额(万元),209,158,47,176,117,11,37,791,295,167,-3,1806,-177,-212,-46,-207,-236,-267,-75,249,219,552,2,-45,4,-848,-1,-6252,--,-3,--,84,--,--,-1,-235,0,--,0,-20,0,0,3,20,0,0,0,-18,0,0,0,-6,-19,-5,0,-34,0,-40,0,1013,0,0,0,-0,
利润总额(万元),106270,115169,105427,37750,21439,16369,8228,43196,29935,23449,12186,40896,27338,23679,9498,33320,22588,19617,8260,20527,20547,13776,11166,30317,21008,-4204,-2357,-28018,-6938,-4241,-1407,-2793,-3356,-2323,218,1850,1184,887,483,872,1007,870,358,1162,1449,983,519,1818,1438,1019,328,1282,1498,1261,157,1260,1947,2216,2094,5496,3031,5448,4263,3451,
净利润(万元),82974,91810,80209,31316,19282,13419,6688,35277,24008,18807,8820,32137,20453,17835,6975,25265,16601,15149,6106,14410,15082,10420,8704,23517,16857,-4198,-2432,-27912,-6967,-4246,-1425,-6486,-3461,-2396,105,715,675,489,266,1118,664,524,276,1226,834,674,263,1170,816,618,106,856,1206,933,138,1106,1781,2006,1305,4232,2139,3909,3609,2933,
净利润(扣除非经常性损益后)(万元),-11535,-2638,-1399,10004,13999,8221,6661,--,20342,15237,--,28666,--,16323,--,24393,--,14447,--,12924,--,8698,--,447,--,-3354,0,-21588,0,-4243,--,-6828,0,-2402,--,950,0,328,0,1028,0,344,0,1153,0,648,0,676,0,621,0,971,657,556,--,1413,1912,2113,1320,3371,--,0,0,--,
经营活动产生的现金流量净额(万元),-225689,-258562,-279949,-114533,-56480,-39292,-31453,-12776,-18060,5435,1782,-136207,-155313,-149147,-19174,-37372,-30109,-57092,112751,20050,-99930,-81296,-60928,-91481,6906,445,1237,108,2569,759,1307,14458,955,4651,2508,-4272,-16617,-22027,-8966,11773,10629,8049,382,-2318,206,-1596,3328,5024,6915,2171,-666,2667,0,-4223,--,11727,15759,2392,1566,-8522,--,-841,0,--,
现金及现金等价物净增加额(万元),-3332,-92209,-82554,96620,25207,-41546,-13452,76361,147223,162417,96851,-97684,-97961,-92374,33164,-60448,-44913,-106066,42851,114229,14429,14289,1311,71004,71364,-211,969,-5227,-1045,-1706,-444,238,-1040,-446,682,-9913,-5950,-5550,-8470,7250,93,1251,3254,-13750,-9134,-8464,1080,10479,6537,715,4412,4566,0,-1497,--,-770,4445,-10409,-3371,15436,--,784,0,--,
