报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.2,0.15,0.06,0.33,0.23,0.16,0.11,--,0.23,0.21,0.11,0.19,0.22,0.18,0.07,0.25,0.19,0.21,0.15,0.45,0.41,0.31,0.16,0.08,0.2,-0.03,-0.07,-0.76,0.18,0.28,0.25,1.12,1.1,0.87,0.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,8.12,--,5.93,5.89,5.84,5.77,5.7,4.34,5.61,5.45,5.42,5.32,5.31,5.16,5.27,5.05,4.51,4.58,5.52,5.62,7.08,6.83,6.81,6.57,6.18,5.76,5.72,5.59,4.53,4.49,4.54,4.53,4.68,4.64,4.45,4.39,4.37,4.32,4.27,4.22,0,2.12,0,1.77,1.63,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.92,--,-0.29,-1.13,-0.53,-1.02,-1.73,-1.23,-1.36,-2.04,-2.3,-1.41,-1.33,-0.46,-0.23,-0.88,0.1,-0.14,-0.49,-1.4,-1.31,1.46,0.23,-0.63,-0.55,-0.28,0,0,0,-0.54,0,0,0,0.21,0,0,0,0.23,0,0,0,1.06,0,0.33,-0.14,
主营业务收入(万元),513484,285299,131967,688071,452006,300060,125382,542658,408078,234572,110839,422592,259010,154111,72797,298553,235812,158871,84555,188432,136694,88438,38012,109348,84205,38787,16214,137838,117606,73537,34193,115930,86781,60295,26800,67289,45155,26428,7793,34088,24513,18543,10121,27894,21391,14670,6878,24814,17188,10393,4210,21837,13380,15786,19212,
主营业务利润(万元),15317,10602,5048,26922,19930,13696,6666,21903,15784,11775,6376,21231,15272,10519,4735,20251,13950,10336,4721,14889,11154,7951,4108,11838,8959,4306,2125,10126,9785,8431,4678,22712,18116,13491,--,9851,6666,3764,896,3282,2544,1950,777,2902,2296,1434,695,2156,1588,1024,580,2669,1285,2440,2312,
营业利润(万元),3526,2432,1079,6894,7142,5285,2681,7360,5446,4815,2454,3495,4951,4109,1494,4666,4274,4254,2251,4898,6066,4779,2355,529,2478,266,-191,-12624,1949,3814,2549,11412,11414,8923,4135,3669,2680,1428,327,729,960,880,451,1463,1108,639,290,1205,899,553,174,1536,624,1405,1419,
投资收益(万元),966,846,672,955,486,250,258,1911,1784,1412,-11,-1772,-515,-260,-89,-380,-117,-2,98,252,480,309,-93,-1367,4,--,--,32,32,32,18,--,--,--,0,875,451,406,22,70,41,28,12,1452,270,248,126,171,116,50,25,100,50,91,--,
营业外收支净额(万元),3499,2791,851,4061,1148,392,182,2143,835,331,194,1928,592,471,88,672,180,109,104,1726,-197,-329,71,1263,436,288,217,1823,--,230,--,312,--,--,--,-594,0,0,-0,-78,0,0,0,-33,0,0,0,-17,-2,0,0,0,0,0,1,
利润总额(万元),7025,5223,1930,10955,8289,5676,2864,9503,6281,5146,2648,5423,5543,4580,1582,5338,4454,4363,2355,6624,5869,4450,2427,1792,2913,554,26,-10800,2490,4044,2710,11724,11415,8955,4127,3950,3127,1833,349,722,1000,908,463,2882,1377,887,415,1360,1013,604,200,1619,674,1494,1420,
净利润(万元),5300,3932,1466,8543,6110,4182,2151,7988,4561,3754,1738,2997,3426,2812,1040,3719,2994,2978,1707,5040,4525,3447,1745,912,2208,-328,-734,-8540,1984,3156,2151,9652,9489,7457,3431,3250,2632,1544,292,444,859,791,320,2974,1360,870,413,1473,1052,614,244,1619,708,1561,1420,
