报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.07,0.06,0.02,0.11,0.05,0.03,0.01,0.07,0.04,0.03,0.01,0.06,0.07,0.05,0.03,0.11,0.11,0.11,0.1,0.1,0.07,0.03,0.02,0.1,0.05,0.03,0.01,0.07,0.07,0.06,0.02,0.1,0.07,0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.26,--,1.25,1.23,1.2,1.17,1.15,1.39,1.37,1.4,1.37,1.32,1.57,1.56,1.44,1.42,1.4,1.39,1.43,1.37,1.33,1.32,1.3,1.27,1.59,1.59,1.54,1.52,2.26,2.2,2.23,2.21,2.09,2.07,2.04,3.21,3.15,3.14,3.11,3.09,3.05,3.03,3.1,3.1,3.07,3.07,3.11,1.72,1.5,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.02,--,0.06,0.03,0.03,0.1,-0.01,-0.06,-0.08,0.22,0.07,-0.1,-0.11,0.05,0.11,-0.01,-0.03,0.14,0.06,-0.01,0,0.37,0.19,0.05,0.1,0.29,0,--,0,0.43,0,0,0,0.25,0,0,0,0.66,0,0,0,-0.45,0,-0.41,--,-0.36,-0.21,0.57,--,--,
主营业务收入(万元),67869,44846,19716,91053,59572,36054,11809,75623,56031,35645,16203,69838,50422,34650,18004,76397,60934,39739,18533,58236,42974,29485,14033,42445,31175,18858,11666,61887,49242,34697,16316,80451,60823,38031,16098,80605,60119,36930,12888,81436,59845,34440,11869,53495,36644,23975,9569,50539,37018,25983,10855,22675,13684,9333,3273,13394,7585,15086,14530,14669,
主营业务利润(万元),13692,9169,4384,17108,11431,7673,3216,18888,13489,8517,3606,19201,13724,9111,4642,18635,14576,9608,4344,9199,7260,5209,2145,9252,6453,3654,1815,10921,8521,5801,2502,12793,9430,6048,--,10566,7926,5383,1249,8587,6993,4257,2294,10951,7804,4819,2050,9994,7449,4864,1846,5440,2977,1950,509,3333,1903,4364,4198,5197,
营业利润(万元),3920,3159,1215,5765,2535,1746,455,4455,2551,1677,688,3147,2939,2159,1155,5701,5790,4979,4163,3015,1575,252,328,2267,1115,139,-44,2454,2654,1915,594,4747,3139,1980,415,1837,1047,557,-283,2432,1751,1132,376,2501,1724,1092,158,1946,1292,1016,229,937,395,456,28,717,519,1658,1218,1769,
投资收益(万元),3013,2712,1070,5395,2794,1890,783,2957,1889,1421,839,1653,1852,1534,680,4762,3791,3486,3537,3830,1591,894,460,2098,1522,1191,283,1819,1690,819,376,1316,936,693,250,2492,2071,1773,1521,1006,556,322,33,723,392,206,73,197,73,2,3,19,0,0,0,32,16,32,27,40,
营业外收支净额(万元),719,593,237,687,294,186,39,448,313,258,45,1593,1548,1023,875,1451,348,280,166,1470,1461,675,238,1464,686,687,419,703,--,--,--,429,295,70,--,17,0,--,0,312,0,0,0,205,281,0,0,43,48,0,-9,-7,0,8,0,-1,0,0,654,415,
利润总额(万元),4639,3752,1452,6452,2829,1932,494,4903,2864,1935,734,4740,4487,3182,2030,7152,6139,5259,4329,4485,3036,927,566,3731,1801,826,375,3158,3132,2405,688,5176,3434,2050,551,4618,3329,2262,1240,4131,2629,1654,493,3488,2402,1554,277,2192,1413,1142,302,953,423,464,26,748,532,2023,1942,2225,
净利润(万元),3339,2765,988,4859,2181,1518,368,3378,2050,1424,487,2923,3104,2359,1507,4977,4943,4248,3682,3639,2655,949,509,3060,1643,935,369,2331,2340,1774,477,3212,2154,1257,363,2652,1767,1214,825,2339,1409,943,251,1636,1260,743,147,1018,808,627,165,416,287,332,21,595,454,1724,1310,1450,
