报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),0.27,0.23,0.05,0.3,0.18,0.14,0.06,0.25,0.16,0.11,0.06,0.22,0.16,0.1,0.06,0.16,0.14,0.09,0.05,0.17,0.14,0.11,0.17,0.13,0.09,0.17,0.15,
每股净资产(元),--,--,3.14,--,--,--,2.88,--,2.73,--,2.67,--,2.55,2.49,2.47,2.41,2.38,2.35,2.31,2.26,2.2,1.65,1.55,--,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,0.02,--,--,--,-0.07,--,-0.19,--,-0.07,--,0.11,0.11,0.09,-0.85,-0.14,0.01,-0.06,0.07,-0.04,0.01,0.2,--,0.05,0,0,
主营业务收入(万元),1505884,1148284,449036,2224123,1792051,1349893,762467,2671797,2350791,1593635,758107,2648639,2164358,1383402,609218,1950612,1640862,1063265,510103,1568996,1262933,824828,1102762,846568,557144,889252,753625,
主营业务利润(万元),131196,89759,49968,199774,159543,107583,57528,214654,155377,104997,55289,197657,158957,104386,51268,170051,135633,89934,46027,157843,115881,81389,144900,102982,68042,128030,116601,
营业利润(万元),5447,5582,8065,27506,49882,39854,23619,67632,56569,41581,24132,75479,70040,45735,24275,65588,61962,40029,22595,62902,46329,34598,53280,36452,26724,36546,42276,
投资收益(万元),761,570,5,1668,1530,1014,346,1321,1127,138,13,2243,1667,226,68,322,508,140,117,658,564,376,360,202,121,2006,494,
营业外收支净额(万元),133067,112392,17229,113505,35149,24934,5094,57425,18694,11254,2986,29945,4643,2022,584,17578,2367,1402,472,7730,2018,774,6967,6206,3488,--,--,
利润总额(万元),138514,117974,25293,141011,85032,64788,28713,125057,75263,52835,27118,105425,74683,47757,24860,83166,64329,41431,23068,70632,48347,35372,60247,42657,30212,59783,72732,
净利润(万元),105464,89063,19671,117324,68805,52721,24253,94774,60494,41909,22651,83611,60815,38774,21419,62268,53858,33649,19366,50955,39037,28521,45321,33757,24496,46602,40718,
净利润(扣除非经常性损益后)(万元),5311,5261,2651,22474,42156,34084,20144,50084,45603,32900,--,59716,--,37134,--,46814,--,32487,--,43846,--,--,44214,--,--,32595,18863,
经营活动产生的现金流量净额(万元),-95733,-64244,7687,37439,-64359,-39498,-26470,120439,-71465,-22723,-27918,33295,42845,42639,35985,-327151,-52398,2247,-23873,28022,-15505,2538,53960,6432,13562,86569,23086,
现金及现金等价物净增加额(万元),-95317,-197757,-97647,132777,-63015,-78061,-48725,35654,-121093,-64605,-79141,68904,-24769,-47465,-35236,-396330,-108718,-57912,-43237,392505,337088,-26961,30374,-16182,13065,46450,-7062,
总资产(万元),2534921,2143273,2095999,2075366,1937424,1882686,1875830,1870575,1786925,1796365,1686268,1688042,1646253,1663495,1540447,1514864,1449190,1458906,1407506,1442330,1447945,1086514,1032810,--,--,852015,752210,
流动资产(万元),1465934,1139673,1229055,1212956,1171122,1113373,1155634,1162062,1224589,1237414,1137628,1144910,1105030,1144475,1065872,1040941,988795,1009091,966603,997262,1000082,638022,573335,--,--,555762,455732,
总负债(万元),1226213,847587,854559,853208,763095,725334,736550,755337,707769,736029,638433,662943,649186,687650,586004,581962,529952,550343,515656,569856,599479,640011,614122,--,--,660419,600615,
流动负债(万元),602705,669416,682390,679184,584652,547867,559040,577671,532703,557594,464625,490832,461610,502153,403094,401890,336008,355542,311186,378925,388050,428926,407400,--,--,435327,373125,
股东权益不含少数股东权益(万元),1279181,1265554,1212214,1193115,1142576,1125891,1111983,1087823,1054082,1035158,1027976,1005325,982455,960091,952326,930907,917812,907246,891850,872474,848466,446503,418688,--,--,191596,150495,
净资产收益率加权(%),8.53,7.24,1.64,9.53,6.17,4.76,2.2,8.96,5.87,4.11,2.23,8.62,6.35,4.1,2.27,6.9,6.01,3.78,2.2,8.86,8.11,6.59,14.85,--,5.66,27.11,22.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
