报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.01,-0.03,-0.01,0.17,0.17,0.12,0.05,0.11,0.06,-0,-0.03,-0.02,-0.08,-0.1,-0.06,0.09,0.15,0.14,0.08,0.31,0.27,0.16,0.02,-0,-0.02,-0.03,0.01,0.13,0.14,0.08,0.01,0.05,0.05,0.04,0.02,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.81,--,2.25,--,2.22,2.2,2.24,2.3,2.36,2.35,2.49,2.41,2.37,2.25,2.21,2.19,2.18,2.16,2.2,2.19,2.2,2.14,2.07,2.06,2.05,2.04,2.21,1.43,1.32,1.49,1.39,1.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.08,--,0.43,0.23,0.03,-0.38,-0.45,-0.36,-0.16,0.45,0.31,0.07,-0.19,0.26,0.26,0.04,-0.08,-0.03,0.04,0.09,-0.01,-0.16,-0.17,-0.15,-0.18,0.37,0,0.37,0,0,
主营业务收入(万元),167409,116069,56975,300810,236240,166116,75270,273272,191811,116806,49354,259634,179891,113403,49214,270344,215131,153745,78552,302450,210209,126890,40998,170843,124679,83698,39686,187505,141588,89962,31245,127692,95232,63352,27354,124264,60049,118573,111487,83642,
主营业务利润(万元),27275,18002,10326,61910,52177,38836,17884,47662,29652,17223,5777,31601,16437,8323,3770,44419,40029,31925,15775,73246,53281,31086,6389,28787,21332,16201,7750,35275,25567,14920,3638,15414,11518,8341,--,16770,6814,20083,23823,16872,
营业利润(万元),-262,-1857,-880,17832,17556,12527,5580,9595,4910,-1277,-3262,-3289,-9578,-11118,-5971,8976,15298,14506,8081,29315,26329,15354,2315,-1257,-3362,-4309,978,11437,12779,7071,651,4336,3991,3262,1441,10446,3534,15032,19789,11664,
投资收益(万元),274,112,33,558,165,158,-3,171,52,26,2,136,-170,-127,-103,98,0,6,-1,42,1,-14,-32,35,-94,-111,-78,-24,11,--,--,335,--,--,0,-11,-5,0,0,0,
营业外收支净额(万元),86,108,115,1382,1198,860,339,1546,1328,1066,331,2189,1822,1589,1185,152,36,-182,-298,319,131,88,-23,174,201,135,31,-202,--,--,--,--,--,--,--,-302,0,0,0,0,
利润总额(万元),-176,-1749,-765,19214,18754,13387,5918,11142,6239,-210,-2931,-1100,-7756,-9529,-4786,9129,15334,14324,7783,29634,26460,15441,2292,-1084,-3162,-4174,1010,11236,12768,6997,593,4545,4202,3223,1432,10628,3750,15479,20330,11739,
净利润(万元),-1024,-2078,-1149,13725,13304,9486,4238,8392,4580,-275,-2274,-1181,-6089,-7392,-4374,6883,11245,10464,5912,23122,20197,11897,1653,-155,-1226,-2150,946,9391,10388,5701,534,3752,3266,2562,1156,9028,3080,13645,19391,10740,
净利润(扣除非经常性损益后)(万元),-1388,-2429,-1392,12732,12432,8792,3962,7016,3363,-1226,--,-3138,--,-8549,--,6388,--,10443,--,22828,--,11833,--,-656,0,-2588,0,9749,0,5769,--,3246,0,2593,--,8865,2892,13265,17272,10678,
经营活动产生的现金流量净额(万元),-1107,8226,1119,28869,41928,4002,-3757,9274,-7483,-12793,-5786,53166,31519,16657,1944,-28181,-32896,-26930,-11994,33533,22549,4860,-14029,18928,19369,2824,-6156,-1704,3073,6887,-407,-12123,-12546,-11236,-13627,19270,15818,19606,15973,5759,
现金及现金等价物净增加额(万元),-5032,56924,150,-7418,4866,-6596,-5481,-5516,-125,-16636,-17685,10718,-3224,34,41975,-5608,-12928,-7960,-3259,8502,13827,7059,-5986,-1472,2372,2322,2119,3185,-1480,5137,5570,4558,9720,5517,53969,-710,-1401,477,244,3092,
总资产(万元),398949,473002,422092,401137,422300,464583,450990,439385,453249,464041,405063,415108,387935,393852,440760,388784,402030,414093,405050,399235,399811,379432,354579,334762,319823,318089,305965,308000,321035,318880,283491,270694,251683,263400,256196,186368,163441,154492,154386,129391,
流动资产(万元),235797,308736,257738,234475,255815,299450,289028,276568,290982,309806,248373,258033,238158,245152,294661,245597,259187,269877,260456,252073,253586,233038,206306,184378,176622,176620,165924,167099,186131,189833,162877,154970,143925,168546,169934,104038,90727,84693,88000,67796,
总负债(万元),153134,228340,168747,146300,167276,213554,197623,190649,208491,273867,217421,225122,203227,210407,254042,197509,205919,218881,200003,200191,204073,192731,171190,152910,138746,137747,122317,125223,137725,145501,115603,103517,84811,106074,86288,104177,88917,70830,76353,70806,
流动负债(万元),68127,140188,138572,115600,140144,187158,173652,168669,191124,272962,213175,220929,199364,206961,250573,194020,187458,199048,185763,192911,188099,175969,153706,134743,109339,108336,92902,105809,105146,112678,86716,83285,60032,81304,60397,78292,63032,44993,76353,70530,
股东权益不含少数股东权益(万元),224485,223345,231983,233053,232532,228640,231177,226719,222739,168466,166276,168550,163638,162412,165431,169805,174166,173385,183603,177691,174766,166467,163446,161792,160812,159798,162623,161677,162673,157987,152820,152286,151281,150576,163202,75526,69578,78653,73458,55658,
净资产收益率加权(%),-0.46,-0.9,-0.49,5.99,5.77,4.1,1.85,4.34,2.6,-0.16,-1.36,-0.7,-3.65,-4.45,-2.61,3.97,6.58,5.88,3.27,13.68,11.92,7.15,1.01,-0.1,0,-1.34,0,5.98,0,3.67,--,2.5,0,1.78,--,12.19,4.16,18.63,30.1,18.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
