报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.13,0,-0.14,0.34,0.11,0.03,-0.09,0.35,0.19,0.03,-0.08,0.45,0.24,0.12,-0.05,0.45,0.38,0.31,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.37,4.26,1.93,1.97,1.52,1.1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.87,-0.82,-0.72,0.18,0.2,0.18,
主营业务收入(万元),11839,6799,1032,19021,11346,6592,1375,17426,11618,5713,953,15551,9015,5292,993,12760,11043,8393,
主营业务利润(万元),7788,4421,581,12019,7019,4145,892,11312,7722,3834,682,10147,6268,3446,519,8662,7668,5091,
营业利润(万元),128,-804,-1993,2136,232,-267,-1245,3512,2315,411,-1035,4501,2193,944,-468,3921,3438,2545,
投资收益(万元),-79,-84,-4,203,152,134,7,45,12,--,--,--,--,--,--,0,0,0,
营业外收支净额(万元),1655,851,63,2598,1314,702,-5,1346,309,0,-32,1032,727,354,-5,865,587,644,
利润总额(万元),1782,48,-1930,4735,1546,435,-1251,4858,2624,412,-1067,5533,2920,1299,-473,4787,4026,3189,
净利润(万元),1763,46,-1923,4699,1531,433,-1248,4813,2586,373,-1067,5521,2914,1296,-469,4667,3983,3186,
净利润(扣除非经常性损益后)(万元),109,-805,-1985,2100,236,-269,-1248,3467,2277,373,-1067,4488,--,942,-468,3802,3395,2541,
经营活动产生的现金流量净额(万元),-14199,-14720,-8648,-286,-8316,-7928,-1852,-53458,-52397,-53242,-32074,-13372,-12023,-11357,-7489,1847,2127,1847,
现金及现金等价物净增加额(万元),560,2666,-878,-4590,-4531,-1986,-1951,-31587,-31933,-31338,-29090,33993,23486,27485,-7716,-158,2847,3477,
总资产(万元),159075,159139,150759,138911,137682,136984,136276,137481,134908,119223,95567,94099,79399,80163,36531,37807,33070,26274,
流动资产(万元),139763,139273,131847,119706,121425,120710,121502,122752,126889,111275,89793,88399,73752,74620,33748,35016,30578,23867,
总负债(万元),88610,90391,82732,68953,70889,70335,70945,70899,70553,57080,33354,30820,18725,21111,16444,17248,17176,14828,
流动负债(万元),29289,30721,48457,34479,16270,15716,24248,24302,31788,18883,5737,6652,8200,10586,5919,6722,5574,5607,
股东权益不含少数股东权益(万元),70427,68709,67989,69912,66745,66601,65283,66531,64304,62091,62157,63225,60622,59000,20034,20503,15837,11424,
净资产收益率加权(%),2.51,0.05,-2,6.91,2.3,0.65,-1.89,7.42,4.01,0.59,-1.7,13.19,7.58,6.13,-2.33,25.68,29.69,32.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
