报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.34,0.17,0.13,0.48,0.36,0.19,0.14,0.87,0.67,0.31,0.11,0.56,0.48,0.31,0.12,0.84,0.78,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.86,5.69,3.79,3.67,3.15,8.19,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.42,0.21,0.08,0.27,0.97,2.55,
主营业务收入(万元),122809,70820,26298,108046,79464,38688,15622,105921,79990,41847,18549,78718,60433,36151,16589,80937,66205,46752,
主营业务利润(万元),33543,18108,6643,25081,18708,9376,3779,27079,20359,10515,4578,19019,14427,8367,3618,18950,17436,14365,
营业利润(万元),22215,11302,4169,16180,12438,6402,2297,14085,10643,5403,2077,8285,6965,4115,1598,9984,9626,7979,
投资收益(万元),730,492,175,653,408,298,91,620,372,217,59,243,176,143,87,206,186,13,
营业外收支净额(万元),545,437,322,599,524,388,282,1095,1240,107,-43,476,223,156,35,789,366,586,
利润总额(万元),22760,11739,4491,16779,12963,6789,2579,15180,11883,5511,2033,8761,7187,4270,1632,10774,9993,8565,
净利润(万元),19737,10128,3850,14542,10889,5612,2159,13069,10068,4621,1696,7570,6254,3660,1386,9443,8770,7551,
净利润(扣除非经常性损益后)(万元),18489,9175,3425,13338,9394,4274,1756,11553,8698,4346,1696,6961,--,3409,1285,7576,7373,6078,
经营活动产生的现金流量净额(万元),17353,10890,2145,15632,7325,4989,1469,17674,12128,5099,2918,10697,6365,3077,863,2985,10898,9707,
现金及现金等价物净增加额(万元),-5839,-4408,-7977,-5626,-16958,-15237,-15670,7959,-10320,-10599,-3756,2680,36744,37223,-5009,2742,4522,2633,
总资产(万元),304628,288372,283092,139066,140235,123493,116575,120588,128066,111667,109354,105824,107559,107116,63760,64753,60865,50795,
流动资产(万元),153723,146596,152601,107980,110999,94734,88183,93093,101532,85251,83241,79661,81339,81037,37289,42543,33909,25153,
总负债(万元),65804,59388,54589,29226,34498,23047,15074,21234,31722,20778,18387,16545,19591,21732,21026,23391,25292,18892,
流动负债(万元),51543,44886,39575,28169,33741,22256,14584,20710,31657,20688,18282,16426,19456,21582,20861,23212,24772,14227,
股东权益不含少数股东权益(万元),238697,228867,228372,109756,105664,100386,101433,99274,96272,90826,90901,89205,87888,85294,42634,41248,35405,31136,
净资产收益率加权(%),9.55,5.31,3.44,14.04,9.19,5.58,2.15,13.91,10.84,5.08,1.88,11.01,9.99,7.29,3.3,25.23,25.78,27.6,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
