报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.22,0.19,0.21,0.35,0.38,0.31,0.27,0.51,0.38,0.33,0.22,0.67,0.37,0.32,0.19,0.4,0.23,0.27,0.23,0.39,0.39,0.31,0.27,0.51,0.47,0.36,0.19,0.58,0.47,0.34,0.3,0.85,0.6,0.49,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,5.72,--,--,--,5.28,5.23,5.19,--,4.68,4.63,8.04,7.78,7.61,7.64,7.66,7.43,7.43,7.35,7.36,5.18,5.15,5.12,5.26,5.08,4.98,7.3,7.15,6.85,2.71,2.69,2.44,2.06,1.87,1.82,1.75,1.56,1.45,1.36,1.23,1.13,0.98,0.81,0.85,0.72,0.64,0.62,0.54,0.57,0.8,0.83,0.87,0.88,1.13,1.19,1.4,1.38,1.43,1.46,1.55,1.59,1.61,2.52,4.64,2.09,2.03,2.32,2.12,1.87,1.81,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.7,--,0.13,--,0.61,0.35,-0.39,4.27,3.23,1.21,0.7,-0.04,-0.92,-1.32,0.11,0.49,1.83,-0.02,-0.41,1.18,0.51,1.3,1.08,1.61,0.54,0.26,0.53,1.66,0,--,0,0.68,0,0,0,1.25,0,0,0,0.28,0,0,0,-0.08,0,0.01,--,-0.05,-0.02,-0.02,-0,0.02,--,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1113778,796697,405835,1381803,1035786,718352,403476,1421788,1049030,726668,396339,1353605,943576,647992,349290,1090746,791915,535954,307323,879468,639546,431563,241644,524264,372312,251638,140487,419450,309162,203115,115305,307472,194051,137174,77758,209697,146538,99480,55775,158270,116590,77971,44893,64885,33952,17319,9741,9826,2403,1652,849,2809,2080,1354,654,2775,1276,2407,1153,2696,1075,2247,1159,1415,527,1758,1127,596,336,2556,1595,2369,631,168,192,
主营业务利润(万元),190655,130146,70795,251891,191487,132148,72018,251234,181646,123142,65490,236832,164291,113310,59214,183845,132130,89709,50794,153856,109962,74207,41940,94523,66443,44523,24513,74873,55184,36181,19988,54129,33622,23796,--,32332,21911,14775,8469,25226,17644,12002,6614,10070,4316,2098,1227,939,-54,-16,37,-10,90,25,57,506,292,715,362,1125,342,603,-525,-771,-349,-1154,126,64,-25,113,223,608,82,-18,-41,
营业利润(万元),24964,20827,15765,34747,31301,25066,20829,41692,25965,22269,14478,44766,26797,23320,13076,14094,9746,11553,9447,17842,14370,11663,9764,16256,14218,11055,6252,17167,14189,10057,6364,20234,11604,9227,4989,11767,7553,5725,3740,9390,6913,4957,2389,2989,549,184,301,-589,-307,225,-390,-3602,-1027,-661,-210,-2887,-441,-1508,-330,-482,-232,-1086,-412,-731,0,-1108,0,87,0,155,732,612,84,34,35,
投资收益(万元),-169,-87,-45,-127,-63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,-84,-42,-42,0,-182,-42,-42,0,203,252,0,0,466,621,563,0,25,0,0,0,-243,0,151,128,1209,0,-209,0,859,852,1687,775,452,329,1686,0,870,0,0,0,
营业外收支净额(万元),-1607,-1520,9,-1852,-1244,-1338,-223,461,675,768,735,1444,660,212,113,2391,450,-221,-227,751,1273,686,252,-494,312,286,103,1726,--,--,--,329,--,--,--,201,0,--,0,-32,0,0,0,-151,0,0,0,28,-12,-5,-23,-132,66,-0,0,-284,-62,-1034,0,-212,0,0,0,0,-64,0,10,0,116,28,0,0,--,--,--,
利润总额(万元),23356,19306,15775,32895,30057,23728,20605,42152,26640,23037,15213,46210,27457,23533,13189,16486,10196,11332,9221,18592,15643,12349,10016,15761,14529,11341,6355,18893,15605,11375,6602,20563,11941,9322,5030,11890,7645,5745,3775,9176,6999,4985,2427,3040,830,197,308,-89,307,788,-410,-3684,-959,-662,-210,-3414,-503,-2390,179,514,-326,-1408,-412,145,450,996,952,1132,421,1869,728,1508,81,31,32,
净利润(万元),11325,9633,10984,18069,19828,16111,13907,26649,19542,16990,11208,34652,19377,16773,9626,11566,6758,7696,6638,11092,11144,8732,7154,11889,11077,8570,4533,13650,11110,8083,4700,11699,7335,5935,3060,6013,3896,3370,2304,4618,3670,2639,1192,2222,578,113,176,352,698,1066,-393,-3520,-900,-618,-198,-3364,-503,-2404,162,490,-331,-1379,-383,128,411,876,809,962,358,1558,619,1299,69,27,27,
