报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.18,0.14,0.07,0.35,0.25,0.17,0.09,0.25,0.15,0.07,0.04,0.09,0.06,0.03,0,0.12,0.1,0.06,0.05,0.12,0.06,0.05,0.02,0.17,0.06,0.04,0.01,0.19,0.18,0.16,0.17,0.15,0.07,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),1.97,2,1.93,1.92,1.86,1.79,1.68,1.66,1.53,1.47,1.46,1.39,1.34,1.32,1.34,1.33,1.31,1.28,2.48,2.42,2.37,1.9,1.82,1.8,1.69,1.67,1.54,1.54,1.53,1.51,1.52,1.34,1.27,1.21,1.17,1.15,1.6,1.62,1.84,1.9,1.58,1.78,1.98,2.11,2.13,2.02,2.07,1.42,1.23,0,1.19,3.07,0.65,
每股经营活动产生的现金流量净额(元),0.43,0.38,0.06,0.57,0.47,0.33,0.17,0.61,0.52,0.44,0.11,0.46,0.2,0.18,0.01,0.2,0.04,0.07,0.15,0.19,-0.07,0.05,-0.1,0.25,0.16,0.07,0.17,0.2,0.18,0.08,-0.02,-0.11,-0.34,0.07,0.06,0.44,0,--,0,-0.79,0,0,--,-0.51,0,0,0,0.42,-0.33,0,0.69,0,--,
主营业务收入(万元),7411066,4668383,2331017,10102868,6921058,4379287,2115472,8532409,6109610,3906206,1846715,6944835,4846000,2971265,1450576,6075155,4383142,2732781,1335777,5183357,3620160,2315833,1191323,4428722,3067429,1752292,772271,3841378,2898046,1853833,890352,3906261,2829373,1842978,908710,4685523,3482797,2357636,1192216,5167561,3653068,2441662,1173075,4028223,2580332,1476308,722943,2825426,1270568,681729,2211651,1276866,1107797,
主营业务利润(万元),1237204,835652,414768,1744968,1217065,755202,330363,1464249,1054179,670451,312466,1109574,744368,465717,232569,925852,640375,398845,194893,721297,468530,311853,165668,669480,465974,274287,118602,600106,444478,291710,146693,639269,430670,281137,148499,702527,518358,343815,178938,771639,498727,354279,173970,738853,469197,296587,158164,536873,245322,123657,500729,284380,229337,
营业利润(万元),133335,134387,69783,211325,142976,89351,33336,127518,96966,65703,33080,24320,4872,-5792,-2629,122028,104159,55798,26319,-15753,-54763,-14601,7010,59073,29760,16439,616,49636,48704,43160,56065,19272,20839,-5130,-2189,-280156,-101675,-117163,-18170,-259199,-207941,-130350,-65883,29951,63309,76878,48306,135539,68735,36073,162970,47065,45114,
投资收益(万元),91087,62482,29630,77350,40213,28868,21017,32624,31177,23767,12963,29432,25417,6262,-1505,31575,24862,4597,3666,22532,12218,4532,2840,15471,12321,9872,3678,43511,39801,38549,37478,12584,6371,4147,1819,-12927,-13740,-9820,351,100306,-11063,-8874,-2948,-11790,-2771,-3349,-1587,-7379,-5642,-2184,-14095,12831,1256,
营业外收支净额(万元),178529,102926,50160,294577,216124,140858,75921,235328,120782,70318,34674,139695,92674,68118,18189,82248,58624,45372,17489,93037,77277,43468,10491,38395,13450,8620,4878,16287,--,6293,--,25985,--,6750,5232,-70485,0,-45972,0,6383,0,0,-417,-1929,0,0,0,3934,4132,0,0,-1801,-152,
利润总额(万元),311864,237314,119942,505902,359100,230209,109256,362846,217748,136021,67753,164014,97546,62326,15559,204276,162784,101170,43808,77284,22514,28866,17501,97467,43210,25059,5493,65923,59749,49453,58034,45257,34328,1620,3042,-356887,-158291,-172265,-19016,-146528,-217534,-136883,-66923,28885,69839,76559,47668,135165,67719,37572,143412,60377,47310,
净利润(万元),206457,162139,75410,318321,221927,147374,73493,210907,126498,62737,30416,79609,48744,28270,3842,101317,82597,53851,22304,43254,19548,15761,6458,47007,15340,9891,1495,50111,47043,42016,44913,39582,19051,4509,1387,-193233,-70654,-73756,-13032,-32024,-113897,-69261,-32723,24521,40754,37338,24758,57058,28017,16346,42464,29197,23812,
