报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
净利润(扣除非经常性损益后)(万元),569520,347402,178612,713215,418951,263248,119136,--,314076,179937,--,84562,--,14446,--,-86527,--,-54110,--,-105691,--,-2065,--,113913,0,53610,0,-278199,0,-57038,--,122155,--,55181,--,110876,--,49416,0,100034,0,43421,0,102654,0,0,0,0,
经营活动产生的现金流量净额(万元),2400250,1474484,834230,2376073,1815817,1198737,622504,2188566,1831031,1228930,627810,1228261,816381,530370,264955,673264,448389,234122,99663,605872,543890,418203,156254,666785,594121,371752,205685,351632,161502,113639,5346,524185,516016,311289,147926,364896,365898,225114,124261,309216,237732,122562,53865,293911,137281,273852,0,0,
现金及现金等价物净增加额(万元),768535,73081,176803,228494,402959,261005,446318,-14006,175198,149892,93835,93979,242378,244807,655887,87597,375841,360879,382485,-614,45623,53740,54979,-62741,-9573,11561,101510,35197,296345,131232,6664,35608,-38369,-28239,-37049,12228,-23991,-11043,-12656,-41449,-25002,-7084,54022,69129,61445,-47656,0,0,
总资产(万元),20563255,18697585,18737158,18826458,18531648,18138417,17849764,17281785,16969466,16660608,16787722,16457115,16069787,15876704,15883942,14837916,14767060,14004830,13684614,12786035,11954666,11600928,10457571,10047780,9490485,9338302,8991296,8464153,8743912,7194301,6916296,6575319,6293022,5937827,5621635,5401509,4687634,4279932,3807889,3444380,3068343,2969674,2979015,2779071,2477672,2042972,1899740,1842421,
流动资产(万元),2667267,1827291,1990515,2066496,2023716,1922906,2094943,1691203,1716967,1627964,1743714,1715877,1752326,1744413,2075015,1300181,1592063,1561667,1490417,960473,965883,992107,886637,755809,736378,813265,858622,655612,980651,667464,565715,428825,320206,306667,337057,371514,287520,293438,288117,274843,309517,325627,440771,312577,270449,166731,188400,323721,
总负债(万元),15056562,14325550,14243781,14527031,14426799,14671752,14355270,13927770,13796467,13666286,13893778,13692625,13418050,13279654,13494249,12473301,12456991,11775110,11524805,10627315,9886009,9506035,8363106,7963270,7783241,7685876,7421461,6917863,7090416,5472474,5092884,4754344,4647635,4347389,4028848,3855641,3188125,2822735,2340033,2094062,1747030,1688051,1701760,1722799,1490482,1118413,1050205,1028553,
流动负债(万元),6536565,6764493,6444297,7008010,6382580,6810119,6562775,6211909,6012503,5973793,5819839,5641253,5495841,5384717,5689204,5400368,5464754,5323858,4918157,4666023,3979865,4015502,3452970,3221564,3035359,2984342,2821156,2775183,3002863,2459690,2317200,2411950,2471110,2194689,1883299,1880651,1449304,1339227,902989,817150,724167,704501,683205,713404,488763,260894,168259,288517,
股东权益不含少数股东权益(万元),4080289,3285822,3344478,3165459,3001402,2401125,2416913,2296040,2175002,2052551,2009793,1930193,1840459,1822951,1630520,1610430,1595963,1604554,1566335,1592686,1512397,1549301,1577842,1568480,1195929,1160761,1127220,1101804,1212395,1344879,1435742,1433563,1392219,1361065,1371703,1337732,1298943,1264255,1278383,1252617,1228844,1194381,1193237,981476,953286,905918,832806,813241,
净资产收益率加权(%),18.45,10.63,5.52,21.88,16.62,11.14,5.1,--,14.2,8.41,4.12,7.98,2.45,1.66,1.24,0.49,0.18,0.74,-1.68,1.32,-2.3,0.23,0.49,9.74,0,4.82,0,-19.21,0,-3.61,--,8.82,--,4.01,--,8.66,--,3.97,0,8.49,0,3.91,0,11.04,7,11.7,14.7,17.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
