报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.68,0.4,0.2,0.74,0.55,0.36,0.16,--,0.4,0.23,0.11,0.2,0.06,0.04,0.03,0.01,0,0.02,-0.04,0.03,-0.05,0.01,0.01,0.19,0.15,0.09,0.03,-0.43,-0.23,-0.08,0,0.2,0.14,0.09,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.73,2.73,2.5,2.69,2.41,2.38,2.36,2.37,2.31,2.35,2.23,2.29,2.33,2.32,1.99,1.93,1.87,1.83,2.01,2.86,2.39,3.02,2.31,2.26,2.28,2.22,2.16,2.1,2.12,2.08,2.04,1.98,1.98,1.87,1.81,1.72,1.58,1.55,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.85,--,1.11,0.78,0.39,0.99,0.66,0.35,0.15,0.89,0.8,0.62,0.23,1.1,0.99,0.62,0.34,0.58,0.27,0.19,0.01,0.87,0.86,0.52,0.25,0.61,--,0,0,0.51,0,0,0,0.56,0.26,0.61,0.54,0.44,
主营业务收入(万元),5144686,3058063,1601696,6839772,5073125,3378443,1705155,6662467,4930248,3159970,1652832,5948997,4325306,2955792,1582534,5449081,3973504,2649651,1373693,4544878,3322218,2186863,1060921,3666182,2683472,1728831,847362,3196078,2382515,1375482,647738,2049246,1366716,857513,418836,1513093,1103449,711605,343854,1330040,991186,639945,329348,1017544,476728,806583,780824,714234,
主营业务利润(万元),1614425,924778,461810,1854232,1243582,804561,381774,1513284,1092800,666050,334422,925316,608971,380900,197857,481653,317140,203033,83325,314134,249614,185564,85515,551877,432488,280803,132401,73892,56169,59874,65421,375139,412918,154075,74300,336813,250715,155623,74254,294494,220424,134144,66604,270275,152684,270510,279789,313403,
营业利润(万元),1021224,556493,284899,973947,688774,429372,201534,733142,534968,290401,135375,206665,56736,21579,24425,-33366,-30691,-3449,-38114,-61123,-55061,-2384,-1750,164265,137060,87634,31912,-341400,-223258,-89549,148,180489,129586,76941,36804,173435,137750,82899,40373,158526,126514,71192,35133,155102,101722,162696,183127,207066,
投资收益(万元),34092,23221,17815,83177,53677,28641,14627,50915,33091,20200,9346,110413,48791,40478,22784,128179,117648,91861,18242,84621,23420,21148,10770,24183,16012,12743,4833,-7761,1901,3924,4640,13061,10431,6629,3423,5585,3583,1911,1860,1580,894,939,304,3033,0,0,0,0,
营业外收支净额(万元),14245,8688,1137,-33775,7552,5995,800,-11104,-14139,2798,1338,54866,32167,26461,5861,51045,34132,15972,7368,84396,14730,9079,3091,5826,2814,2224,127,25149,8939,8525,642,1806,1577,57,--,-369,254,0,0,1013,0,0,0,208,0,-3567,0,0,
利润总额(万元),1035468,565181,286036,940173,696326,435367,202333,722038,520829,293199,136712,261531,88903,48040,30286,17679,3441,12523,-30746,23273,-40331,6695,1341,170091,139874,89858,32039,-316251,-214318,-81024,790,182295,131163,76998,36889,178651,141587,84973,42502,161120,128253,73027,35366,158343,102050,159129,174749,205863,
净利润(万元),606859,350536,179712,590181,425138,267811,120076,413861,292300,169458,81275,141770,41541,26994,20090,7919,2878,11891,-26464,20784,-34842,3536,7724,116243,90773,54624,19093,-255810,-136715,-50764,2178,122627,85795,54641,27949,112189,85463,50775,25766,101498,79869,45405,23212,104406,65764,102353,119309,138881,
