报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.11,0.1,0.04,0.35,0.21,0.16,0.05,0.33,0.22,0.2,0.12,1.13,0.78,0.65,0.13,1.27,0.98,0.6,
每股净资产(元),--,--,--,--,--,--,--,--,--,4.76,--,--,9.28,4.97,4.45,4.7,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.21,-0.39,-0.34,1.22,0.77,0.17,
主营业务收入(万元),44695,30752,13668,65847,43457,28679,12319,58216,42482,29511,11467,64098,45573,32134,9823,58971,41649,30230,
主营业务利润(万元),21826,14910,6269,30541,20875,13980,5958,28292,20605,13802,5212,29778,20699,14404,4507,26813,20449,15292,
营业利润(万元),5245,4141,1135,8902,6195,4444,1036,7087,5155,4477,871,10780,7266,5698,1186,10896,8051,4734,
投资收益(万元),4,4,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),72,33,-1,205,67,275,274,387,316,228,247,369,150,54,-38,203,315,90,
利润总额(万元),5317,4174,1134,9107,6263,4719,1309,7475,5470,4706,1119,11148,7415,5752,1149,11098,8366,4825,
净利润(万元),4060,3477,910,8168,4986,3803,977,6547,4411,3887,1151,9550,6155,4803,967,9424,7245,4058,
净利润(扣除非经常性损益后)(万元),3991,3433,828,7961,4928,3553,736,6167,4145,3697,960,9174,--,4741,994,9194,6929,3958,
经营活动产生的现金流量净额(万元),-10850,-10179,-6761,10372,-6515,-5091,-6716,13209,1121,537,-1814,6272,-1669,-2878,-2519,9021,5703,1229,
现金及现金等价物净增加额(万元),-20290,-18612,-10737,-960,-12944,-12151,-8108,-2672,-12112,-11954,-10398,30368,33796,-2224,-2298,-602,1274,1814,
总资产(万元),128991,126959,132613,138038,113768,110006,112924,117856,112535,109443,110422,113940,108359,67669,62851,61446,49351,36523,
流动资产(万元),54973,52236,57467,62792,57925,54683,57203,61625,56611,54246,54674,66034,72951,33282,30844,31394,28281,18921,
总负债(万元),29793,28613,30064,36249,17176,14597,15412,21322,18136,15568,14355,19024,16838,30928,29947,26700,21220,12828,
流动负债(万元),28722,27421,28773,35017,16388,13885,14522,20474,17456,14911,13319,17935,16143,30252,29355,26104,20684,12292,
股东权益不含少数股东权益(万元),96737,96154,100684,99774,96592,95409,97512,96535,94399,93874,96067,94916,91521,36740,32905,34746,28131,23695,
净资产收益率加权(%),4.15,3.51,0.91,8.39,5.24,3.93,1.01,6.88,4.39,4.08,1.21,16,12.87,13.44,2.75,29.98,27.96,18.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
