报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-2.26,-1.06,-0.55,-2.65,-1.62,-0.94,-0.24,0.04,0.14,0.08,0.07,0.2,0.09,0.25,0.02,0.63,0.72,0.51,0.22,0.69,0.63,0.43,0.2,0.14,-0.07,-0.24,-0.13,0.14,0.67,0.54,0.2,0.68,0.43,0.23,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.87,--,4.69,4.83,4.81,4.79,4.91,4.7,4.63,4.41,4.36,4.15,3.97,3.78,3.56,3.39,3.55,3.68,4.22,4.08,4.86,4.66,4.42,4.22,4.19,4.11,4.02,3.93,3.97,4.04,4.09,4.31,4.1,3.93,3.81,3.61,4.32,4.02,3.8,3.61,4.11,4.05,4.14,2.54,2.33,0,1.64,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.2,--,0.58,0.07,0.06,1.21,1.15,0.74,0.28,1.15,0.55,0.04,0.11,0.07,-0.46,-0.69,-0.35,-0.22,-0.58,-0.6,-0.31,-2.97,-2.24,-1.95,-1.59,0.16,0,--,0,-1.07,0,0,0,0.17,0,0,0,2.31,0,0,0,0.45,0,-0.03,0,-0.03,0,0,--,
主营业务收入(万元),920171,605383,240233,2063634,1666129,1081278,465237,2319590,1839494,1202547,517927,2658624,2150492,1414160,582187,2795120,2210437,1402453,669487,2366600,1807434,1138806,515124,1645257,1214740,751847,326715,2003553,1678507,1041635,443356,1279076,937130,596786,266787,873718,618757,373516,152121,781342,574242,332520,150768,653779,501476,320386,118977,475654,359081,215680,81933,318293,256557,147835,308865,170885,261815,160726,178158,
主营业务利润(万元),-78188,-17056,-7142,27768,23749,22310,25061,179534,143457,99013,49956,182228,129746,93008,40602,225834,185673,113161,50983,226556,165791,114320,54019,123608,81301,33509,-5829,184286,165117,117543,40712,148434,118034,67998,--,85260,63316,35915,9017,81213,67155,46949,21235,89720,69105,45631,23702,74629,52144,28515,8545,37700,31304,17645,42880,25771,39392,17626,--,
营业利润(万元),-177268,-85378,-42144,-209790,-127318,-75117,-18586,8264,15990,9060,8352,13861,4353,18521,2098,51554,65088,46456,19874,61959,54830,39534,19881,8230,1957,-11755,-6729,6598,58738,48099,13879,43821,30829,16582,5513,17114,13042,6378,-4630,28733,32123,26391,11987,54064,43339,30368,16973,42208,25973,14943,3037,18675,16500,8094,24686,19379,18076,1748,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-294,-616,-762,0,7,0,0,0,109,839,299,-91,739,571,571,64,387,283,234,25,-15,-18,-18,0,-152,-123,-123,0,-2,242,242,0,0,0,0,0,0,0,0,--,
营业外收支净额(万元),4354,4267,56,2713,50,53,26,32,435,577,6,5326,4795,4828,94,-673,-2528,-1103,17,-1436,102,64,85,-396,-388,-58,1,-1014,--,--,--,-2346,--,--,--,-322,0,--,0,-1374,0,0,0,-375,0,0,0,-3554,0,0,-47,-87,-28,0,0,0,0,0,--,
利润总额(万元),-172914,-81110,-42088,-207077,-127268,-75064,-18560,8297,16425,9637,8358,19187,9148,23348,2192,50882,62560,45353,19891,60523,54931,39598,19966,7834,1570,-11813,-6728,5584,57677,48114,13903,41474,29908,15684,4643,17239,12986,6547,-4617,27343,32035,26313,11977,53538,42890,30197,16960,38652,25153,14139,2990,18589,16473,8049,23947,19365,18058,1714,--,
净利润(万元),-172914,-81110,-42088,-203466,-124082,-71975,-18560,3338,10899,6026,5715,15428,6954,19025,1688,48156,55256,38926,16907,52520,48406,32785,14975,11017,-5184,-18186,-10044,10388,51305,41098,11818,39892,25548,13453,3961,15742,11701,6218,-4659,24518,27283,22405,10198,43705,36520,24702,14441,32143,20886,11806,2493,16022,12007,5809,20943,16460,12099,1149,590,
