报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.23,0.14,0.22,1.16,0.49,0.3,0.1,1.94,0.7,0.36,0.07,1.49,1.03,0.7,0.52,
每股净资产(元),3.12,2.96,7.22,7.01,5.93,5.74,11.18,6.96,--,5.38,--,5.02,3.53,2.49,7.07,
每股经营活动产生的现金流量净额(元),-0.63,-0.31,-1.68,0.09,-2.01,-1.23,-2.67,0.55,--,-2.64,-2.83,0.13,0.37,0.55,0.3,
主营业务收入(万元),52156,33143,11286,63981,32716,19968,6729,43678,22939,14211,4221,30528,20950,11729,6662,
主营业务利润(万元),25543,15928,5697,33685,17855,10969,4213,24026,12901,7813,3024,16808,11366,6879,4162,
营业利润(万元),5310,2302,848,12884,3918,1773,695,8488,2806,1562,346,6697,4765,2590,1607,
投资收益(万元),-398,-396,10,56,-16,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),2537,2292,1901,2934,2446,1981,--,3009,1311,506,224,2406,1523,1270,883,
利润总额(万元),7847,4594,2749,15819,6363,3754,695,11497,4117,2068,570,9103,6288,3860,2489,
净利润(万元),6877,4054,2563,13579,5725,3457,551,10187,3669,1892,386,7821,5431,3582,2267,
净利润(扣除非经常性损益后)(万元),--,4059,--,13512,--,3401,--,8956,3170,1648,--,7773,5366,3364,2003,
经营活动产生的现金流量净额(万元),-18867,-9188,-19981,1062,-23599,-14438,-15691,2863,-15973,-13867,-14856,686,1945,2874,267,
现金及现金等价物净增加额(万元),-20115,-13123,-18350,23431,-1392,-227,8085,2025,-18085,-10904,-17646,6628,5264,5724,2873,
总资产(万元),172221,157772,156432,158066,117571,98344,104287,85644,70472,61183,--,53404,27937,17856,9040,
流动资产(万元),117897,106510,112767,119330,89943,80689,88257,70914,54648,47962,--,45409,22589,16907,8622,
总负债(万元),76760,67393,68129,72362,47835,30874,38547,49108,40453,32942,--,27054,9409,4759,2675,
流动负债(万元),70509,61122,63970,68184,45635,26886,34359,44920,40453,32942,--,24054,5869,4759,2550,
股东权益不含少数股东权益(万元),93183,88182,86072,83508,69737,67470,65740,36537,30019,28241,--,26350,18529,13097,6365,
净资产收益率加权(%),7.98,4.77,2.95,19.74,8.92,5.6,0.99,32.4,13.02,6.93,1.45,34.85,34.35,36.81,83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
