报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.35,0.23,0.1,0.2,0.24,0.12,0.05,0.07,0.08,0.06,0.03,0.08,0.11,0.08,0.03,0.24,0.24,0.18,0.11,0.34,0.24,0.16,0.12,0.53,0.35,0.25,0.12,0.47,0.43,0.29,0.09,0.29,0.14,0.09,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.35,--,3.34,3.31,3.26,3.24,3.24,3.18,3.26,3.15,3.05,2.97,4.48,4.36,4.17,4.08,4.19,4.07,4,3.86,3.66,3.72,3.57,3.52,3.6,3.53,3.48,3.42,3.47,3.36,3.25,3.16,3.23,3.15,3.08,3,3.11,3.06,2.99,2.96,2.9,2.87,3,2.03,1.93,1.87,2.14,2.5,3.81,3.63,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.13,--,0.46,0.48,0.09,0.14,0.17,0.25,-0.05,0.33,0.28,0.17,0.09,0.34,-0.02,0.21,0.14,1.14,0.82,0.53,-0.18,0.42,0.19,0.34,-0.15,0.68,0,0,0,0.63,0,0,0,0.37,0,0,0,0.37,0,--,0,0.3,0,0.16,0,0.23,0.26,0.27,0.33,0.26,0.42,--,--,
主营业务收入(万元),77989,52974,27087,134393,103598,70234,35150,160686,118671,81962,38338,165184,127025,82124,40015,176558,137786,96800,49515,176243,128006,89914,46674,151702,107139,74206,40753,275611,246307,180794,77891,204467,148617,99660,48050,159875,117183,77823,38604,146585,106449,72174,37048,100802,68025,38331,17787,60373,36450,22055,10105,38696,27191,18565,8543,37474,15646,20458,9397,11639,11544,5994,4380,
主营业务利润(万元),11028,7720,3681,17663,13269,9351,4489,17373,13174,9892,5231,20934,16290,11184,5675,30585,25161,17424,8134,25668,20075,14547,7466,22522,16320,10798,4967,43521,40709,30317,11809,25143,16903,10882,--,20722,16569,11923,5610,22779,17480,12454,6402,16093,11009,6368,3001,10806,6030,4089,2095,9726,7650,5976,2596,9792,5953,8285,3364,6365,6293,2713,2045,
营业利润(万元),13257,8847,3826,8209,8910,4815,1764,1921,2885,2373,1289,2218,4435,3295,940,11670,12179,8992,4647,13625,10490,7273,3676,15953,10983,8140,4053,21486,21371,14868,4436,11226,6874,4339,1970,7054,6894,5093,2384,9563,7569,5866,3024,7176,5495,3372,1536,5500,3880,3026,1319,5626,4900,4041,1632,6439,4625,5509,2427,4025,4324,1560,1191,
投资收益(万元),17303,11118,5561,13146,10506,5555,1817,6152,4380,1802,857,3981,2707,1606,94,5547,2432,1484,1789,7450,3679,1329,469,9893,4929,3950,2862,6625,2138,884,471,2907,1036,410,231,1637,659,284,167,682,130,-72,-29,366,71,8,87,358,250,169,133,274,249,251,64,596,137,341,94,-19,--,0,0,
营业外收支净额(万元),498,160,-117,646,958,465,299,916,602,236,157,858,871,618,503,321,583,178,142,755,348,289,301,427,575,344,178,230,--,--,--,--,--,278,--,-495,0,0,-55,-720,0,0,0,-393,0,0,0,-99,0,-16,2,-130,-83,-35,0,19,0,178,0,30,-128,0,--,
利润总额(万元),13755,9007,3710,8856,9869,5280,2062,2838,3487,2609,1446,3076,5306,3913,1444,11991,12762,9170,4789,14380,10838,7562,3977,16380,11558,8484,4231,21715,21670,15118,4469,11571,7142,4617,2055,8398,7650,5507,2496,10096,7983,5866,3019,7605,5882,3752,1913,6206,4459,3520,1614,6235,5474,4552,1959,7622,5267,6243,3176,4036,4196,1631,1191,
净利润(万元),14162,9271,3990,8291,9678,5068,1933,2773,3277,2388,1353,3393,4303,3146,1020,9560,9597,7239,4430,13745,9792,6447,3229,14245,9343,6728,3355,12730,11681,7938,2488,7917,3883,2525,1255,6592,5030,3385,1617,7373,5185,3316,1810,6019,4405,2491,1341,5010,3336,2460,1020,5041,4582,3907,1357,6968,4610,6091,2278,3431,3558,1387,1034,
净利润(扣除非经常性损益后)(万元),11844,7680,3485,5139,7110,3685,1392,2222,2697,2226,--,2561,--,2624,--,8886,--,6852,--,12512,--,6032,--,11318,0,--,0,12875,0,7794,--,7544,0,2406,--,6641,0,3056,0,7018,0,3205,0,5859,0,2242,0,4009,0,1761,0,4560,4637,3931,0,6535,4653,5698,1530,3401,--,--,--,
经营活动产生的现金流量净额(万元),6750,3697,967,2442,2180,2217,-2586,11928,2541,-671,-5431,21796,18751,19482,3472,5758,6929,9976,-1947,13316,11444,6808,2345,9301,-653,5771,3808,30913,22143,14282,-4737,11275,5187,9112,-4156,18432,11781,6425,-2493,16995,1393,-5144,-4359,10161,767,680,-6571,9944,1272,1447,-2004,8083,0,4043,0,5756,5454,4714,3680,2887,3139,--,--,
现金及现金等价物净增加额(万元),16441,3912,-2469,-11150,-11292,1797,-8374,199,-10942,7436,-9610,-14925,-16555,1759,-3297,5085,5794,9236,-514,7912,3230,-2148,2613,-6396,-11728,-1610,8307,7854,5017,9366,-281,4198,-372,2418,-3042,-4988,-7278,-6726,-4333,2196,-3213,-6657,-5860,-9962,-15131,-11634,-16871,2320,-12907,1010,-2298,12696,0,5469,0,263,5037,-5698,-6163,16399,86,--,--,
总资产(万元),232680,229149,232753,233378,234533,243948,248778,232575,230105,231874,221703,221510,223028,226943,230090,231082,233595,233024,230935,223816,224759,225255,222196,209736,203496,198009,211615,211473,227168,234044,219976,204720,200082,189894,194773,178694,177481,173425,172754,171652,160699,147702,140411,132708,123789,114317,104862,111419,96647,93901,98932,99035,96575,70770,63054,64014,59536,55141,46642,43714,16104,13692,--,
