报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),-0.11,-0.07,-0.02,0.01,0.01,0.01,0.01,-0.13,-0.05,-0.01,-0.02,0.02,0.06,0.06,0.02,0.37,0.32,0.26,0.12,0.35,0.25,0.18,0.06,0.17,0.13,0.09,0.05,0.49,0.4,0.27,0.24,0.82,0.42,0.28,0.58,0.18,0.11,0.22,0.3,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.44,3.44,3.57,3.54,3.48,3.42,3.42,3.31,1.95,1.88,1.81,1.75,1.71,1.67,2.15,2.1,2.01,1.88,3.74,3.5,3.13,1.42,1.14,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.12,0.03,0.03,-0.15,-0.09,-0.15,-0.05,0.17,0.15,0.03,0.02,0.24,0.26,0.19,0.02,0.2,0.07,0.1,0.14,0.29,0.04,0.03,0.32,--,0.1,0.3,0.21,
主营业务收入(万元),15605,11369,5986,35829,28046,20748,9542,36679,27069,18977,7431,34478,27042,19997,9932,60822,49555,36005,15663,44751,31564,20870,8322,28526,20733,13850,6724,33691,27915,18451,8213,25586,17470,11155,15603,10491,6635,10238,8636,
主营业务利润(万元),1741,1768,1074,8854,6995,5207,2302,7507,5561,4025,1483,7988,6456,5157,2632,19176,16394,12378,5538,15663,11147,7483,2898,9012,6350,4299,1901,14607,12610,8667,3912,11071,7217,--,5429,3466,2223,3616,3448,
营业利润(万元),-4053,-2126,-606,-1327,-519,183,79,-4642,-1453,-381,-679,-893,933,1617,751,10361,10234,8179,3670,8383,6282,4404,1621,4194,3156,2111,1005,10603,9585,6792,3068,8221,4967,3134,3370,1859,1161,1983,2173,
投资收益(万元),693,693,675,689,636,687,689,59,436,194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,1,1,
营业外收支净额(万元),443,169,67,1001,733,203,107,605,105,26,-15,1097,563,-1,-28,1142,-12,-1,1,1387,321,283,34,212,237,210,76,43,--,--,--,--,--,--,760,26,16,-3,8,
利润总额(万元),-3610,-1958,-539,-326,214,385,186,-4036,-1349,-355,-694,204,1497,1616,723,11503,10222,8178,3671,9770,6603,4687,1655,4406,3393,2320,1081,10646,9574,6750,3061,8256,4945,3119,4130,1885,1177,1981,2182,
净利润(万元),-2947,-1777,-446,208,211,386,182,-3483,-1257,-264,-575,559,1441,1490,631,9443,8275,6656,2978,8177,5603,3999,1418,3780,2903,1986,932,9147,7428,5047,2296,6577,3160,1970,3060,1263,789,1127,1594,
净利润(扣除非经常性损益后)(万元),-3355,-1922,-501,-827,-718,-40,-149,-4499,-1741,-433,-559,-566,--,1491,--,8470,--,6656,--,7000,--,3759,--,3644,--,1827,0,9113,0,5078,--,6412,0,1977,2557,--,800,--,--,
经营活动产生的现金流量净额(万元),1679,-1665,-502,4236,10104,9250,2439,380,380,-1084,-357,3812,3097,803,656,-3770,-2422,-3927,-1336,4496,3430,553,500,5393,5897,4176,424,3832,1407,1847,1303,2704,412,245,1690,854,722,1587,1088,
现金及现金等价物净增加额(万元),89,-404,-201,-2611,1121,2761,5049,-2195,1199,-627,830,-8875,-8118,-10120,-4967,-13182,-9701,-5057,241,25991,2729,4086,1519,-5624,-3759,-5033,-1757,-7413,-2247,541,-2046,13074,15021,56,1791,216,111,-0,-2,
总资产(万元),137698,135689,137062,136859,138606,142937,151521,146813,155464,156070,127058,121134,119562,119285,121703,119193,118607,115904,111295,101416,68918,68051,60850,52660,51330,50397,53922,51902,56949,52136,40939,37483,34504,17537,14782,--,--,10895,8979,
流动资产(万元),48946,45970,46030,44831,48977,52953,61094,55885,63921,63771,52272,45497,50572,53132,58633,63186,72498,73994,72455,63213,31206,30837,22975,20738,20099,19123,24679,23696,33439,31322,30216,27095,26885,11526,8926,--,--,5025,4480,
总负债(万元),53417,50114,50053,49328,50534,54659,63393,58886,64691,64014,34307,27781,25770,25357,24439,22469,23385,24667,20369,13571,22666,23444,17687,10897,10408,10384,11203,10094,16804,16772,5788,4628,5094,7621,6835,--,--,7151,6263,
流动负债(万元),52662,49333,49245,48494,49685,53784,62491,57958,63728,63024,33292,26740,24730,24317,23399,21429,23385,24667,20369,13571,22666,23444,17687,10897,10408,10384,11203,10094,16804,16772,5788,4628,4877,7404,6240,--,--,6297,5442,
股东权益不含少数股东权益(万元),79753,80923,82630,82700,82782,82958,82760,82572,84975,85925,88134,88640,88921,88970,92193,91562,89911,88291,88512,85513,43959,42355,40902,39484,38607,37690,40395,39464,37745,35364,35151,32855,29411,9917,7947,--,--,3744,2717,
净资产收益率加权(%),-3.63,-2.17,-0.54,0.25,0.26,0.47,0.22,-4.08,-1.45,-0.3,-0.65,0.62,1.6,1.64,0.69,10.77,9.46,7.6,3.42,16.58,13.45,9.73,3.53,9.65,--,4.99,0,25.6,0,14.62,--,34.85,0,--,57.75,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
