报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.33,0.27,0.14,0.83,0.39,0.24,0.14,0.76,0.65,0.22,0.12,0.37,0.29,0.18,0.09,0.68,0.36,0.21,0.11,0.55,0.37,0.27,0.13,0.5,0.36,0.25,0.11,0.67,0.64,0.3,0.13,0.52,0.3,0.19,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.8,4.67,4.94,4.87,4.65,4.51,4.78,4.63,4.3,4.11,4.36,4.23,4.09,3.98,4.24,4.13,4.09,3.75,4.75,4.74,4.55,4.35,4.02,4.07,4,4.03,4.18,4.16,4.2,4.17,4.42,4.37,4.22,4.16,5.04,4.96,4.87,3.29,3.16,3.05,4.22,4.12,4,3.9,3.91,3.86,4.03,0.36,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.37,0.15,-0.04,0.47,0.36,0.29,0.05,0.62,0.41,0.28,0.07,0.74,0.56,0.57,0.05,0.44,0.2,0.12,-0.05,0.33,0.33,0.1,0.06,0.55,0,--,0,0.22,0,0,0,0.39,0,0,--,0.38,0,0,0,0.57,0,0.27,--,0.63,0.01,0.43,-0.08,--,--,--,
主营业务收入(万元),113639,74245,35282,140535,100775,66537,30454,121184,87547,61073,29580,104241,75176,48287,23823,114981,81556,54193,26359,112239,79249,53878,26092,110921,79675,53118,25952,110109,78677,53508,26315,102411,73263,49074,23300,94653,66409,45731,20349,105030,75284,51955,21473,102239,73291,48527,22120,101857,74831,52315,25774,90513,63966,43368,20231,70969,31749,45584,22064,32954,31012,24604,
主营业务利润(万元),60204,39544,17946,75195,54615,36185,16319,65858,48328,33295,16174,55538,40527,25334,12170,60264,42216,28181,13931,63164,44794,30723,15188,64689,46360,30838,15334,60163,42474,28469,13644,50847,35891,23187,--,40382,27821,19435,7996,39520,27724,18731,6951,38987,27103,18188,7798,39294,28343,21202,10679,32979,23489,15565,6567,24478,11041,15625,7353,13381,11306,11130,
营业利润(万元),11187,8902,4654,20420,12416,7733,4885,24727,21215,7615,4433,12631,9845,5963,3558,23325,12063,6700,3860,18219,11924,8864,4336,17187,11891,7939,3759,10769,13938,11259,3784,13267,7609,4543,2577,4166,3024,2364,662,3383,3572,3230,1722,9222,5998,4335,2083,9044,5861,4893,2168,6810,4707,2984,--,5795,3037,4352,2240,3822,2575,2207,
投资收益(万元),935,419,362,1655,1309,922,477,11935,11617,1643,444,1965,1508,1095,515,969,130,62,6,298,251,193,75,505,342,8,8,5761,5533,5323,664,9005,6298,4536,1432,1241,603,210,207,221,125,-10,-29,1288,1092,1110,-10,84,92,102,-9,-69,-117,-88,-31,-81,-16,0,0,--,0,0,
营业外收支净额(万元),411,369,86,9004,890,628,184,2322,1780,432,169,789,631,637,257,956,870,833,116,822,814,559,352,684,757,693,134,9919,--,--,--,--,1351,--,--,-637,0,--,-32,-1749,0,0,0,1502,0,0,131,952,1026,0,0,0,-37,-25,-33,420,306,651,0,-99,--,--,
利润总额(万元),11598,9272,4741,29424,13306,8361,5069,27048,22995,8047,4602,13420,10476,6600,3815,24281,12933,7533,3977,19041,12738,9424,4687,17871,12647,8632,3894,20688,22194,11602,3954,15307,8961,5519,2669,4770,2971,2228,837,1862,3728,3237,1693,12011,7583,5932,2204,10120,7018,5002,2170,7013,4743,3009,1521,6358,3332,5004,2487,3723,2628,2225,
净利润(万元),9830,7964,4093,24574,11651,7259,4193,22483,19311,6508,3717,11156,8605,5474,2813,20178,10686,6350,3192,16269,10876,7955,3929,14832,10785,7397,3325,19989,18950,8890,3305,12781,7401,4669,2290,4031,2513,1889,676,2357,3377,2764,1436,10579,6573,5172,1891,8209,5545,4058,1767,6292,4074,2745,1307,5237,2130,4572,1661,3147,2217,1888,
