报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.03,0.05,0.26,0.21,0.13,0.12,0.35,0.28,0.16,0.08,0.34,0.28,0.18,0.09,0.34,0.33,0.22,0.12,0.81,0.66,0.43,0.57,0.5,0.49,
每股净资产(元),1.58,1.56,3.91,3.86,3.82,3.74,7.44,7.32,7.24,7.12,7.24,7.16,7.11,7.01,7.11,7.03,6.96,6.85,10.66,10.54,3.15,2.92,2.55,2.04,1.35,
每股经营活动产生的现金流量净额(元),0.05,0.02,0.03,0.34,0.29,0.2,0.13,0.91,0.75,0.61,0.52,0.31,0.23,0.22,-0.01,0.06,-0.07,0.02,0.02,0.85,0.87,0.65,0.56,0.47,0.28,
主营业务收入(万元),40671,26248,12128,57866,42925,27421,13350,61739,43740,26864,13051,49361,35133,23333,10456,34280,23291,13449,6728,28618,20412,12650,18434,13678,9109,
主营业务利润(万元),8153,5296,2569,13250,10114,6388,3021,11291,7691,4533,2113,8462,6269,4377,1887,6661,4969,2965,1525,7548,5991,3891,5426,4551,3410,
营业利润(万元),3020,1848,1109,5832,5158,3284,1567,4484,3524,2052,993,3801,3184,2502,1038,3654,2895,1710,888,4721,3851,2500,3126,2419,2012,
投资收益(万元),--,--,--,5,--,--,--,-69,-69,-69,-59,-77,-99,-115,-38,-54,-68,-38,--,--,0,0,0,0,0,
营业外收支净额(万元),-32,-76,-24,136,106,12,3,-30,16,15,15,175,166,-116,1,188,162,162,107,-35,-4,-0,208,119,312,
利润总额(万元),2988,1772,1085,5968,5264,3296,1570,4454,3540,2066,1008,3976,3350,2386,1040,3842,3057,1872,995,4686,3847,2500,3334,2538,2324,
净利润(万元),2727,1646,989,5172,4254,2621,1243,3545,2781,1625,781,3387,2807,1809,856,3373,2670,1633,837,4065,3283,2148,2859,2325,2034,
净利润(扣除非经常性损益后)(万元),--,1711,--,5065,--,2612,--,3572,--,1613,--,3241,--,1907,--,3214,--,1495,--,4095,3283,2149,2682,2048,961,
经营活动产生的现金流量净额(万元),2720,1029,605,6923,5736,3993,1258,9125,7519,6169,5260,3120,2331,2209,-52,574,-689,199,103,5716,4367,3240,2776,2334,1130,
现金及现金等价物净增加额(万元),-3708,-3089,-543,-1097,-4733,-872,600,4897,2823,3187,4835,-3612,-3178,-2172,-711,-16358,-16303,-9519,-6679,55025,647,2374,1797,3036,108,
总资产(万元),99780,99889,93751,95309,90721,92169,93934,95078,91189,88419,81966,82245,79473,79910,81379,80871,78699,77723,76596,81612,28960,27438,25194,19644,13815,
流动资产(万元),63471,64092,63641,65565,64160,72702,74008,76386,72262,69565,62574,62420,59228,60991,61922,61140,60835,65905,65821,71206,19298,18656,16294,11683,5866,
总负债(万元),19081,20409,15022,17548,13780,16829,19165,21552,18427,16813,9194,10255,8062,9498,9910,10258,8788,8850,5168,11021,13229,12842,12446,9456,8421,
流动负债(万元),14531,15859,11022,13548,13780,16829,19165,21552,18427,16813,9194,10255,8062,9498,9910,10258,8788,8850,5168,10721,12629,11942,10946,9456,7921,
股东权益不含少数股东权益(万元),79412,78183,78669,77646,76774,75141,74769,73525,72762,71606,72772,71991,71411,70412,71469,70613,69911,68874,71428,70591,15730,14596,12747,10189,5394,
净资产收益率加权(%),3.45,2.1,1.31,6.85,5.64,3.5,1.68,4.88,3.86,2.24,1.1,4.76,3.93,2.57,1.2,4.8,3.79,2.3,1.18,27.98,--,15.77,25.09,28.97,45.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
