报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.06,0.05,0.02,-0.08,0.11,0.07,0.03,0.2,0.1,0.13,0.03,0.13,0.1,0.08,0.01,0.14,0.1,0.08,0.05,0.29,0.23,0.17,0.14,0.55,0.37,0.24,0.49,0.28,0.12,0.06,
每股净资产(元),3.6,3.59,3.57,3.55,3.77,3.73,3.66,3.64,3.53,6.97,6.84,6.87,6.84,6.87,6.85,6.84,6.79,6.78,6.95,6.9,6.8,6.73,8.86,2.27,2.09,1.96,1.87,0,0.27,0.16,
每股经营活动产生的现金流量净额(元),0.13,-0,-0.05,-0.1,0.09,0.12,0.05,0.42,0.22,0.2,-0.03,0.12,0.17,0.18,-0.01,0.08,0.09,0.09,0.03,0.4,0.16,0.12,0.08,0.59,0.28,0.18,0.77,0,-0,-0.04,
主营业务收入(万元),27455,15448,6644,48953,32971,20514,10094,32448,18022,11427,4343,18499,12717,7876,3072,13201,7939,4370,1561,7960,5226,3624,1757,7868,5337,3595,5367,3460,1654,858,
主营业务利润(万元),13653,8637,3820,28730,19585,12627,6160,21617,10873,7040,2411,12120,8931,5638,2018,8773,6238,3353,1157,6671,4334,3066,1506,6901,4715,3136,4774,3084,1409,765,
营业利润(万元),-766,237,127,-1855,1735,1037,548,6029,2399,1297,-152,337,448,445,-79,518,605,177,279,2150,2123,1674,828,3464,2120,1307,2977,1677,808,386,
投资收益(万元),1461,1263,808,6041,2259,342,342,503,769,111,5,-11,30,-30,-3,-3,-16,53,-13,-7,-1,--,--,1,1,1,31,0,0,--,
营业外收支净额(万元),1110,495,217,637,797,584,230,580,327,269,277,1196,910,743,245,1211,716,637,314,1599,1091,615,417,949,830,555,0,--,0,39,
利润总额(万元),344,732,344,-1219,2532,1621,778,6609,2726,1567,125,1533,1358,1188,166,1729,1321,815,593,3749,3214,2289,1245,4413,2951,1862,3940,2264,811,426,
净利润(万元),1566,1325,605,-2204,2791,1910,750,5103,2728,1751,385,1669,1317,1052,182,1854,1239,1041,663,3552,2916,2079,1148,4113,2787,1768,3668,2115,834,427,
净利润(扣除非经常性损益后)(万元),--,941,--,-7916,--,1381,--,4163,--,1561,--,1026,--,733,--,1435,--,650,--,2834,0,1970,--,3922,2574,1691,3243,0,839,427,
经营活动产生的现金流量净额(万元),3296,-54,-1328,-2605,2272,3017,1208,10820,5686,2569,-334,1518,2194,2282,-103,1046,1220,1128,326,5179,2018,1516,762,4439,2064,1328,5748,2626,-31,-276,
现金及现金等价物净增加额(万元),-9205,-4096,-4011,-10642,-12045,-14680,-11336,-16857,-18025,-4367,-3573,-11687,-9448,-4390,-3333,-17991,-13161,-20488,-2224,67342,66927,67651,70465,-3838,-4779,-4353,14770,9398,-6,7,
总资产(万元),148925,154327,155078,153517,159017,132151,142839,140484,130111,99147,97513,97906,96761,98594,96453,96917,95313,92440,93590,93704,89823,88770,89927,18660,16750,15849,18509,0,2750,1775,
流动资产(万元),44052,46132,45010,47671,46607,36061,51369,51368,40635,55039,54414,57548,59156,63171,64422,67188,71435,70557,78692,80290,79886,80472,82486,11981,11455,11231,15628,--,1657,627,
总负债(万元),48170,53304,54610,53586,54940,29644,41706,40146,36150,6036,6003,5973,5251,6494,4971,5494,5159,4248,3040,3777,1401,1217,1330,1635,1050,1169,4472,--,664,552,
流动负债(万元),30608,35957,37025,35601,38492,13961,25337,22594,5779,3703,3926,3592,5251,6494,4971,5494,5159,4248,3040,3777,1401,1217,1330,1635,1050,1169,4472,--,664,552,
股东权益不含少数股东权益(万元),93557,93454,92934,92233,98127,96875,95265,94578,91815,90659,88966,89325,88912,89312,89093,88911,88294,88092,90315,89652,88365,87528,88597,17025,15699,14679,14037,0,2056,1223,
净资产收益率加权(%),1.68,1.43,0.65,-2.37,2.92,2,0.79,5.58,3.02,1.94,0.43,1.88,1.49,1.18,0.2,2.09,1.39,1.17,0.74,4.63,0,3.23,--,26.81,0,12.31,33.9,0,50.84,42.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
