报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,
基本每股收益(元),0.07,0.04,0.03,0.14,0.11,0.08,0.04,0.08,0.05,0.03,0.01,-0.13,0,0.01,0.01,0.25,0.3,0.26,0.17,0.2,0.1,0.03,-0.02,-0.19,-0.09,-0.04,0,0.3,0.22,0.18,0.14,0.31,0.19,0.15,0.08,--,0.2,0.14,0.07,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.35,2.37,2.36,2.35,2.4,2.36,3.35,3.18,3.08,3.01,2.87,2.89,2.99,3.04,3.12,3.13,3.06,3.02,3.15,3.07,2.84,2.79,1.64,1.56,--,--,--,1.28,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.33,-0.24,-0.06,-0.26,0.05,-0.13,0.01,0.08,-0.02,0.06,-0.04,0.07,-0.05,-0.06,-0.09,0.28,0.25,0.13,0.21,0.58,0.39,0.21,0.13,0.33,--,0.09,--,-0.08,0.07,
主营业务收入(万元),376039,252279,113140,476784,352703,239158,110752,372630,258656,156628,72557,253583,160395,112481,53952,254998,224622,147493,62549,130863,88903,46756,17869,55667,42488,27103,13514,84352,67956,44342,19965,69626,50377,30593,12975,56592,41340,25524,12022,33597,26460,
主营业务利润(万元),47468,28329,11580,72437,51225,31077,14635,45822,28129,15391,7448,25161,16420,10625,2233,46631,45650,36432,19242,33737,16046,7594,1110,1516,1335,1651,2129,25059,20243,14808,7210,22903,16335,11327,--,17887,13429,9087,4519,11219,10756,
营业利润(万元),10104,7037,3341,14328,12666,8588,3982,4337,3531,1370,157,-20116,-6029,-3521,-3009,20675,25927,24034,12377,14145,7032,2298,-1156,-9888,-5283,-2234,276,14030,13096,10032,4832,14687,10140,7174,3039,10817,7954,5619,2682,6545,6575,
投资收益(万元),593,679,341,81,45,-60,-13,436,460,396,177,467,290,254,99,4,--,--,--,-3,-3,-2,-1,1277,1351,1352,1352,216,31,1,0,4,0,--,0,12,17,17,--,-9,-32,
营业外收支净额(万元),11271,6302,2128,4680,2447,1311,777,5591,4138,3371,1638,9303,7348,5288,4263,5185,4622,1468,374,770,448,280,132,885,1060,477,48,3610,3333,3300,--,--,--,77,--,0,-21,-16,0,0,0,
利润总额(万元),21374,13339,5470,19008,15113,9899,4759,9928,7668,4740,1795,-10813,1319,1767,1254,25859,30549,25502,12751,14915,7481,2578,-1024,-9003,-4222,-1757,324,17640,16429,13331,8066,16018,10180,7250,3079,10915,7934,5603,2683,6634,6575,
净利润(万元),15030,9336,3402,13211,10053,7009,3306,7164,4603,2800,1006,-9365,223,1012,482,18259,21462,18528,8224,9753,4909,1526,-1186,-9147,-4488,-2007,163,14165,10344,8023,4935,10307,6159,4414,1963,7375,5229,3605,1756,5135,5659,
