报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.79,0.48,0.13,0.76,0.5,0.31,0.11,0.62,0.44,0.28,0.11,0.59,0.43,0.29,0.09,0.55,0.41,0.27,0.11,0.43,0.16,0.28,0.25,0.29,
每股净资产(元),9.04,--,8.59,--,8.19,--,7.98,--,7.68,--,7.59,--,7.32,7.17,--,6.95,6.81,6.66,6.51,2.71,2.43,2.33,2.1,2.11,
每股经营活动产生的现金流量净额(元),1.12,--,0.04,--,1.32,--,0.31,--,1.49,--,0.39,--,1.51,1.01,--,1.71,1.26,0.66,0.26,1.59,0.62,1.04,0.58,0.77,
主营业务收入(万元),57518,36831,13961,74940,45540,29383,12314,58556,41931,25505,11323,52317,39048,24567,10881,52134,38031,23991,10814,44906,18638,29277,24127,13058,
主营业务利润(万元),32670,20144,6854,40052,24516,15467,6016,30979,21833,13949,6075,29119,20898,13442,5784,29284,21667,14429,5964,23680,9699,15046,13633,6206,
营业利润(万元),24522,14970,3912,23926,15696,9714,3325,18814,12996,8130,3417,17634,12637,8118,2849,16139,11640,7248,2499,10187,3580,6369,5589,3540,
投资收益(万元),1601,1383,591,1536,1081,607,301,785,483,169,58,443,330,236,128,39,--,--,--,--,--,--,--,0,
营业外收支净额(万元),56,52,7,-249,-155,-192,-32,827,807,725,27,1035,1055,1035,13,-30,8,13,12,26,4,31,-21,0,
利润总额(万元),24578,15022,3920,23678,15541,9522,3293,19641,13802,8855,3443,18669,13692,9152,2863,16109,11649,7261,2512,10212,3584,6400,5567,3540,
净利润(万元),18497,11277,2965,17729,11748,7183,2483,14561,10283,6534,2488,13900,9994,6709,2071,11962,8732,5437,1943,7588,2779,4984,4295,2593,
净利润(扣除非经常性损益后)(万元),17760,10544,2648,17265,11464,7084,2366,13530,9220,5611,--,12606,--,5933,--,11984,--,5428,--,7569,2776,4961,3095,2551,
经营活动产生的现金流量净额(万元),26290,8949,1039,38540,30760,18332,7186,45875,34880,21774,9111,41845,35215,23506,9075,39968,29406,15431,6116,27810,10789,18151,10134,6931,
现金及现金等价物净增加额(万元),7573,18677,-5250,4272,4883,-281,1390,-11862,-20036,6646,3652,-788,2304,-165,297,27168,40722,29682,87421,5395,-888,7739,1085,1470,
总资产(万元),354851,339395,339145,337424,329794,315591,309387,302085,287152,279461,260189,253616,249450,236026,225527,218794,209322,197305,226176,138205,124359,107635,85052,43720,
流动资产(万元),172087,159800,163417,167255,162075,149599,143624,138833,145253,142432,139873,133201,131640,117750,107111,99622,91496,79601,116705,28767,21032,21743,7549,4785,
总负债(万元),143584,135467,138318,139617,138258,128665,122800,118014,107514,103628,82623,78571,78412,68299,61061,56418,50215,41509,73892,90768,81790,66815,48341,24688,
流动负债(万元),124244,117676,122159,124006,124318,116205,111771,107387,98279,95392,75480,71997,73217,63271,56639,52338,46508,38134,44989,46648,56716,55815,31841,8688,
股东权益不含少数股东权益(万元),211267,203929,200827,197807,191536,186927,186586,184071,179638,175833,177566,175046,171037,167727,164466,162376,159108,155796,152285,47438,42569,40819,36710,19032,
净资产收益率加权(%),8.78,5.54,1.49,9.29,6.25,3.83,1.34,8.14,5.79,3.67,1.41,8.25,5.99,4.05,1.27,9.16,7.25,5.35,4.01,17.28,6.64,12.83,12.18,13.98,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
