报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.2,0.14,0.16,0.48,0.28,0.14,0.07,0.56,0.4,0.22,0.12,0.68,0.49,0.25,0.1,0.51,0.38,0.2,0.08,0.72,0.52,0.37,0.17,0.99,0.72,0.64,0.46,0.26,
每股净资产(元),1.57,1.5,3.53,3.37,3.13,2.99,5.89,4.21,4.06,3.87,5.55,5.42,5.23,4.99,4.94,4.82,4.68,4.49,4.37,8.8,8.51,12.35,12.47,2.56,2.29,1.7,5.58,4.32,
每股经营活动产生的现金流量净额(元),-0.06,-0.07,0.08,0.58,0.19,0.02,0,0.24,0.37,0.17,-0.52,0.77,0.19,0.13,0.04,0.64,0.37,0.19,0.1,0.67,0.18,0.07,0.01,1.2,0.72,0.61,0.39,0.13,
主营业务收入(万元),113888,72422,27392,251768,193307,118020,50685,221918,164606,103924,47142,111843,70179,24122,10507,44432,32634,18625,8116,32450,23641,12869,5026,23329,17349,17078,9579,6360,
主营业务利润(万元),44571,29594,12002,48651,37606,20966,7484,27799,20058,11379,5077,23051,15793,7977,3464,14641,10639,5804,2507,10519,7516,3788,1529,7164,5226,4605,2377,1547,
营业利润(万元),28030,20456,9759,29976,18403,8974,2169,16442,11630,6150,2276,13143,8739,4436,1745,9384,6905,3607,1491,6167,4598,2000,710,4329,3219,2894,1448,949,
投资收益(万元),7637,6238,4975,9152,1223,836,378,1359,846,639,347,1445,948,607,341,1385,519,41,36,156,--,--,--,0,0,--,0,--,
营业外收支净额(万元),1312,517,265,889,-14,-56,-67,239,27,-51,17,62,274,-3,74,184,73,58,150,350,136,175,282,205,125,21,--,31,
利润总额(万元),29342,20973,10024,30865,18390,8918,2102,16681,11657,6099,2293,13205,9013,4433,1819,9569,6978,3665,1641,6518,4734,2175,992,4534,3344,2916,1461,980,
净利润(万元),24779,17476,9150,25708,14919,7238,1695,13426,9555,5166,1960,10726,7697,3911,1613,8112,5991,3105,1194,5585,4022,1850,837,3907,2851,2538,1227,675,
净利润(扣除非经常性损益后)(万元),--,10998,--,20895,--,8081,--,12259,--,4891,--,10532,--,4119,--,7635,--,3055,--,5378,--,1701,0,3732,2745,2555,954,656,
经营活动产生的现金流量净额(万元),-6985,-8357,4615,32881,10914,1398,37,5853,8852,4007,-8206,12185,3019,2110,615,10188,5837,3063,1586,5269,1403,377,40,4741,2866,2435,290,63,
现金及现金等价物净增加额(万元),-2382,-5867,6034,13192,2511,10151,28398,2540,2617,1856,-915,-4822,-4447,-1114,-2621,-26175,-15246,-10693,-4021,36253,40887,42696,50977,711,6,367,94,69,
总资产(万元),387244,370109,362043,284269,317596,296159,316671,182456,163444,154648,158485,153924,141494,104989,95455,94315,82211,81685,75066,74851,71737,69005,69218,16425,15928,11560,7798,6372,
流动资产(万元),153279,137007,136653,95471,95770,95733,119997,63249,52436,46658,53401,48963,39218,26584,41156,42000,35498,38730,44450,47686,52621,52449,59894,7926,7776,7778,4595,3203,
总负债(万元),173581,164491,142170,90924,138095,125122,148946,71289,57685,53780,63449,60932,52553,25971,17275,17914,8050,10517,5811,5183,4367,3775,3398,6295,6852,4835,3612,4211,
流动负债(万元),161856,152528,134103,86020,133214,120196,126428,67744,56295,52388,62295,60045,51959,25372,16640,17267,7368,9790,5012,4413,3437,2825,2634,5515,6060,4835,3612,4211,
股东权益不含少数股东权益(万元),195009,187134,199481,190387,177035,169360,166478,101887,98046,93668,87942,85908,82908,79019,78180,76400,74161,71168,69254,69669,67369,65230,65820,10131,9076,6725,4187,2161,
净资产收益率加权(%),12.41,8.86,4.69,16.42,9.85,5.27,1.58,14.3,10.44,5.86,2.25,13.26,9.67,5.02,2.09,11.17,8.37,4.41,1.7,8.89,--,3.29,0,46.58,35.97,46.52,44.21,36.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
