报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),1.03,0.97,0.47,1.76,1.23,0.96,0.67,2.19,1.55,1.16,0.57,1.13,0.8,0.62,0.31,0.89,0.63,0.5,0.22,0.78,0.73,0.66,0.34,1.3,1.19,1.03,0.39,1.57,1.38,1,0.38,0.86,0.48,0.41,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,12,--,11.05,10.87,10.74,10.4,10.13,9.99,9.9,9.65,9.61,9.52,12.04,11.66,11.56,9.06,8.37,7.98,7.72,7.34,6.92,6.54,6.18,4.64,4.59,4.39,4.25,4.22,4.05,3.91,3.8,3.76,3.83,3.7,3.66,3.61,3.68,3.56,3.56,3.53,3.39,3.29,3.46,3.43,0,1.84,0,1.49,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,1.54,--,1.94,1.39,0.44,2.12,1.35,1.26,0.37,2.19,1.42,0.95,0.43,1.93,1.71,1.37,0.78,4.87,3.77,2.25,0.72,1.55,1.34,1.23,0.1,1.8,0,--,0,1.75,0,0,0,0.4,0,0,0,0.72,0,0,0,0.33,0,0.05,0,0.74,0.09,0.79,0,
主营业务收入(万元),233958,180225,92001,282049,208875,160966,85339,300458,220064,160159,88148,221866,171223,123249,62535,184281,139161,101922,50246,156692,120970,98778,50081,154405,134048,116706,67533,210305,188404,134444,68819,141589,107159,81322,36036,101724,75594,58962,31372,75192,60238,45041,22889,54983,43923,33539,16761,37310,33097,24975,12058,30098,27630,20837,9403,26442,17274,24530,21088,
主营业务利润(万元),56934,44238,22803,73153,51108,40138,20497,68586,45628,33962,18787,39253,29626,20880,11170,29746,23001,17669,8312,26820,23502,19758,10679,32950,26463,22286,10899,36555,28738,21608,10516,21355,13713,10925,--,14777,10137,8054,4523,12320,10960,8940,4327,10904,9495,7790,3585,8225,7862,6400,2695,8102,7576,6416,2486,7152,4528,6102,6195,
营业利润(万元),40799,31588,14909,54491,38433,29927,13879,46788,33413,25114,12030,24003,17015,12963,6360,16475,13108,10370,4419,13302,13458,11763,5472,17829,17160,14840,6076,21994,21764,15590,6129,10422,7443,6102,2478,7378,5815,5016,2436,6120,5400,4604,2066,4976,4571,4024,1830,4348,4337,3760,1556,4141,3699,3161,1461,3771,2378,3717,3291,
投资收益(万元),2928,2419,301,3270,881,579,276,1020,--,--,--,--,--,--,--,-2,-1,-1,-1,-3,-1,0,0,2,0,-0,-0,1,-0,-1,-0,4,-2,-2,-2,531,36,-1,-0,8,-2,-2,-2,90,89,91,93,26,20,0,0,6,6,6,4,131,123,177,33,
营业外收支净额(万元),-128,-68,6,796,577,530,82,-1201,-1124,-1043,-112,-821,-387,-48,-50,1353,-114,-134,-18,2757,1874,1936,-56,1000,-105,-148,-69,--,--,84,--,1434,--,--,--,-632,0,--,0,-289,0,0,0,-335,0,0,0,-311,-274,0,0,-478,-296,-126,0,0,0,0,0,
利润总额(万元),40671,31520,14915,55287,39010,30457,13961,45587,32289,24070,11918,23182,16628,12914,6310,17828,12994,10237,4401,16060,15332,13698,5416,18829,17055,14693,6007,22399,21790,15674,5985,11856,7148,5845,2368,7297,5498,4741,2305,5838,5163,4447,2055,4756,4489,3932,1835,4084,4105,3578,1452,3669,3409,3041,1409,3534,2350,3571,3052,
净利润(万元),31964,25065,12079,45468,31713,24751,11508,37758,26618,19900,9856,19406,13726,10707,5245,15371,10796,8514,3727,13406,12628,11305,4482,15760,13974,11998,4508,18305,16116,11709,4384,9240,4947,4061,1581,4762,3446,3096,1402,4294,3302,2840,1241,3371,2973,2550,1185,2722,2717,2354,973,2425,2124,1810,944,2368,1358,2391,2588,
