报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
净利润(扣除非经常性损益后)(万元),29442,22961,11763,41727,30231,23658,11126,37550,27320,20605,--,19823,--,10622,--,13971,--,8519,--,10874,--,9742,--,14957,--,12122,0,17929,0,11636,0,7906,0,4101,--,4712,0,3280,0,4479,0,2943,0,3514,0,2610,0,2900,0,2376,0,2631,2211,1810,0,0,1390,0,0,
经营活动产生的现金流量净额(万元),19796,18345,16230,55355,51565,22564,17819,71223,80955,50838,26431,44518,33357,23947,7597,36538,23271,21755,6444,37692,24423,16377,5714,25511,22603,16074,9132,57004,44077,26369,8464,18128,15679,12276,1043,17977,11950,8817,4689,17455,14361,13423,1970,3953,2939,109,-3077,7156,5743,3396,-546,3323,0,540,0,5179,0,0,0,
现金及现金等价物净增加额(万元),12705,14850,205,14959,-8968,-19476,10535,6146,63894,35948,21543,25935,30552,14887,20204,25840,18402,17020,-149,4308,1776,3806,-9190,42791,41726,-3048,-3551,14540,11860,7694,-2651,11278,24978,2380,-5065,8555,6835,3722,-139,8622,10632,7817,4495,-7489,-2833,-1188,-0,-4595,-2588,-2309,-4238,14197,0,22009,0,668,0,0,0,
总资产(万元),450696,467608,442524,430777,402544,400906,383428,364114,372096,354379,349795,318536,316849,304762,298605,269064,273650,276557,267346,256239,256218,269904,261691,255576,252527,222336,217009,211423,200681,193587,183326,161935,158926,141846,124214,120194,111214,114938,109560,100973,105060,98113,91325,81133,83890,84746,77622,66816,58971,61570,55017,49326,53302,53881,28476,24028,0,23948,18268,
流动资产(万元),327662,340481,319828,301575,309578,315730,309012,287877,295265,275992,268066,234725,231202,215897,207104,175272,177765,176985,164623,150609,148542,158269,148866,140163,136612,104353,98881,96719,100314,109707,103661,91546,98287,87070,69583,68069,61117,64551,58945,50849,55231,51857,44473,36037,39470,42678,40479,36882,37938,40712,--,--,--,--,16952,13405,0,0,0,
总负债(万元),141207,160936,150111,151263,137346,143201,135466,128403,147873,137533,136829,116342,120577,111491,107822,84277,93508,98864,91006,84336,85064,100269,96685,95736,96424,113444,116586,115429,107836,105329,100330,83278,84685,94654,77532,75554,67931,72023,68365,61207,66374,59910,52475,43552,47051,48324,40545,30925,23334,26296,21124,16406,18683,19577,14671,11167,0,13489,8159,
流动负债(万元),139969,159698,149473,150624,136446,142301,134566,127703,146911,136571,135835,107880,111879,102913,99466,83420,90358,96759,88858,82188,82428,97949,94150,94136,96424,113444,116586,115429,105864,103548,99007,76069,67500,77485,59315,63892,52240,62369,52141,48527,58870,52436,45861,43438,47031,48324,40373,30775,23239,26201,--,--,--,--,14671,11167,0,0,0,
股东权益不含少数股东权益(万元),300014,297519,284276,271788,257812,250617,240844,228948,217949,210850,206517,196037,190290,187169,184844,178985,174379,172003,170498,166162,165372,163918,159501,154476,153154,106001,97892,93393,90326,85919,80933,76550,72257,46350,45871,43882,42525,42176,40482,39080,38039,37578,38279,37038,36565,36141,36826,35642,35636,35274,33892,32920,34619,34304,13805,12861,0,10459,10109,
净资产收益率加权(%),11.12,8.81,4.34,18.21,13.04,10.3,4.9,17.81,12.84,9.69,4.9,10.37,7.43,5.81,2.88,8.92,6.33,5,2.22,8.37,--,7.05,2.81,13.86,--,12,0,21.49,0,14.28,0,15.8,0,8.77,--,11.49,0,7.62,0,11.35,0,7.38,0,9.31,0,6.95,0,7.72,0,6.9,0,9.28,0,0,0,20.34,0,21.15,28.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
