报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.14,0.01,0.01,0.27,0.27,0.18,0.07,0.24,0.18,0.1,0.05,0.37,0.33,0.24,0.08,0.65,0.63,0.45,0.2,1.19,0.83,0.71,0.22,2.15,0.66,1.24,0.55,
每股净资产(元),4.06,4.21,8.55,8.54,8.53,8.43,8.48,8.4,8.35,8.27,10.87,10.81,10.75,10.67,10.5,10.75,10.72,10.54,16.86,16.54,16.21,24.04,4.75,5.33,0,2.8,1.74,
每股经营活动产生的现金流量净额(元),0.41,0.29,-0.06,-1.41,-0.42,-0.57,-0.75,0.33,-0.27,-0.49,-0.66,0.62,-0.23,-0.34,-0.32,-1.33,-1.44,-1.21,-1.02,-0.26,-0.72,0.54,-0.6,0.01,0.18,0.93,0.49,
主营业务收入(万元),212716,133276,59096,288310,220597,143844,62860,249410,176826,110391,48095,207738,147454,103558,45233,257391,216331,155784,78731,221128,142612,83278,37019,106787,23341,94709,52114,
主营业务利润(万元),8620,11759,5234,29714,23939,16138,6622,26166,17631,10827,4436,25992,18658,12902,5265,33699,29584,20643,9800,27732,19654,9871,4454,26532,7757,16840,7303,
营业利润(万元),-10785,805,479,10927,10797,7319,2790,8773,6841,4344,1579,12464,10191,7371,2753,21229,20514,14300,6356,19667,14178,6794,2158,19567,5882,11031,5004,
投资收益(万元),-277,-124,-142,321,178,224,-25,185,34,-104,-99,-217,-249,-106,-106,17,204,180,148,-33,-3,-0,0,-1,0,0,161,
营业外收支净额(万元),583,382,190,527,505,270,127,761,295,160,79,251,433,253,166,889,574,465,164,1210,555,554,13,398,--,--,--,
利润总额(万元),-10202,1186,669,11454,11301,7590,2917,9534,7136,4504,1657,12716,10623,7625,2919,22119,21088,14765,6519,20877,14733,7348,2171,19965,5882,11166,5051,
净利润(万元),-9389,973,298,9187,9170,6105,2287,8107,6059,3434,1311,9649,8542,6115,2120,16865,16415,11657,5232,17199,12241,6105,1813,16783,4965,9305,3308,
净利润(扣除非经常性损益后)(万元),--,720,--,7592,--,5893,--,7465,--,3284,--,9602,--,5898,--,16054,--,11226,--,16766,0,5637,1803,16407,4965,9176,3095,
经营活动产生的现金流量净额(万元),27390,19795,-2056,-47517,-14056,-19213,-25390,11205,-9088,-16677,-17150,16045,-5997,-8723,-8275,-34495,-37450,-31482,-16452,-4258,-11649,5871,-4832,77,1365,6998,3679,
现金及现金等价物净增加额(万元),2422,18030,-9829,-40807,-31964,-28585,-21313,-45054,-15840,-38598,-17943,2407,-10034,-1484,-619,-51775,-52797,-45954,-22066,146507,149114,177668,-19562,18241,-6454,5517,10106,
总资产(万元),506965,525592,514142,519571,474338,446461,413084,393462,392065,360457,365666,359923,348514,356277,348350,333235,327252,313210,309402,300928,286344,290307,91628,104030,0,39694,28727,
流动资产(万元),221378,248514,231574,231484,240156,221105,212767,218739,254802,234404,252271,248774,260240,270999,265526,249796,250514,248629,263627,256337,254326,258796,65414,78812,--,31800,22105,
总负债(万元),210518,218882,203396,209257,164375,139139,104255,88497,89047,60344,66074,61815,53760,68986,67163,45356,40180,31072,31105,28763,23237,30154,53143,60818,--,18699,15654,
流动负债(万元),118045,126114,115333,139917,85753,82578,83324,67344,78199,49762,57424,53189,46397,61421,59510,37820,32419,25195,24977,22522,12312,19316,43281,50961,--,15010,14188,
股东权益不含少数股东权益(万元),273534,283803,288186,287682,287273,284213,285622,283064,281312,278645,281702,280150,278644,276587,272124,278599,277867,273088,273075,267896,262538,259583,38486,43212,0,20996,13072,
净资产收益率加权(%),-3.34,0.34,0.1,3.23,3.21,2.14,0.8,2.85,2.16,1.22,0.47,3.47,3.08,2.13,0.76,6.19,6.02,4.29,1.93,9.93,0,7.66,0,53.62,0,56.06,35.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
