报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.04,0.04,0.03,0.08,0.05,0.09,0.05,0.13,0.09,0.09,0.08,0.24,0.15,0.15,0.08,0.67,0.44,0.31,0.75,0.25,0.64,0.29,0.47,0.41,0.34,
每股净资产(元),3.88,2.63,2.61,2.6,2.3,4.84,4.8,4.75,4.7,4.69,6.99,6.91,6.85,6.79,7.06,6.98,6.77,4.03,3.72,--,2.71,2.37,2.08,1.61,6.79,
每股经营活动产生的现金流量净额(元),-0.06,-0.04,0.03,0.08,0.04,0.01,0.03,0.23,-0.14,-0.04,-0.16,-0.24,-0.42,-0.42,-0.14,0.36,0.02,0.07,0.8,0.02,0.94,0.48,-0.33,0.33,1.73,
主营业务收入(万元),26695,18033,9257,28412,19064,12808,6457,26505,17481,12325,6634,24532,15436,9482,3957,20735,13403,8550,19662,7584,17055,7189,14415,10611,9213,
主营业务利润(万元),11028,7675,3651,10843,7449,5197,2471,9480,6423,4592,2462,9437,6751,4679,2105,10675,6893,4561,11136,4109,10055,4288,6617,4720,3607,
营业利润(万元),1229,1198,771,2066,1219,1178,671,1657,1244,1247,739,1717,1077,1058,672,5103,3193,2058,5203,1809,4036,1899,2970,1944,1879,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,
营业外收支净额(万元),261,135,66,217,135,124,92,224,14,9,7,536,389,390,36,264,167,178,139,20,113,35,24,--,--,
利润总额(万元),1490,1333,837,2284,1354,1302,764,1881,1259,1256,746,2253,1466,1447,707,5367,3360,2236,5342,1829,4149,1934,2994,2007,1894,
净利润(万元),1329,1161,677,1943,1145,1116,652,1621,1081,1078,635,1927,1247,1243,616,4648,2911,1910,4541,1561,3582,1642,2645,1651,1269,
净利润(扣除非经常性损益后)(万元),--,1052,--,1760,--,1012,--,1432,--,1071,--,1471,--,908,--,4423,--,1758,4423,1544,3485,1612,2624,1597,1259,
经营活动产生的现金流量净额(万元),-1791,-957,786,2053,1054,135,407,2806,-1741,-506,-1345,-1962,-3412,-3402,-1153,2975,151,416,4882,128,5273,2676,-1863,1831,707,
现金及现金等价物净增加额(万元),13975,5406,265,-2802,-150,2118,-2346,-1362,-5536,-3615,-774,-9237,-10624,-8084,-3166,23328,27056,701,46,101,3892,1949,-4988,5732,890,
总资产(万元),174528,90180,84180,79876,66986,70516,65395,67003,63914,63682,66198,63741,61266,63471,60319,59528,57524,28855,26738,--,18920,16918,15035,13395,6842,
流动资产(万元),65857,47184,40762,38829,36911,39753,34288,35675,35992,35578,38534,36476,36811,40079,41648,42863,44770,17292,14908,--,12999,12067,10441,11141,5081,
总负债(万元),47959,20380,14905,12286,10062,10801,6133,8381,5913,5752,8707,6867,4934,7598,2294,2447,2180,4147,3940,--,3663,3600,3340,4344,4044,
流动负债(万元),47205,20028,14451,11806,9852,10552,5838,8086,5622,5461,8347,6576,4934,7598,2294,2447,2180,4147,3940,--,3663,3600,3340,4344,4044,
股东权益不含少数股东权益(万元),124699,67975,67423,67168,56507,59311,58862,58223,57604,57567,57135,56526,55995,55548,57705,57081,55344,24708,22798,--,15257,13318,11676,9031,2778,
净资产收益率加权(%),1.07,1.71,1,3.28,1.95,1.9,1.11,2.83,1.88,1.89,1.12,3.32,2.21,2.21,1,12.4,9.44,--,22.4,--,26.6,13.14,25.55,37.77,59.18,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
