报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.3,0.25,0.14,0.66,0.5,0.44,--,0.94,0.54,0.42,--,0.97,0.86,0.72,0.46,
每股净资产(元),5.65,8.41,8.26,8.12,7.96,7.88,--,5.76,--,--,--,4.83,3.86,2.63,1.43,
每股经营活动产生的现金流量净额(元),0.31,0.26,-0.3,-0.48,-0.75,-0.71,--,0.9,--,0.42,--,0.14,0.18,-0.25,1.35,
主营业务收入(万元),37512,24406,11139,41969,30288,21263,--,41519,29510,19180,8691,38281,36741,29186,22597,
主营业务利润(万元),12963,9134,3557,12703,9690,6503,--,13174,9037,6110,8691,12140,10716,7740,5865,
营业利润(万元),4937,4214,1454,4947,3798,3280,--,6397,3692,2801,1035,6326,5986,3950,2347,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,7,320,-83,9,
营业外收支净额(万元),275,259,208,662,634,290,--,312,264,201,--,610,-25,-11,39,
利润总额(万元),5212,4474,1662,5609,4433,3570,--,6709,3956,3002,1036,6935,5960,3938,2386,
净利润(万元),3620,3058,1125,4602,3323,2639,829,5615,3261,2526,872,5831,5082,3302,2007,
净利润(扣除非经常性损益后)(万元),--,2859,--,4106,--,2384,821,5315,--,2339,863,5283,4983,3314,2008,
经营活动产生的现金流量净额(万元),3666,2066,-2368,-3851,-6033,-5667,-3274,5388,2544,2544,-4056,846,1095,-1398,5853,
现金及现金等价物净增加额(万元),-7396,-3665,-6991,11624,14301,22716,--,1432,1631,1631,--,-1995,468,-125,4340,
总资产(万元),132430,125067,116965,93581,95027,96644,68919,66845,--,--,--,58201,48045,35107,28109,
流动资产(万元),75764,71096,65202,70633,72837,76100,50321,48251,--,--,--,39770,34223,24593,21466,
总负债(万元),60133,53414,47028,28589,31314,33615,33511,32266,--,--,--,29237,24912,20356,21933,
流动负债(万元),57726,46438,44511,27722,31007,33297,33181,31924,--,--,--,28849,24884,20327,21933,
股东权益不含少数股东权益(万元),67811,67250,66116,64992,63713,63029,35409,34579,--,--,--,28965,23133,14751,6176,
净资产收益率加权(%),5.43,4.6,1.72,9.24,7.41,7.35,--,17.67,--,8.36,--,22.39,25.71,36.3,38.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
