报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.21,0.14,0.07,0.53,--,0.2,0.07,0.66,--,0.69,0.63,
每股净资产(元),--,--,--,--,--,4.44,--,4.31,--,3.73,3.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.39,--,0.98,--,0.52,0.77,
主营业务收入(万元),32247,20851,10503,47992,33778,21192,10295,47658,34535,49812,48391,
主营业务利润(万元),5779,3593,1729,8639,6097,3669,1611,9385,34535,10845,10620,
营业利润(万元),2403,1534,716,4095,2870,1624,591,4657,3721,6022,5959,
投资收益(万元),--,--,--,-44,-44,-49,--,28,--,20,--,
营业外收支净额(万元),41,39,33,349,74,35,10,799,--,-92,132,
利润总额(万元),2444,1572,749,4443,2943,1659,602,5456,4103,5930,6091,
净利润(万元),1717,1124,553,3248,2127,1184,434,3933,2982,4159,3760,
净利润(扣除非经常性损益后)(万元),1687,1096,528,2996,2091,1179,426,3264,2640,4295,3568,
经营活动产生的现金流量净额(万元),3553,2719,1549,3670,1698,2354,1349,5866,5505,3132,4608,
现金及现金等价物净增加额(万元),-639,-571,223,14158,-185,1270,941,-175,335,1246,-264,
总资产(万元),54001,51468,53394,56941,41201,38761,--,40025,--,43198,33465,
流动资产(万元),43360,41197,42894,46591,32047,30158,--,31257,--,34615,27924,
总负债(万元),8845,6909,8770,12877,13395,11913,--,13963,--,20515,14891,
流动负债(万元),8295,6909,8770,12877,13395,11912,--,13961,--,20515,14891,
股东权益不含少数股东权益(万元),44904,44311,44396,43843,27806,26657,--,25868,--,22356,18197,
净资产收益率加权(%),6.42,2.54,1.25,11.42,--,4.51,1.66,16.36,--,20.51,23.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
