报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.12,0.01,0.02,0.08,0.05,0.03,0,-0.16,-0.01,-0.02,0,-0.14,-0.13,0.02,0.02,0.08,0.19,0.15,0.07,0.24,0.07,0.06,0.03,0.08,0.07,0.03,0.01,0.07,0.38,0.31,0.22,1.1,0.79,0.51,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,2.23,--,--,--,2.15,--,--,--,2.28,--,2.3,2.45,2.52,2.5,2.61,2.77,2.69,2.62,2.66,2.65,2.66,2.63,2.62,2.58,2.6,2.59,2.9,2.83,4.85,4.63,4.37,4.09,4.03,3.73,3.87,3.74,3.83,3.79,3.76,3.69,5.59,5.1,4.89,4.68,4.51,4.36,4.08,3.8,3.65,3.46,3.57,3.43,3.24,3.17,3.24,3.59,2.21,1.94,0,0,
每股经营活动产生的现金流量净额(元),--,--,0.45,--,--,--,0.44,--,--,--,0.08,--,-0.08,0.02,-0.05,-0.12,-0.09,-0.23,-0.03,0.11,-0.24,-0.6,-0.77,0.36,0.04,0.34,-0.07,0.29,0.02,0.14,-0.59,1.27,1.03,0.26,0.51,-0.06,0,0,0,-0.1,0,0,0,0.79,0,0,0,0.97,0,0,0,0.48,0,0.42,--,0.46,0.64,0,0.14,0,--,--,
主营业务收入(万元),1732445,1186726,625654,2788548,2058741,1331497,648581,2682251,2093389,1449907,741485,3203205,2504432,1784971,908259,3856515,3003918,1917279,937107,3005499,1983944,1313648,627677,2330373,1724995,1109800,546325,2835437,2318075,1491318,666174,2200465,1609089,1025883,507692,1570776,1094314,685749,308639,1485910,1176674,797626,388340,1022567,746134,498075,252568,682737,498209,316426,146437,466526,338804,217047,98882,400103,193913,338978,156008,269352,223512,201920,
主营业务利润(万元),116761,115684,62850,252041,195713,120889,64150,132616,132839,107832,64461,108776,101182,103211,55442,221960,222791,155982,73628,272341,62525,49485,21364,73406,48319,29045,-11077,115607,140122,95900,37780,177027,149620,98569,--,101819,69279,38742,10040,96156,83303,67945,33031,99547,75776,52915,39215,95286,74938,45055,21863,51186,42102,24908,7291,36984,21483,47170,25291,35022,33987,33315,
营业利润(万元),-75081,-4827,3221,23761,9161,280,-3083,-103217,-13547,-19509,-1435,-93403,-79184,1159,8008,26353,80238,62969,28035,105737,15786,14136,5951,13712,9260,5580,1432,12518,82353,66929,26987,134477,112158,71703,35028,54852,35874,18588,3266,55688,52220,45280,23053,73194,57916,42460,33670,78234,58781,36265,17045,40056,31967,19119,4503,24620,15724,26211,14665,17893,14150,13594,
投资收益(万元),-1362,-2037,-1086,47621,11792,8620,199,21934,21128,4756,29,8751,10617,3995,-876,-2558,-760,2472,-257,1315,4,--,0,57,57,--,--,2,2,2,--,438,290,50,0,-35,0,0,0,0,0,0,0,252,252,252,252,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),12190,10535,6870,13760,10995,9472,5047,10680,5901,5444,3447,8574,3829,2780,2282,1750,3521,3388,2534,2392,180,256,395,1622,1933,605,197,2012,--,1413,-11,--,--,--,--,464,0,0,0,2247,0,0,0,2558,0,0,0,-4577,-4168,0,-1463,-995,-1006,-1,0,-473,0,576,0,0,--,--,
利润总额(万元),-62890,5708,10091,37521,20157,9752,1964,-92537,-7645,-14065,2012,-84829,-75355,3939,10290,28103,83759,66357,30569,108130,15966,14393,6345,15333,11193,6185,1629,14530,83683,68343,26976,133692,110593,71115,34581,55832,36538,18611,3297,57935,54789,45292,23078,76004,59696,44212,33937,73657,54614,33030,15582,39061,30961,19118,4505,24147,15126,26787,14677,17702,13701,13161,
净利润(万元),-47431,3484,7461,29193,20240,11660,1658,-61845,-2752,-7736,1468,-56133,-50860,7495,8088,32535,73588,58613,27099,91870,11404,9993,4785,13834,10900,5556,1237,12320,64646,52825,20463,103085,73931,47900,23542,38934,25914,13195,3297,41023,38166,31408,15784,52321,41851,31291,22835,46439,34950,20843,9803,24315,20015,12784,3106,20619,13585,20896,8052,14768,13701,13161,
