报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.45,0.29,0.18,0.86,0.71,0.51,0.1,1,0.68,0.88,0.86,
每股净资产(元),--,--,--,--,5.5,5.3,--,4.79,--,3.79,2.91,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.19,0.06,--,0.6,0.46,1.89,0.24,
主营业务收入(万元),19159,12418,7154,33050,25441,17638,6936,38022,27175,36017,39113,
主营业务利润(万元),7202,4832,2873,12218,9357,6351,2246,13045,9562,12966,13398,
营业利润(万元),3910,2655,1692,5218,4516,2981,726,6283,4822,5840,5863,
投资收益(万元),598,159,--,--,--,--,--,--,--,--,0,
营业外收支净额(万元),284,124,6,1046,1174,1152,87,626,4,294,129,
利润总额(万元),4194,2779,1698,6264,5690,4134,812,6909,4825,6134,5992,
净利润(万元),3562,2360,1443,5434,4268,3064,609,5984,4102,5279,5168,
净利润(扣除非经常性损益后)(万元),3321,2254,1438,4545,3352,2182,508,5419,4073,4994,5027,
经营活动产生的现金流量净额(万元),-4907,495,-863,-548,-1152,367,-1067,3619,2768,11350,1439,
现金及现金等价物净增加额(万元),-24298,-23617,-1606,21903,-1249,301,-1103,3588,2366,2647,-1921,
总资产(万元),80292,79996,79287,80130,54337,53171,--,53533,--,47159,49244,
流动资产(万元),68468,67826,66653,67113,41131,39596,--,39294,--,32525,33293,
总负债(万元),17528,18338,16945,19231,21327,21365,--,24790,--,24400,31765,
流动负债(万元),17528,18338,16945,19171,21327,21365,--,24790,--,24400,31765,
股东权益不含少数股东权益(万元),62764,61658,62342,60898,33010,31806,--,28742,--,22758,17479,
净资产收益率加权(%),5.74,3.82,4.63,15.13,13.82,10.12,4.15,23.24,16.53,26.24,34.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
