报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.57,0.34,0.17,0.26,0.13,0.07,0.03,0.2,0.15,0.12,0.05,0.21,0.19,0.11,0.09,0.24,0.22,0.09,0.04,0.54,0.49,0.35,0.21,1,0.84,1.02,0.51,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.91,3.9,7.73,7.64,7.61,7.49,11.33,11.3,11.18,11.03,10.79,3.39,--,2.64,1.62,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.53,0.26,-0.05,-0.55,-0.16,0.19,0.08,-0.47,-0.18,-0.01,-0.25,1.03,--,1.27,0.27,
主营业务收入(万元),113086,75554,36740,153509,115073,77741,35677,133519,98482,65121,31814,133338,98391,63670,28544,93365,66292,39678,17841,62154,47052,31049,15372,47770,33371,51665,40502,
主营业务利润(万元),28891,18212,8428,23494,16727,9784,4573,18249,13978,9976,4779,19154,14095,8532,3279,9337,6744,3805,1417,8988,7221,4908,2545,10851,7688,10362,5880,
营业利润(万元),18296,10713,5169,6517,3310,1386,507,3237,3679,2900,1254,6241,5854,3436,1359,2630,2367,1209,318,4031,4181,2847,1636,8023,5902,6827,3374,
投资收益(万元),277,260,28,-158,-43,-57,36,261,164,68,5,50,49,60,--,--,--,--,--,--,--,--,--,0,--,0,1,
营业外收支净额(万元),145,129,89,775,515,453,239,2767,927,658,65,238,116,97,23,783,821,85,19,680,42,5,-1,41,19,--,--,
利润总额(万元),18441,10842,5258,7292,3825,1839,747,6004,4606,3558,1319,6480,5970,3532,1381,3413,3187,1294,337,4711,4224,2852,1635,8064,5921,6809,3374,
净利润(万元),14033,8210,4072,6170,3152,1567,676,4697,3542,2767,1107,5120,4520,2546,1080,2906,2594,1127,285,4033,3607,2453,1237,5985,5030,6136,3087,
净利润(扣除非经常性损益后)(万元),13892,8092,3994,5607,2812,1494,780,2156,2776,2235,1042,4926,--,2452,--,2332,--,1056,--,4047,--,2448,--,5954,--,6151,3086,
经营活动产生的现金流量净额(万元),13419,15180,4900,15096,6185,3218,-6560,13389,5105,-561,-3245,15382,13066,6126,-567,-6583,-1975,2253,604,-3789,-1433,-114,-1983,6205,3270,7591,1608,
现金及现金等价物净增加额(万元),-8991,-1213,8091,1854,-556,-9119,-10526,1710,-4040,-5886,-2676,-3033,1319,7949,4569,-22269,-14502,-5894,-2022,35619,41849,51562,60989,3751,4679,4548,-4426,
总资产(万元),155097,145877,172368,160308,162621,196011,195025,193003,183187,190529,186303,164475,148955,146409,141557,131075,122785,114771,109661,102330,104661,106797,106521,37958,--,32712,25956,
流动资产(万元),81717,72484,98063,85599,88614,73236,77449,74449,73061,81494,86226,79944,91535,90272,90430,80315,83961,81379,81275,76097,78872,88859,93330,25372,--,20717,16601,
总负债(万元),40332,37376,63352,55729,61179,97493,95900,94569,85887,93987,89013,68291,53368,52803,48827,39406,31420,24873,19005,11959,15238,18527,20239,17632,--,16871,16250,
流动负债(万元),30923,27924,53856,54577,59991,75644,73852,72310,66459,78831,75773,67465,52873,52308,48332,38911,30925,24378,18510,11464,14206,12995,12744,10137,--,16376,16250,
股东权益不含少数股东权益(万元),114611,108304,108729,104261,101442,98517,99124,98434,97300,96542,97290,96183,95588,93606,92729,91668,91366,89899,90656,90372,89424,88270,86282,20326,--,15841,9705,
净资产收益率加权(%),12.79,7.55,3.83,6.11,3.17,1.58,0.68,4.84,3.66,2.84,1.14,5.46,4.82,2.74,1.17,3.2,2.82,1.24,0.31,5.6,5.46,4.49,5.91,33.8,--,48.04,35.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
