报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.3,0.01,-0.01,-0.15,-0.01,0.01,-0.01,0.03,0.01,0.01,0,0.03,0.01,0.01,0,0.02,0.01,0.01,0,0.02,0.01,0,-0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0,0.03,0.02,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.46,--,0.44,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.4,0.38,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.37,0.38,0.37,0.36,0.35,0.33,0.32,0.33,0.33,0.32,0.32,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.28,0.29,0.28,0.29,0.29,0.28,0.28,0.32,0.32,0.45,0.96,1.01,1.85,1.83,2.15,2.08,2.12,2.06,2.12,2.04,2.07,2.29,2.17,2.1,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.14,--,-0.08,-0.05,-0.1,-0.03,-0.13,-0.12,-0.04,-0.02,-0.06,-0.06,-0.07,-0.02,-0.07,-0.06,-0.06,-0.07,-0.09,-0.15,-0.13,-0.12,-0.15,-0.12,-0.09,0.01,0,--,0,0.1,0,0,0,0.08,0,0,0,-0.06,0,0,0,-0.12,0,-0.08,--,0.25,0,-0,0.16,-0.02,0.14,--,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),51451,50821,22847,103429,78859,54241,25655,107941,80569,53277,21760,104416,76011,51996,21307,102729,76522,51980,25104,97492,75066,49316,22362,111809,84217,55316,27590,109310,83176,55326,25836,100349,78601,52122,24239,91251,68433,46195,22976,76277,58671,37664,18290,67750,51547,32923,15155,59604,46165,31497,14993,57959,44427,30236,14496,57845,45925,27459,54196,28268,48073,29900,84442,46790,129541,50554,120512,52615,108484,45005,70540,34443,6225,35591,60182,43445,36753,
主营业务利润(万元),22570,7984,3554,16604,12343,7962,4176,18634,13529,8838,4060,17527,12503,8170,3414,18871,12263,7856,3699,16665,12795,8267,3258,21659,16060,10641,5508,23103,16489,10822,5351,21038,14814,9686,--,15499,12325,8215,4041,15965,11904,8147,4096,16844,12238,8080,3816,15902,11773,8328,3991,16555,11572,7801,3615,18898,13476,8180,17438,9169,17915,9715,23321,11995,7488,1618,4053,1896,5082,1816,2622,1510,250,0,0,0,0,
营业利润(万元),13921,-2233,-1298,-9440,-3261,-2177,-965,-3501,-911,-812,-660,-1825,-928,-749,-902,-714,-466,-333,-326,-4405,233,134,-727,-112,673,478,211,788,638,558,198,1015,602,524,183,-466,-730,-733,-31,-4643,-654,-591,-321,-2207,-563,-348,-182,-1247,-602,-385,-54,-2098,-1911,-541,-323,-236,-995,-912,-29184,-2291,-13694,581,-281,1909,8222,0,4182,0,5143,--,0,1919,279,0,0,0,0,
投资收益(万元),2226,2034,63,2216,1518,1098,436,2427,1901,938,131,5357,973,114,2,1011,760,565,-79,525,740,814,-36,819,213,-47,-19,400,712,508,257,1281,876,591,214,1015,776,562,182,1062,976,653,283,1101,963,700,340,1525,1148,665,380,5303,4016,528,278,1476,1600,1136,6837,874,-65,412,185,715,374,396,546,358,555,291,824,537,105,0,0,0,0,
营业外收支净额(万元),596,2417,1038,3451,2809,2598,726,4706,1464,1325,735,2884,1480,1158,975,1425,839,610,390,5284,-18,-16,-21,432,4,9,-4,52,--,-9,--,--,--,--,--,15,0,--,0,4310,0,0,0,2004,0,0,0,399,344,341,-16,-1407,-805,779,0,499,0,0,678,0,-93,0,0,0,0,0,0,0,0,-31,77,0,--,--,--,--,--,
利润总额(万元),14517,184,-260,-5988,-452,421,-239,1205,553,513,76,1059,552,409,73,710,372,277,64,879,215,119,-748,321,677,487,207,840,654,550,200,1043,652,524,183,573,31,-187,154,763,562,303,144,953,550,307,129,699,890,621,309,1825,1299,766,54,1810,552,185,-21558,-1230,-13779,1001,706,2897,9113,2353,5789,2845,7107,2793,6578,2510,476,2035,91,5482,5473,
净利润(万元),11264,305,-199,-5988,-452,421,-239,1204,553,513,76,1009,545,402,71,628,358,273,64,588,212,119,-744,572,660,470,204,813,652,533,190,1018,635,516,181,598,14,-204,145,554,490,253,121,801,460,248,106,192,457,219,102,1025,749,460,68,836,449,280,-21563,-1063,-14016,863,156,2399,7567,1923,4823,2309,5951,2278,5595,2070,428,1418,14,3445,1541,
净利润(扣除非经常性损益后)(万元),10913,-2111,-1237,-9440,-3261,-2177,-965,-3501,-911,-812,--,-5035,--,-756,--,-796,--,-337,0,-4968,--,135,--,181,--,461,0,690,0,542,--,629,0,489,--,590,0,-214,0,-4076,0,36,0,-1480,0,297,0,-3353,0,-122,0,-1935,-1808,-277,--,337,0,-239,-27356,-1261,-13874,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
